Sol,ICCImage,ImageLocalTrueSolarTime,Hour,Min,Seconds
346,c000m0346_627257043radlf0000_0830m,16:30:37,16,30,37
346,c000m0346_627260145radlf0000_0830m,17:20:57,17,20,57
347,c000m0347_627315029radlf0000_0200m,8:11:17,8,11,17
347,c000m0347_627345214radlf0000_0461m,16:20:57,16,20,57
348,c000m0348_627415707radlf0000_1200m,11:24:31,11,24,31
348,c000m0348_627415749radlf0000_1400m,11:25:11,11,25,11
348,c000m0348_627415790radlf0000_1300m,11:25:51,11,25,51
348,c000m0348_627418937radlf0000_0461m,12:16:54,12,16,54
349,c000m0349_627520287radlf0000_0467m,15:41:02,15,41,2
349,c000m0349_627520488radlf0000_0469m,15:44:18,15,44,18
349,c000m0349_627524027radlf0000_0830m,16:41:42,16,41,42
349,c000m0349_627526470radlf0000_0830m,17:21:20,17,21,20
350,c000m0350_627581851radlf0000_0200m,8:19:44,8,19,44
350,c000m0350_627612287radlf0000_0461m,16:33:29,16,33,29
351,c000m0351_627685237radlf0000_0461m,12:16:54,12,16,54
352,c000m0352_627771829radlf0000_1200m,11:41:37,11,41,37
352,c000m0352_627771871radlf0000_1400m,11:42:18,11,42,18
352,c000m0352_627771912radlf0000_1300m,11:42:57,11,42,57
352,c000m0352_627774005radlf0000_0461m,12:16:55,12,16,55
353,c000m0353_627862770radlf0000_0461m,12:16:53,12,16,53
353,c000m0353_627863191radlf0000_1200m,12:23:43,12,23,43
353,c000m0353_627863233radlf0000_1400m,12:24:23,12,24,23
353,c000m0353_627863274radlf0000_1300m,12:25:03,12,25,3
353,c000m0353_627864211radlf0000_1200m,12:40:15,12,40,15
353,c000m0353_627864253radlf0000_1400m,12:40:56,12,40,56
353,c000m0353_627864294radlf0000_1300m,12:41:36,12,41,36
353,c000m0353_627865231radlf0000_1200m,12:56:48,12,56,48
353,c000m0353_627865273radlf0000_1400m,12:57:29,12,57,29
353,c000m0353_627865314radlf0000_1300m,12:58:09,12,58,9
353,c000m0353_627866251radlf0000_1200m,13:13:21,13,13,21
353,c000m0353_627866293radlf0000_1400m,13:14:02,13,14,2
353,c000m0353_627866334radlf0000_1300m,13:14:42,13,14,42
354,c000m0354_627949380radlf0000_1200m,11:41:53,11,41,53
354,c000m0354_627949421radlf0000_1400m,11:42:33,11,42,33
354,c000m0354_627949463radlf0000_1300m,11:43:14,11,43,14
354,c000m0354_627951537radlf0000_0461m,12:16:53,12,16,53
355,c000m0355_628055414radlf0000_0461m,16:22:00,16,22,0
356,c000m0356_628126240radlf0000_1200m,11:30:58,11,30,58
356,c000m0356_628126281radlf0000_1400m,11:31:38,11,31,38
356,c000m0356_628126323radlf0000_1300m,11:32:19,11,32,19
356,c000m0356_628128280radlf0000_1200m,12:04:03,12,4,3
356,c000m0356_628128321radlf0000_1400m,12:04:43,12,4,43
356,c000m0356_628128363radlf0000_1300m,12:05:24,12,5,24
356,c000m0356_628129071radlf0000_0461m,12:16:53,12,16,53
356,c000m0356_628129491radlf0000_1200m,12:23:42,12,23,42
356,c000m0356_628129532radlf0000_1400m,12:24:22,12,24,22
356,c000m0356_628129574radlf0000_1300m,12:25:03,12,25,3
356,c000m0356_628130512radlf0000_1200m,12:40:16,12,40,16
356,c000m0356_628130553radlf0000_1400m,12:40:56,12,40,56
356,c000m0356_628130595radlf0000_1300m,12:41:37,12,41,37
358,c000m0358_628321739radlf0000_0461m,16:22:24,16,22,24
359,c000m0359_628393026radlf0000_1200m,11:38:50,11,38,50
359,c000m0359_628393068radlf0000_1400m,11:39:31,11,39,31
359,c000m0359_628393109radlf0000_1300m,11:40:11,11,40,11
359,c000m0359_628394046radlf0000_1200m,11:55:23,11,55,23
359,c000m0359_628394088radlf0000_1400m,11:56:04,11,56,4
359,c000m0359_628394129radlf0000_1300m,11:56:44,11,56,44
359,c000m0359_628395372radlf0000_0461m,12:16:54,12,16,54
360,c000m0360_628499290radlf0000_0461m,16:22:41,16,22,41
361,c000m0361_628571883radlf0000_1200m,12:00:19,12,0,19
361,c000m0361_628571925radlf0000_1400m,12:00:59,12,0,59
361,c000m0361_628571966radlf0000_1300m,12:01:39,12,1,39
361,c000m0361_628572904radlf0000_0461m,12:16:52,12,16,52
361,c000m0361_628576347radlf0000_1200m,13:12:44,13,12,44
361,c000m0361_628576389radlf0000_1400m,13:13:24,13,13,24
361,c000m0361_628576430radlf0000_1300m,13:14:04,13,14,4
362,c000m0362_628676841radlf0000_0461m,16:22:58,16,22,58
363,c000m0363_628750438radlf0000_0461m,12:16:53,12,16,53
363,c000m0363_628750859radlf0000_1200m,12:23:43,12,23,43
363,c000m0363_628750901radlf0000_1400m,12:24:24,12,24,24
363,c000m0363_628750942radlf0000_1300m,12:25:04,12,25,4
363,c000m0363_628751879radlf0000_1200m,12:40:16,12,40,16
363,c000m0363_628751921radlf0000_1400m,12:40:56,12,40,56
363,c000m0363_628751962radlf0000_1300m,12:41:36,12,41,36
363,c000m0363_628752899radlf0000_1200m,12:56:48,12,56,48
363,c000m0363_628752941radlf0000_1400m,12:57:29,12,57,29
363,c000m0363_628752982radlf0000_1300m,12:58:09,12,58,9
363,c000m0363_628753919radlf0000_1200m,13:13:21,13,13,21
363,c000m0363_628753961radlf0000_1400m,13:14:02,13,14,2
363,c000m0363_628754002radlf0000_1300m,13:14:42,13,14,42
364,c000m0364_628854390radlf0000_0461m,16:23:13,16,23,13
365,c000m0365_628927972radlf0000_0461m,12:16:54,12,16,54
365,c000m0365_628930513radlf0000_1200m,12:58:07,12,58,7
365,c000m0365_628930555radlf0000_1400m,12:58:48,12,58,48
365,c000m0365_628930596radlf0000_1300m,12:59:28,12,59,28
366,c000m0366_629033195radlf0000_0830m,16:43:51,16,43,51
366,c000m0366_629035647radlf0000_0830m,17:23:38,17,23,38
367,c000m0367_629090531radlf0000_0200m,8:13:59,8,13,59
367,c000m0367_629104484radlf0000_1200m,12:00:02,12,0,2
367,c000m0367_629104526radlf0000_1400m,12:01:01,12,1,1
367,c000m0367_629104567radlf0000_1300m,12:01:41,12,1,41
367,c000m0367_629105506radlf0000_0461m,12:16:55,12,16,55
368,c000m0368_629209491radlf0000_0461m,16:23:47,16,23,47
369,c000m0369_629280996radlf0000_1200m,11:43:46,11,43,46
369,c000m0369_629281037radlf0000_1400m,11:44:26,11,44,26
369,c000m0369_629281078radlf0000_1300m,11:45:06,11,45,6
369,c000m0369_629282018radlf0000_1200m,12:00:21,12,0,21
369,c000m0369_629282059radlf0000_1400m,12:01:01,12,1,1
369,c000m0369_629282100radlf0000_1300m,12:01:41,12,1,41
369,c000m0369_629283039radlf0000_0461m,12:16:54,12,16,54
370,c000m0370_629387042radlf0000_0461m,16:24:05,16,24,5
371,c000m0371_629459551radlf0000_1200m,12:00:21,12,0,21
371,c000m0371_629459592radlf0000_1400m,12:01:01,12,1,1
371,c000m0371_629459633radlf0000_1300m,12:01:41,12,1,41
371,c000m0371_629460572radlf0000_0461m,12:16:55,12,16,55
372,c000m0372_629564592radlf0000_0461m,16:24:22,16,24,22
373,c000m0373_629638106radlf0000_0461m,12:16:56,12,16,56
373,c000m0373_629653335radlf0000_0830m,16:23:59,16,23,59
373,c000m0373_629657075radlf0000_0830m,17:24:39,17,24,39
374,c000m0374_629711959radlf0000_0200m,8:15:00,8,15,0
374,c000m0374_629742143radlf0000_0461m,16:24:39,16,24,39
375,c000m0375_629813659radlf0000_1200m,11:44:49,11,44,49
375,c000m0375_629813700radlf0000_1400m,11:45:29,11,45,29
375,c000m0375_629813742radlf0000_1300m,11:46:10,11,46,10
375,c000m0375_629815639radlf0000_0461m,12:16:56,12,16,56
376,c000m0376_629919693radlf0000_0461m,16:24:56,16,24,56
377,c000m0377_629990518radlf0000_1200m,11:33:53,11,33,53
377,c000m0377_629990560radlf0000_1400m,11:34:34,11,34,34
377,c000m0377_629990601radlf0000_1300m,11:35:14,11,35,14
377,c000m0377_629993171radlf0000_0461m,12:16:56,12,16,56
378,c000m0378_630097244radlf0000_0461m,16:25:14,16,25,14
379,c000m0379_630169683radlf0000_1200m,12:00:22,12,0,22
379,c000m0379_630169724radlf0000_1400m,12:01:02,12,1,2
379,c000m0379_630169765radlf0000_1300m,12:01:42,12,1,42
379,c000m0379_630170704radlf0000_1200m,12:16:56,12,16,56
379,c000m0379_630170745radlf0000_1400m,12:17:36,12,17,36
379,c000m0379_630170786radlf0000_1300m,12:18:16,12,18,16
380,c000m0380_630259470radlf0000_0461m,12:16:56,12,16,56
380,c000m0380_630274761radlf0000_0830m,16:24:59,16,24,59
380,c000m0380_630277568radlf0000_0830m,17:10:32,17,10,32
381,c000m0381_630333385radlf0000_0200m,8:16:01,8,16,1
381,c000m0381_630363149radlf0000_0461m,16:18:51,16,18,51
382,c000m0382_630435981radlf0000_1200m,12:00:22,12,0,22
382,c000m0382_630436023radlf0000_1400m,12:01:03,12,1,3
382,c000m0382_630436064radlf0000_1300m,12:01:43,12,1,43
382,c000m0382_630437002radlf0000_0461m,12:16:56,12,16,56
383,c000m0383_630541119radlf0000_0461m,16:25:58,16,25,58
385,c000m0385_630702556radlf0000_1200m,12:04:52,12,4,52
385,c000m0385_630702597radlf0000_1400m,12:05:32,12,5,32
385,c000m0385_630702639radlf0000_1300m,12:06:13,12,6,13
385,c000m0385_630718669radlf0000_0461m,16:26:15,16,26,15
386,c000m0386_630791045radlf0000_1200m,12:00:22,12,0,22
386,c000m0386_630791086radlf0000_1400m,12:01:02,12,1,2
386,c000m0386_630791128radlf0000_1300m,12:01:43,12,1,43
386,c000m0386_630792074radlf0000_0461m,12:17:04,12,17,4
387,c000m0387_630896219radlf0000_0461m,16:26:33,16,26,33
388,c000m0388_630969606radlf0000_0461m,12:17:04,12,17,4
388,c000m0388_630970446radlf0000_1200m,12:30:42,12,30,42
388,c000m0388_630970496radlf0000_1400m,12:31:30,12,31,30
388,c000m0388_630970545radlf0000_1300m,12:32:18,12,32,18
388,c000m0388_630984994radlf0000_0461m,16:26:42,16,26,42
389,c000m0389_631073769radlf0000_0461m,16:26:51,16,26,51
390,c000m0390_631146108radlf0000_1200m,12:00:22,12,0,22
390,c000m0390_631146150radlf0000_1400m,12:01:03,12,1,3
390,c000m0390_631146191radlf0000_1300m,12:01:43,12,1,43
390,c000m0390_631147138radlf0000_0461m,12:17:04,12,17,4
390,c000m0390_631162545radlf0000_0461m,16:27:01,16,27,1
391,c000m0391_631251320radlf0000_0461m,16:27:10,16,27,10
392,c000m0392_631323640radlf0000_1200m,12:00:22,12,0,22
392,c000m0392_631323681radlf0000_1400m,12:01:02,12,1,2
392,c000m0392_631323723radlf0000_1300m,12:01:43,12,1,43
392,c000m0392_631324669radlf0000_0461m,12:17:04,12,17,4
394,c000m0394_631501170radlf0000_1200m,12:00:21,12,0,21
394,c000m0394_631501212radlf0000_1400m,12:01:02,12,1,2
394,c000m0394_631501253radlf0000_1300m,12:01:42,12,1,42
394,c000m0394_631502200radlf0000_0461m,12:17:04,12,17,4
394,c000m0394_631517646radlf0000_0461m,16:27:38,16,27,38
396,c000m0396_631678703radlf0000_1200m,12:00:23,12,0,23
396,c000m0396_631678744radlf0000_1400m,12:01:03,12,1,3
396,c000m0396_631678785radlf0000_1300m,12:01:43,12,1,43
396,c000m0396_631679732radlf0000_0461m,12:17:05,12,17,5
396,c000m0396_631695195radlf0000_0461m,16:27:55,16,27,55
398,c000m0398_631856233radlf0000_1200m,12:00:22,12,0,22
398,c000m0398_631856274radlf0000_1400m,12:01:02,12,1,2
398,c000m0398_631856316radlf0000_1300m,12:01:43,12,1,43
398,c000m0398_631857262radlf0000_0461m,12:17:03,12,17,3
398,c000m0398_631872746radlf0000_0461m,16:28:15,16,28,15
399,c000m0399_631961521radlf0000_0461m,16:28:24,16,28,24
400,c000m0400_632033343radlf0000_1200m,11:53:32,11,53,32
400,c000m0400_632033384radlf0000_1400m,11:54:12,11,54,12
400,c000m0400_632033426radlf0000_1300m,11:54:53,11,54,53
400,c000m0400_632034793radlf0000_0461m,12:17:04,12,17,4
400,c000m0400_632045477radlf0000_0471m,15:10:23,15,10,23
400,c000m0400_632045676radlf0000_0473m,15:13:37,15,13,37
400,c000m0400_632045930radlf0000_0469m,15:17:44,15,17,44
400,c000m0400_632053070radlf0000_0830m,17:13:33,17,13,33
401,c000m0401_632108887radlf0000_0200m,8:19:03,8,19,3
401,c000m0401_632139071radlf0000_0461m,16:28:43,16,28,43
402,c000m0402_632210188radlf0000_1200m,11:42:25,11,42,25
402,c000m0402_632210229radlf0000_1400m,11:43:05,11,43,5
402,c000m0402_632210271radlf0000_1300m,11:43:45,11,43,45
402,c000m0402_632212034radlf0000_0461m,12:12:21,12,12,21
403,c000m0403_632316621radlf0000_0461m,16:29:01,16,29,1
404,c000m0404_632387872radlf0000_1200m,11:44:05,11,44,5
404,c000m0404_632387914radlf0000_1400m,11:45:35,11,45,35
404,c000m0404_632387955radlf0000_1300m,11:46:15,11,46,15
404,c000m0404_632388901radlf0000_0461m,12:01:35,12,1,35
405,c000m0405_632494171radlf0000_0461m,16:29:20,16,29,20
406,c000m0406_632567386radlf0000_0461m,12:17:04,12,17,4
406,c000m0406_632568227radlf0000_1200m,12:30:43,12,30,43
406,c000m0406_632568276radlf0000_1400m,12:31:31,12,31,31
406,c000m0406_632568326radlf0000_1300m,12:32:19,12,32,19
407,c000m0407_632671129radlf0000_0830m,16:20:03,16,20,3
407,c000m0407_632674504radlf0000_0830m,17:14:48,17,14,48
408,c000m0408_632730313radlf0000_0461m,8:20:10,8,20,10
408,c000m0408_632760497radlf0000_0461m,16:29:50,16,29,50
409,c000m0409_632833078radlf0000_1200m,12:07:17,12,7,17
409,c000m0409_632833128radlf0000_1400m,12:08:05,12,8,5
409,c000m0409_632833177radlf0000_1300m,12:08:53,12,8,53
410,c000m0410_632938047radlf0000_0461m,16:30:09,16,30,9
411,c000m0411_633010611radlf0000_1200m,12:07:19,12,7,19
411,c000m0411_633010661radlf0000_1400,12:08:08,12,8,8
411,c000m0411_633010710radlf0000_1300m,12:08:56,12,8,56
412,c000m0412_633085413radlf0000_0200m,8:20:48,8,20,48
412,c000m0412_633115597radlf0000_0461m,16:30:28,16,30,28
413,c000m0413_633188742radlf0000_1200m,12:17:04,12,17,4
413,c000m0413_633188791radlf0000_1400m,12:17:51,12,17,51
413,c000m0413_633188841radlf0000_1300m,12:18:40,12,18,40
414,c000m0414_633277508radlf0000_0461m,12:17:05,12,17,5
414,c000m0414_633293410radlf0000_0467m,16:35:03,16,35,3
414,c000m0414_633293601radlf0000_0469m,16:38:09,16,38,9
414,c000m0414_633293988radlf0000_0200m,16:44:25,16,44,25
415,c000m0415_633351739radlf0000_0200m,8:21:18,8,21,18
415,c000m0415_633381922radlf0000_0461m,16:30:56,16,30,56
416,c000m0416_633455038radlf0000_0461m,12:17:04,12,17,4
417,c000m0417_633543803radlf0000_0461m,12:17:04,12,17,4
417,c000m0417_633554268radlf0000_0471m,15:06:50,15,6,50
417,c000m0417_633554460radlf0000_0473m,15:09:57,15,9,57
417,c000m0417_633554662radlf0000_0469m,15:13:14,15,13,14
417,c000m0417_633556835radlf0000_0800m,15:48:29,15,48,29
417,c000m0417_633557034radlf0000_0801m,15:51:43,15,51,43
417,c000m0417_633557225radlf0000_0465m,15:54:49,15,54,49
417,c000m0417_633557473radlf0000_0467m,15:58:50,15,58,50
417,c000m0417_633557669radlf0000_0830m,16:02:01,16,2,1
417,c000m0417_633557864radlf0000_0469m,16:05:11,16,5,11
417,c000m0417_633558102radlf0000_0471m,16:09:02,16,9,2
417,c000m0417_633558302radlf0000_0473m,16:12:17,16,12,17
417,c000m0417_633560973radlf0000_0200m,16:55:37,16,55,37
418,c000m0418_633632707radlf0000_1200m,12:19:19,12,19,19
418,c000m0418_633632757radlf0000_1400m,12:20:08,12,20,8
418,c000m0418_633632806radlf0000_1300m,12:20:56,12,20,56
418,c000m0418_633648248radlf0000_0461m,16:31:26,16,31,26
419,c000m0419_633721333radlf0000_0461m,12:17:04,12,17,4
419,c000m0419_633737023radlf0000_0461m,16:31:36,16,31,36
420,c000m0420_633810099radlf0000_1200m,12:17:05,12,17,5
420,c000m0420_633810149radlf0000_1400m,12:17:53,12,17,53
420,c000m0420_633810198radlf0000_1300m,12:18:41,12,18,41
420,c000m0420_633822449radlf0000_0800m,15:37:26,15,37,26
420,c000m0420_633822654radlf0000_0801m,15:40:45,15,40,45
420,c000m0420_633822852radlf0000_0465m,15:43:58,15,43,58
420,c000m0420_633823100radlf0000_0467m,15:47:59,15,47,59
420,c000m0420_633823302radlf0000_0469m,15:51:16,15,51,16
420,c000m0420_633823548radlf0000_0471m,15:55:15,15,55,15
420,c000m0420_633823746radlf0000_0473m,15:58:28,15,58,28
420,c000m0420_633827298radlf0000_0200m,16:56:05,16,56,5
421,c000m0421_633914573radlf0000_0461m,16:31:55,16,31,55
422,c000m0422_633987629radlf0000_1200m,12:17:04,12,17,4
422,c000m0422_633987678radlf0000_1400m,12:17:52,12,17,52
422,c000m0422_633987728radlf0000_1300m,12:18:41,12,18,41
423,c000m0423_634092124radlf0000_0461m,16:32:15,16,32,15
423,c000m0423_634092544radlf0000_1200m,16:39:04,16,39,4
423,c000m0423_634092593radlf0000_1400m,16:39:52,16,39,52
423,c000m0423_634092643radlf0000_1300,16:40:40,16,40,40
424,c000m0424_634165159radlf0000_1200m,12:17:04,12,17,4
424,c000m0424_634165208radlf0000_1400m,12:17:52,12,17,52
424,c000m0424_634165258radlf0000_1300m,12:18:41,12,18,41
425,c000m0425_634269673radlf0000_0461m,16:32:33,16,32,33
426,c000m0426_634342688radlf0000_1200m,12:17:03,12,17,3
426,c000m0426_634342738radlf0000_1400m,12:17:52,12,17,52
426,c000m0426_634342787radlf0000_1300m,12:18:39,12,18,39
427,c000m0427_634431454radlf0000_0461m,12:17:04,12,17,4
427,c000m0427_634448158radlf0000_0800m,16:48:03,16,48,3
427,c000m0427_634448361radlf0000_0801m,16:51:20,16,51,20
427,c000m0427_634448565radlf0000_0465m,16:54:39,16,54,39
427,c000m0427_634448770radlf0000_0802m,16:57:58,16,57,58
427,c000m0427_634448973radlf0000_0803m,17:01:16,17,1,16
427,c000m0427_634449695radlf0000_0200m,17:12:59,17,12,59
428,c000m0428_634505814radlf0000_0200m,8:23:22,8,23,22
428,c000m0428_634535999radlf0000_0461m,16:33:03,16,33,3
429,c000m0429_634608986radlf0000_1200m,12:17:05,12,17,5
429,c000m0429_634609035radlf0000_1400m,12:17:53,12,17,53
429,c000m0429_634609085radlf0000_1300m,12:18:42,12,18,42
430,c000m0430_634713549radlf0000_0461m,16:33:22,16,33,22
430,c000m0430_634713969radlf0000_1200m,16:40:11,16,40,11
430,c000m0430_634714019radlf0000_1400m,16:41:00,16,41,0
430,c000m0430_634714068radlf0000_1300m,16:41:47,16,41,47
431,c000m0431_634786515radlf0000_1200m,12:17:04,12,17,4
431,c000m0431_634786564radlf0000_1400m,12:17:52,12,17,52
431,c000m0431_634786614radlf0000_1300m,12:18:40,12,18,40
432,c000m0432_634891099radlf0000_0461m,16:33:41,16,33,41
433,c000m0433_634964046radlf0000_1200m,12:17:04,12,17,4
433,c000m0433_634964095radlf0000_1400m,12:17:52,12,17,52
433,c000m0433_634964145radlf0000_1300m,12:18:41,12,18,41
434,c000m0434_635052801radlf0000_0461m,12:16:54,12,16,54
434,c000m0434_635067053radlf0000_0803m,16:08:06,16,8,6
434,c000m0434_635067253radlf0000_0800m,16:11:21,16,11,21
434,c000m0434_635067449radlf0000_0801m,16:14:32,16,14,32
434,c000m0434_635067647radlf0000_0465m,16:17:45,16,17,45
434,c000m0434_635068657radlf0000_0200m,16:34:08,16,34,8
435,c000m0435_635127240radlf0000_0200m,8:24:30,8,24,30
435,c000m0435_635157424radlf0000_0461m,16:34:00,16,34,0
436,c000m0436_635230342radlf0000_1200m,12:17:04,12,17,4
436,c000m0436_635230391radlf0000_1400m,12:17:52,12,17,52
436,c000m0436_635230441radlf0000_1300m,12:18:41,12,18,41
437,c000m0437_635333139radlf0000_1200m,16:04:42,16,4,42
437,c000m0437_635333189radlf0000_1400m,16:05:30,16,5,30
437,c000m0437_635333238radlf0000_1300m,16:06:18,16,6,18
437,c000m0437_635334582radlf0000_0461m,16:28:06,16,28,6
438,c000m0438_635407872radlf0000_1200m,12:17:03,12,17,3
438,c000m0438_635407922radlf0000_1400m,12:17:52,12,17,52
438,c000m0438_635407971radlf0000_1300m,12:18:40,12,18,40
439,c000m0439_635512810radlf0000_0461m,16:39:25,16,39,25
440,c000m0440_635585405radlf0000_1200m,12:17:05,12,17,5
440,c000m0440_635585454radlf0000_1400m,12:17:53,12,17,53
440,c000m0440_635585503radlf0000_1300m,12:18:40,12,18,40
441,c000m0441_635674170radlf0000_0461m,12:17:04,12,17,4
441,c000m0441_635686708radlf0000_0800m,15:40:28,15,40,28
441,c000m0441_635686904radlf0000_0801m,15:43:39,15,43,39
441,c000m0441_635687100radlf0000_0465m,15:46:50,15,46,50
441,c000m0441_635689150radlf0000_0200m,16:20:05,16,20,5
442,c000m0442_635748667radlf0000_0200m,8:25:36,8,25,36
442,c000m0442_635778849radlf0000_0461m,16:35:14,16,35,14
443,c000m0443_635851701radlf0000_1200m,12:17:04,12,17,4
443,c000m0443_635851750radlf0000_1400m,12:17:52,12,17,52
443,c000m0443_635851800radlf0000_1300m,12:18:40,12,18,40
444,c000m0444_635954957radlf0000_1200m,16:12:08,16,12,8
444,c000m0444_635955007radlf0000_1400m,16:12:57,16,12,57
444,c000m0444_635955056radlf0000_1300m,16:13:44,16,13,44
444,c000m0444_635956400radlf0000_0461m,16:35:33,16,35,33
445,c000m0445_636029233radlf0000_1200m,12:17:04,12,17,4
445,c000m0445_636029282radlf0000_1400m,12:17:52,12,17,52
445,c000m0445_636029332radlf0000_1300m,12:18:41,12,18,41
446,c000m0446_636133951radlf0000_0461m,16:35:51,16,35,51
447,c000m0447_636206765radlf0000_1200m,12:17:05,12,17,5
447,c000m0447_636206814radlf0000_1400m,12:17:52,12,17,52
447,c000m0447_636206864radlf0000_1300m,12:18:41,12,18,41
448,c000m0448_636295531radlf0000_0461m,12:17:05,12,17,5
448,c000m0448_636309892radlf0000_0800m,16:10:03,16,10,3
448,c000m0448_636310096radlf0000_0801m,16:13:21,16,13,21
448,c000m0448_636310300radlf0000_0465m,16:16:40,16,16,40
448,c000m0448_636310504radlf0000_0802m,16:19:58,16,19,58
448,c000m0448_636310708radlf0000_0803m,16:23:17,16,23,17
448,c000m0448_636310817radlf0000_0804m,16:25:03,16,25,3
448,c000m0448_636311502radlf0000_0200m,16:36:10,16,36,10
449,c000m0449_636370092radlf0000_0200m,8:26:38,8,26,38
449,c000m0449_636400275radlf0000_0461m,16:36:16,16,36,16
450,c000m0450_636473063radlf0000_1200m,12:17:04,12,17,4
450,c000m0450_636473113radlf0000_1400m,12:17:53,12,17,53
450,c000m0450_636473162radlf0000_1300m,12:18:41,12,18,41
451,c000m0451_636576383radlf0000_1200m,16:13:10,16,13,10
451,c000m0451_636576433radlf0000_1400m,16:13:59,16,13,59
451,c000m0451_636576482radlf0000_1300m,16:14:46,16,14,46
451,c000m0451_636577825radlf0000_0461m,16:36:33,16,36,33
452,c000m0452_636650596radlf0000_1200m,12:17:05,12,17,5
452,c000m0452_636650645radlf0000_1400m,12:17:52,12,17,52
452,c000m0452_636650695radlf0000_1300m,12:18:41,12,18,41
453,C000M0453_636755376EDR_F0000_0461M2,12:17:04,12,17,4
454,C000M0454_636828128EDR_F0000_0461M2,16:01:48,16,1,48
,C000M0454_636841982EDR_F0000_0801M2,16:05:13,16,5,13
,C000M0454_636842192EDR_F0000_0465M2,16:36:59,16,36,59
,C000M0454_636844151EDR_F0000_0830M2,16:36:59,16,36,59
455,C000M0455_636902742EDR_F0000_0200M2,8:27:28,8,27,28
,C000M0455_636916919EDR_F0000_0830M2,12:17:27,12,17,27
,C000M0455_636932926EDR_F0000_0461M2,16:37:07,16,37,7
456,C000M0456_637006457EDR_F0000_1200M2,12:29:58,12,29,58
,C000M0456_637006506EDR_F0000_1400M2,12:30:46,12,30,46
,C000M0456_637006556EDR_F0000_1300M2,12:31:34,12,31,34
457,C000M0457_637109033EDR_F0000_1200M2,16:13:59,16,13,59
,C000M0457_637109083EDR_F0000_1400M2,16:14:48,16,14,48
,C000M0457_637109132EDR_F0000_1300M2,16:15:35,16,15,35
,C000M0457_637110476EDR_F0000_0461M2,16:37:23,16,37,23
458,C000M0458_637183368EDR_F0000_1200M2,12:19:52,12,19,52
,C000M0458_637183417EDR_F0000_1400M2,12:20:39,12,20,39
,C000M0458_637183467EDR_F0000_1300M2,12:21:28,12,21,28
,C000M0458_637197509EDR_F0000_0830M2,16:09:16,16,9,16
459,C000M0459_637257842EDR_F0000_0200M2,8:28:00,8,28,0
,C000M0459_637271987EDR_F0000_0830M2,12:17:28,12,17,28
,C000M0459_637288026EDR_F0000_0461M2,16:37:39,16,37,39
460,C000M0460_637360729EDR_F0000_1200M2,12:17:03,12,17,3
,C000M0460_637360779EDR_F0000_1400M2,12:17:52,12,17,52
,C000M0460_637360828EDR_F0000_1300M2,12:18:40,12,18,40
461,C000M0461_637449554EDR_F0000_0461M2,12:17:59,12,17,59
462,C000M0462_637524167EDR_F0000_0200M2,8:28:22,8,28,22
,C000M0462_637538264EDR_F0000_0830M2,12:17:03,12,17,3
,C000M0462_637554352EDR_F0000_0461M2,16:38:02,16,38,2
463,C000M0463_637627033EDR_F0000_1200M2,12:17:05,12,17,5
,C000M0463_637627082EDR_F0000_1400M2,12:17:53,12,17,53
,C000M0463_637627132EDR_F0000_1300M2,12:18:41,12,18,41
464,C000M0464_637730459EDR_F0000_1200M2,16:14:52,16,14,52
,C000M0464_637730508EDR_F0000_1400M2,16:15:40,16,15,40
,C000M0464_637730558EDR_F0000_1300M2,16:16:29,16,16,29
,C000M0464_637731902EDR_F0000_0461M2,16:38:17,16,38,17
465,c000m0465_637804568radlf0000_1200m,12:17:04,12,17,4
465,c000m0465_637804618radlf0000_1400m,12:17:53,12,17,53
465,c000m0465_637804667radlf0000_1300m,12:18:41,12,18,41
466,c000m0466_637879268radlf0000_0200m,8:28:52,8,28,52
466,c000m0466_637893336radlf0000_0830m,12:17:05,12,17,5
466,c000m0466_637909452radlf0000_0461m,16:38:31,16,38,31
467,c000m0467_637982104radlf0000_1200m,12:17:05,12,17,5
467,c000m0467_637982153radlf0000_1400m,12:17:52,12,17,52
467,c000m0467_637982202radlf0000_1300m,12:18:40,12,18,40
468,c000m0468_638070871radlf0000_0461m,12:17:03,12,17,3
468,c000m0468_638085113radlf0000_0467m,16:08:05,16,8,5
468,c000m0468_638085313radlf0000_0469m,16:11:20,16,11,20
468,c000m0468_638085552radlf0000_0465m,16:15:13,16,15,13
468,c000m0468_638085750radlf0000_0928m,16:18:25,16,18,25
468,c000m0468_638085954radlf0000_0800m,16:21:04,16,21,4
468,c000m0468_638087002radlf0000_0830m,16:38:44,16,38,44
469,c000m0469_638145593radlf0000_0200m,8:29:12,8,29,12
469,c000m0469_638159640radlf0000_0830m,12:17:04,12,17,4
469,c000m0469_638175777radlf0000_0461m,16:38:50,16,38,50
470,c000m0470_638248408radlf0000_1200m,12:17:03,12,17,3
470,c000m0470_638248458radlf0000_1400m,12:17:52,12,17,52
470,c000m0470_638248507radlf0000_1300m,12:18:40,12,18,40
471,c000m0471_638351885radlf0000_1200m,16:15:39,16,15,39
471,c000m0471_638351934radlf0000_1400m,16:16:27,16,16,27
471,c000m0471_638351984radlf0000_1300m,16:17:16,16,17,16
471,c000m0471_638353327radlf0000_0461m,16:39:03,16,39,3
472,c000m0472_638425946radlf0000_1200m,12:17:04,12,17,4
472,c000m0472_638425996radlf0000_1400m,12:17:53,12,17,53
