Sol,ICCImage,ImageLocalTrueSolarTime,Hour,Min,Seconds
1,c000m0001_596620131radlf0000_0589m,12:58:09,12,58,9
4,c000m0004_596885510radlf0000_0462m,12:41:25,12,41,25
4,c000m0004_596886276radlf0000_0463m,12:53:51,12,53,51
4,c000m0004_596888328radlf0000_0461m,13:27:07,13,27,7
5,c000m0005_596975725radlf0000_0461m,13:04:20,13,4,20
8,c000m0008_597253419radlf0000_0461m,16:07:24,16,7,24
10,c000m0010_597420115radlf0000_0461m,13:10:35,13,10,35
12,c000m0012_597614421radlf0000_0461m,17:41:32,17,41,32
14,c000m0014_597774697radlf0000_0130m,13:00:40,13,0,40
14,c000m0014_597784061radlf0000_0500m,15:32:31,15,32,31
16,c000m0016_597952811radlf0000_0500m,13:09:06,13,9,6
16,c000m0016_597964044radlf0000_0461m,16:11:16,16,11,16
18,c000m0018_598132181radlf0000_0130m,13:37:57,13,37,57
18,c000m0018_598144559radlf0000_0461m,16:58:41,16,58,41
20,c000m0020_598307586radlf0000_0461m,13:02:32,13,2,32
20,c000m0020_598323338radlf0000_0902m,17:17:59,17,17,59
20,c000m0020_598325996radlf0000_0904m,18:01:05,18,1,5
22,c000m0022_598502660radlf0000_0564m,17:46:08,17,46,8
22,c000m0022_598503233radlf0000_0200m,17:55:25,17,55,25
22,c000m0022_598503291radlf0000_0201m,17:56:22,17,56,22
22,c000m0022_598503359radlf0000_0202m,17:57:28,17,57,28
22,c000m0022_598503429radlf0000_0203m,17:58:36,17,58,36
22,c000m0022_598503879radlf0000_0565m,18:05:54,18,5,54
22,c000m0022_598504116radlf0000_0568m,18:09:44,18,9,44
23,c000m0023_598565301radlf0000_0461m,10:42:01,10,42,1
23,c000m0023_598576773radlf0000_1200m,13:48:04,13,48,4
23,c000m0023_598576822radlf0000_1400m,13:48:51,13,48,51
23,c000m0023_598576870radlf0000_1300m,13:49:38,13,49,38
23,c000m0023_598578217radlf0000_0800m,14:11:29,14,11,29
24,c000m0024_598662821radlf0000_0558m,13:03:34,13,3,34
24,c000m0024_598663096radlf0000_0559m,13:08:01,13,8,1
24,c000m0024_598663736radlf0000_0461m,13:18:24,13,18,24
25,c000m0025_598745776radlf0000_0200m,11:28:54,11,28,54
25,c000m0025_598745826radlf0000_0201m,11:29:43,11,29,43
25,c000m0025_598745867radlf0000_0202m,11:30:23,11,30,23
25,c000m0025_598745917radlf0000_0203m,11:31:11,11,31,11
25,c000m0025_598746575radlf0000_0563m,11:41:52,11,41,52
25,c000m0025_598751283radlf0000_0461m,12:58:13,12,58,13
25,c000m0025_598755370radlf0000_1200m,14:04:30,14,4,30
25,c000m0025_598755419radlf0000_1400m,14:05:18,14,5,18
25,c000m0025_598755469radlf0000_1300m,14:06:06,14,6,6
25,c000m0025_598761240radlf0000_0461m,15:39:42,15,39,42
25,c000m0025_598767322radlf0000_0461m,17:18:20,17,18,20
26,c000m0026_598831671radlf0000_0588m,10:41:56,10,41,56
26,c000m0026_598832962radlf0000_0461m,11:02:53,11,2,53
26,c000m0026_598850849radlf0000_0500m,15:52:58,15,52,58
30,c000m0030_599199769radlf0000_1200m,14:11:48,14,11,48
30,c000m0030_599199818radlf0000_1400m,14:12:35,14,12,35
30,c000m0030_599199868radlf0000_1300m,14:13:24,14,13,24
30,c000m0030_599213027radlf0000_0461m,17:46:49,17,46,49
32,c000m0032_599384990radlf0000_0461m,16:15:47,16,15,47
35,c000m0035_599647371radlf0000_0461m,15:11:16,15,11,16
35,c000r0035_599646207rad_f0000_0121m,14:52:23,14,52,23
35,c001l0035_599646424rad_f0000_0121m,14:55:54,14,55,54
37,c000m0037_599812105radlf0000_0134m,11:43:04,11,43,4
37,c000m0037_599813015radlf0000_0134m,11:57:50,11,57,50
37,c000m0037_599814563radlf0000_0589m,12:22:56,12,22,56
37,c000m0037_599815263radlf0000_0461m,12:34:17,12,34,17
38,c000m0038_599896075radlf0000_0134m,10:24:59,10,24,59
38,c000m0038_599898475radlf0000_0461m,11:03:54,11,3,54
38,c000m0038_599906768radlf0000_1200m,13:18:25,13,18,25
38,c000m0038_599906810radlf0000_1400m,13:19:06,13,19,6
38,c000m0038_599906851radlf0000_1300m,13:19:45,13,19,45
38,c000m0038_599916489radlf0000_0500m,15:56:05,15,56,5
39,c000m0039_599996791radlf0000_1200m,13:38:30,13,38,30
39,c000m0039_599996841radlf0000_1400m,13:39:19,13,39,19
39,c000m0039_599996890radlf0000_1300m,13:40:07,13,40,7
39,c000m0039_599997820radlf0000_0461m,13:55:12,13,55,12
40,c000m0040_600079790radlf0000_0134m,12:04:41,12,4,41
40,c000m0040_600080513radlf0000_0134m,12:16:25,12,16,25
40,c000m0040_600088574radlf0000_0461m,14:27:10,14,27,10
41,c000m0041_600165002radlf0000_0461m,11:06:46,11,6,46
42,c000m0042_600274140radlf0000_0461m,16:36:56,16,36,56
44,c000m0044_600454047radlf0000_0461m,17:14:57,17,14,57
46,c000m0046_600631764radlf0000_0461m,17:17:29,17,17,29
48,c000m0048_600805559radlf0000_0500m,16:16:25,16,16,25
48,c000m0048_600806278radlf0000_0800m,16:28:05,16,28,5
48,c000m0048_600806508radlf0000_0801m,16:31:49,16,31,49
48,c000m0048_600806739radlf0000_0802m,16:35:34,16,35,34
48,c000m0048_600806951radlf0000_0803m,16:39:00,16,39,0
48,c000m0048_600807156radlf0000_0804m,16:42:20,16,42,20
48,c000m0048_600807367radlf0000_0805m,16:45:45,16,45,45
48,c000m0048_600807580radlf0000_0806m,16:49:12,16,49,12
48,c000m0048_600808920radlf0000_0461m,17:10:56,17,10,56
50,c000m0050_600984251radlf0000_0461m,16:34:50,16,34,50
52,c000m0052_601130311radlf0000_0500m,8:03:58,8,3,58
52,c000m0052_601138974radlf0000_0436m,10:24:29,10,24,29
52,c000m0052_601139196radlf0000_0437m,10:28:05,10,28,5
52,c000m0052_601139411radlf0000_0808m,10:31:34,10,31,34
52,c000m0052_601156557radlf0000_0200m,15:09:41,15,9,41
52,c000m0052_601159330radlf0000_0200m,15:54:40,15,54,40
52,c000m0052_601161153radlf0000_0445m,16:24:14,16,24,14
52,c000m0052_601161540radlf0000_0807m,16:30:31,16,30,31
52,c000m0052_601164983radlf0000_0461m,17:26:22,17,26,22
56,c000m0056_601510757radlf0000_0436m,14:55:01,14,55,1
56,c000m0056_601510972radlf0000_0437m,14:58:30,14,58,30
56,c000m0056_601511183radlf0000_0438m,15:01:55,15,1,55
56,c000m0056_601511398radlf0000_0439m,15:05:24,15,5,24
56,c000m0056_601511621radlf0000_0440m,15:09:01,15,9,1
56,c000m0056_601511836radlf0000_0441m,15:12:31,15,12,31
56,c000m0056_601512061radlf0000_0445m,15:16:10,15,16,10
56,c000m0056_601515173radlf0000_0464m,16:06:38,16,6,38
56,c000m0056_601516832radlf0000_0461m,16:33:33,16,33,33
58,c000m0058_601663926radlf0000_0500m,8:19:32,8,19,32
58,c000m0058_601693411radlf0000_0461m,16:17:48,16,17,48
59,c000m0059_601777097radlf0000_0436m,14:55:16,14,55,16
59,c000m0059_601777314radlf0000_0437m,14:58:47,14,58,47
59,c000m0059_601777527radlf0000_0438m,15:02:15,15,2,15
59,c000m0059_601777744radlf0000_0439m,15:05:46,15,5,46
59,c000m0059_601777967radlf0000_0440m,15:09:23,15,9,23
59,c000m0059_601778178radlf0000_0441m,15:12:48,15,12,48
59,c000m0059_601778389radlf0000_0100m,15:16:14,15,16,14
59,c000m0059_601778614radlf0000_0445m,15:19:53,15,19,53
59,c000m0059_601782698radlf0000_0464m,16:26:08,16,26,8
59,c000m0059_601784354radlf0000_0461m,16:52:59,16,52,59
61,c000m0061_601954326radlf0000_0436m,14:50:07,14,50,7
61,c000m0061_601954534radlf0000_0437m,14:53:29,14,53,29
61,c000m0061_601954745radlf0000_0438m,14:56:55,14,56,55
61,c000m0061_601954942radlf0000_0439m,15:00:06,15,0,6
61,c000m0061_601955158radlf0000_0440m,15:03:37,15,3,37
61,c000m0061_601955368radlf0000_0441m,15:07:01,15,7,1
61,c000m0061_601955578radlf0000_0100m,15:10:25,15,10,25
61,c000m0061_601955803radlf0000_0445m,15:14:04,15,14,4
61,c000m0061_601959282radlf0000_0464m,16:10:30,16,10,30
61,c000m0061_601961823radlf0000_0461m,16:51:43,16,51,43
62,c000m0062_602026512radlf0000_0461m,10:21:03,10,21,3
62,c000m0062_602029502radlf0000_0461m,11:09:33,11,9,33
62,c000m0062_602032732radlf0000_0461m,12:01:57,12,1,57
62,c000m0062_602036900radlf0000_0461m,13:09:34,13,9,34
62,c000m0062_602039545radlf0000_0461m,13:52:28,13,52,28
62,c000m0062_602043456radlf0000_0461m,14:55:54,14,55,54
62,c000m0062_602052537radlf0000_0461m,17:23:13,17,23,13
63,c000m0063_602107543radlf0000_0500m,8:15:29,8,15,29
63,c000m0063_602126963radlf0000_0461m,13:30:30,13,30,30
63,c000m0063_602137083radlf0000_0461m,16:14:39,16,14,39
63,c000r0063_602124400rad_f0000_0121m,12:48:55,12,48,55
63,c001l0063_602124602rad_f0000_0121m,12:52:12,12,52,12
65,c000m0065_602302474radlf0000_0461m,12:57:31,12,57,31
66,c000m0066_602378736radlf0000_2709m,9:34:36,9,34,36
66,c000m0066_602378782radlf0000_2710m,9:35:21,9,35,21
66,c000m0066_602378828radlf0000_2711m,9:36:06,9,36,6
66,c000m0066_602378875radlf0000_2712m,9:36:52,9,36,52
66,c000m0066_602378921radlf0000_2713m,9:37:36,9,37,36
66,c000m0066_602378954radlf0000_2714m,9:38:08,9,38,8
66,c000m0066_602379702radlf0000_0578m,9:50:16,9,50,16
66,c000m0066_602379922radlf0000_0579m,9:53:51,9,53,51
66,c000m0066_602381258radlf0000_0461m,10:15:31,10,15,31
67,c000m0067_602467942radlf0000_0200m,9:41:40,9,41,40
67,c000m0067_602473775radlf0000_0560m,11:16:17,11,16,17
67,c000m0067_602474078radlf0000_0810m,11:21:12,11,21,12
67,c000m0067_602474316radlf0000_0811m,11:25:04,11,25,4
67,c000m0067_602474543radlf0000_0561m,11:28:45,11,28,45
67,c000m0067_602475102radlf0000_0461m,11:37:49,11,37,49
67,c000m0067_602490433radlf0000_0200m,15:46:30,15,46,30
68,c000m0068_602556717radlf0000_0200m,9:41:44,9,41,44
68,c000m0068_602561965radlf0000_0200m,11:06:52,11,6,52
68,c000m0068_602566280radlf0000_0200m,12:16:52,12,16,52
68,c000m0068_602569980radlf0000_0200m,13:16:53,13,16,53
68,c000m0068_602573860radlf0000_0200m,14:19:50,14,19,50
68,c000m0068_602577393radlf0000_0200m,15:17:08,15,17,8
69,c000m0069_602659547radlf0000_0200m,13:29:49,13,29,49
69,c000m0069_602665732radlf0000_0200m,15:10:09,15,10,9
70,c000m0070_602739903radlf0000_2695m,11:13:20,11,13,20
70,c000m0070_602740016radlf0000_2696m,11:15:10,11,15,10
70,c000m0070_602740065radlf0000_2697m,11:15:58,11,15,58
70,c000m0070_602740113radlf0000_2698m,11:16:44,11,16,44
70,c000m0070_602740162radlf0000_2699m,11:17:32,11,17,32
70,c000m0070_602740210radlf0000_2700m,11:18:19,11,18,19
70,c000m0070_602740259radlf0000_2701m,11:19:06,11,19,6
70,c000m0070_602740306radlf0000_2702m,11:19:52,11,19,52
70,c000m0070_602740353radlf0000_2703m,11:20:38,11,20,38
70,c000m0070_602740401radlf0000_2704m,11:21:25,11,21,25
70,c000m0070_602740448radlf0000_2705m,11:22:10,11,22,10
70,c000m0070_602740496radlf0000_2706m,11:22:57,11,22,57
70,c000m0070_602740543radlf0000_2707m,11:23:43,11,23,43
70,c000m0070_602740591radlf0000_2708m,11:24:30,11,24,30
70,c000m0070_602740638radlf0000_2709m,11:25:15,11,25,15
70,c000m0070_602740686radlf0000_2710m,11:26:02,11,26,2
70,c000m0070_602740733radlf0000_2711m,11:26:48,11,26,48
70,c000m0070_602740781radlf0000_2712m,11:27:34,11,27,34
70,c000m0070_602740828radlf0000_2713m,11:28:20,11,28,20
70,c000m0070_602740860radlf0000_2714m,11:28:51,11,28,51
70,c000m0070_602741264radlf0000_0577m,11:35:25,11,35,25
70,c000m0070_602751822radlf0000_0461m,14:26:41,14,26,41
70,c000m0070_602758914radlf0000_0200m,16:21:43,16,21,43
71,c000m0071_602817744radlf0000_0500m,8:16:03,8,16,3
71,c000m0071_602848383radlf0000_0461m,16:33:05,16,33,5
72,c000m0072_602906519radlf0000_0500m,8:16:09,8,16,9
73,c000m0073_602995294radlf0000_0500m,8:16:16,8,16,16
73,c000m0073_603012353radlf0000_1200m,12:53:00,12,53,0
73,c000m0073_603012403radlf0000_1400m,12:53:48,12,53,48
73,c000m0073_603012452radlf0000_1300m,12:54:36,12,54,36
73,c000m0073_603017587radlf0000_0461m,14:17:54,14,17,54
73,c000r0073_603013995rad_f0000_0121m,13:19:38,13,19,38
73,c001l0073_603014221rad_f0000_0121m,13:23:18,13,23,18
74,c000m0074_603083158radlf0000_0500m,8:01:36,8,1,36
74,c000m0074_603105230radlf0000_0461m,13:59:39,13,59,39
76,c000m0076_603266667radlf0000_0117m,9:38:30,9,38,30
76,c000m0076_603267300radlf0000_2695m,9:48:46,9,48,46
76,c000m0076_603267414radlf0000_2696m,9:50:37,9,50,37
76,c000m0076_603267454radlf0000_2697m,9:51:16,9,51,16
76,c000m0076_603267497radlf0000_2698m,9:51:58,9,51,58
76,c000m0076_603267539radlf0000_2699m,9:52:39,9,52,39
76,c000m0076_603267581radlf0000_2700m,9:53:20,9,53,20
76,c000m0076_603267624radlf0000_2701m,9:54:02,9,54,2
76,c000m0076_603267666radlf0000_2702m,9:54:43,9,54,43
76,c000m0076_603267709radlf0000_2703m,9:55:24,9,55,24
76,c000m0076_603267751radlf0000_2704m,9:56:05,9,56,5
76,c000m0076_603267794radlf0000_2705m,9:56:47,9,56,47
76,c000m0076_603267836radlf0000_2706m,9:57:28,9,57,28
76,c000m0076_603267878radlf0000_2707m,9:58:09,9,58,9
76,c000m0076_603267921radlf0000_2708m,9:58:51,9,58,51
76,c000m0076_603267963radlf0000_2709m,9:59:32,9,59,32
76,c000m0076_603268007radlf0000_2710m,10:00:15,10,0,15
76,c000m0076_603268039radlf0000_2711m,10:00:46,10,0,46
76,c000m0076_603268071radlf0000_2712m,10:01:17,10,1,17
76,c000m0076_603268104radlf0000_2713m,10:01:49,10,1,49
76,c000m0076_603268136radlf0000_2714m,10:02:20,10,2,20
76,c000m0076_603268638radlf0000_0587m,10:10:29,10,10,29
76,c000m0076_603268842radlf0000_0586m,10:13:04,10,13,4
76,c000m0076_603270469radlf0000_0461m,10:40:11,10,40,11
76,c000m0076_603287158radlf0000_0200m,15:10:55,15,10,55
77,c000m0077_603357438radlf0000_0200m,10:11:01,10,11,1
77,c000m0077_603366867radlf0000_1200m,12:43:58,12,43,58
77,c000m0077_603366917radlf0000_1400m,12:44:47,12,44,47
77,c000m0077_603366966radlf0000_1300m,12:45:35,12,45,35
77,c000m0077_603374386radlf0000_0200m,14:45:57,14,45,57
77,c000m0077_603381482radlf0000_0200m,16:41:04,16,41,4
79,c000m0079_603553570radlf0000_0560m,15:12:44,15,12,44
79,c000m0079_603553843radlf0000_0810m,15:17:10,15,17,10
79,c000m0079_603554052radlf0000_0811m,15:20:33,15,20,33
79,c000m0079_603554265radlf0000_0561m,15:24:01,15,24,1
79,c000m0079_603554788radlf0000_0461m,15:32:30,15,32,30
81,c000m0081_603731127radlf0000_0815m,15:13:09,15,13,9
81,c000m0081_603731391radlf0000_0560m,15:17:26,15,17,26
81,c000m0081_603731602radlf0000_0810m,15:20:52,15,20,52
81,c000m0081_603731811radlf0000_0811m,15:24:15,15,24,15
81,c000m0081_603732022radlf0000_0561m,15:27:40,15,27,40
81,c000m0081_603732233radlf0000_0814m,15:31:06,15,31,6
81,c000m0081_603733014radlf0000_0461m,15:43:46,15,43,46
83,C000M0083_603882136EJP_F0000_0500M2.JPG,8:51:39,8,51,39
83,C000M0083_603908814EJP_F0000_2695M2.JPG,15:15:42,15,15,42
83,C000M0083_603908906EJP_F0000_2696M2.JPG,15:17:12,15,17,12
83,C000M0083_603908955EJP_F0000_2697M2.JPG,15:17:59,15,17,59
83,C000M0083_603908998EJP_F0000_2698M2.JPG,15:18:41,15,18,41
83,C000M0083_603909042EJP_F0000_2699M2.JPG,15:19:24,15,19,24
83,C000M0083_603909085EJP_F0000_2700M2.JPG,15:20:06,15,20,6
83,C000M0083_603909129EJP_F0000_2701M2.JPG,15:20:49,15,20,49
83,C000M0083_603909172EJP_F0000_2702M2.JPG,15:22:11,15,22,11
83,C000M0083_603909172EJP_F0000_2702M2.JPG,15:21:31,15,21,31
83,C000M0083_603909214EJP_F0000_2703M2.JPG,15:22:11,15,22,11
83,C000M0083_603909257EJP_F0000_2704M2.JPG,15:22:53,15,22,53
83,C000M0083_603909299EJP_F0000_2705M2.JPG,15:23:34,15,23,34
83,C000M0083_603909343EJP_F0000_2706M2.JPG,15:24:17,15,24,17
83,C000M0083_603909385EJP_F0000_2707M2.JPG,15:24:58,15,24,58
83,C000M0083_603909428EJP_F0000_2708M2.JPG,15:25:40,15,25,40
83,C000M0083_603909471EJP_F0000_2709M2.JPG,15:26:22,15,26,22
83,C000M0083_603909514EJP_F0000_2710M2.JPG,15:27:03,15,27,3
83,C000M0083_603909557EJP_F0000_2711M2.JPG,15:27:45,15,27,45
83,C000M0083_603909599EJP_F0000_2712M2.JPG,15:28:26,15,28,26
83,C000M0083_603909642EJP_F0000_2713M2.JPG,15:29:08,15,29,8
83,C000M0083_603909674EJP_F0000_2714M2.JPG,15:29:39,15,29,39
83,C000M0083_603910479EJP_F0000_0577M2.JPG,15:42:43,15,42,43
83,C000M0083_603911824EJP_F0000_0461M2.JPG,16:04:32,16,4,32
85,C000M0085_604059686EJP_F0000_0500M2.JPG,8:03:15,8,3,15
85,C000M0085_604078736EJP_F0000_1200M2.JPG,13:12:18,13,12,18
85,C000M0085_604078786EJP_F0000_1400M2.JPG,13:13:07,13,13,7
85,C000M0085_604078835EJP_F0000_1300M2.JPG,13:13:54,13,13,54
85,C000M0085_604089851EJP_F0000_0461M2.JPG,16:12:37,16,12,37
87,C000M0087_604248485EJP_F0000_0915M2.JPG,11:06:07,11,6,7
87,C000M0087_604248704EJP_F0000_0917M2.JPG,11:09:40,11,9,40
87,C000M0087_604261238EJP_F0000_0200M2.JPG,14:33:00,14,33,0
87,C000M0087_604268639EJP_F0000_0461M2.JPG,16:33:04,16,33,4
89,C000M0089_604433837EJP_F0000_1400M2.JPG,13:13:04,13,13,4
89,C000M0089_604433886EJP_F0000_1500M2.JPG,13:13:52,13,13,52
89,C000M0089_604433936EJP_F0000_1600M2.JPG,13:14:41,13,14,41
89,C000M0089_604433975EJP_F0000_1700M2.JPG,13:15:19,13,15,19
89,C000M0089_604434024EJP_F0000_1800M2.JPG,13:16:06,13,16,6
89,C000M0089_604434074EJP_F0000_1900M2.JPG,16:00:29,16,0,29
89,C000M0089_604444157EJP_F0000_0461M2.JPG,16:00:29,16,0,29
92,C000M0092_604710719EJP_F0000_0915M2.JPG,16:04:57,16,4,57
92,C000M0092_604710914EJP_F0000_0917M2.JPG,16:08:07,16,8,7
92,C000M0092_604712915EJP_F0000_0461M2.JPG,16:40:35,16,40,35
94,C000M0094_604858623EJP_F0000_0500M3.JPG,8:04:26,8,4,26
94,C000M0094_604890033EJP_F0000_0461M3.JPG,16:34:00,16,34,0
95,C000M0095_604960156EJP_F0000_1400M2.JPG,11:31:38,11,31,38
95,C000M0095_604960206EJP_F0000_1500M2.JPG,11:32:27,11,32,27
95,C000M0095_604960255EJP_F0000_1600M2.JPG,11:33:14,11,33,14
95,C000M0095_604960295EJP_F0000_1700M2.JPG,11:33:53,11,33,53
95,C000M0095_604960344EJP_F0000_1800M2.JPG,11:34:41,11,34,41
95,C000M0095_604960394EJP_F0000_1900M2.JPG,11:35:30,11,35,30
95,C000M0095_604970119EJP_F0000_0461M2.JPG,14:13:16,14,13,16
96,C000M0096_605054367EJP_F0000_2695M2.JPG,13:00:03,13,0,3
96,C000M0096_605054414EJP_F0000_2696M2.JPG,13:00:49,13,0,49
96,C000M0096_605054460EJP_F0000_2697M2.JPG,13:01:34,13,1,34
96,C000M0096_605054507EJP_F0000_2698M2.JPG,13:02:19,13,2,19
96,C000M0096_605054553EJP_F0000_2699M2.JPG,13:03:04,13,3,4
96,C000M0096_605054600EJP_F0000_2700M2.JPG,13:03:50,13,3,50
96,C000M0096_605054646EJP_F0000_2701M2.JPG,13:04:35,13,4,35
96,C000M0096_605054693EJP_F0000_2702M2.JPG,13:05:20,13,5,20
96,C000M0096_605054739EJP_F0000_2703M2.JPG,13:06:05,13,6,5
96,C000M0096_605054786EJP_F0000_2704M2.JPG,13:06:51,13,6,51
96,C000M0096_605054832EJP_F0000_2705M2.JPG,13:07:36,13,7,36
96,C000M0096_605054878EJP_F0000_2706M2.JPG,13:08:20,13,8,20
96,C000M0096_605054925EJP_F0000_2707M2.JPG,13:09:06,13,9,6
96,C000M0096_605054971EJP_F0000_2708M2.JPG,13:09:51,13,9,51
96,C000M0096_605055018EJP_F0000_2709M2.JPG,13:10:37,13,10,37
96,C000M0096_605055064EJP_F0000_2710M2.JPG,13:11:22,13,11,22
96,C000M0096_605055111EJP_F0000_2711M2.JPG,13:12:07,13,12,7
96,C000M0096_605055157EJP_F0000_2712M2.JPG,13:12:52,13,12,52
96,C000M0096_605055204EJP_F0000_2713M2.JPG,13:13:38,13,13,38
96,C000M0096_605055250EJP_F0000_2714M2.JPG,13:14:23,13,14,23
96,C000M0096_605055681EJP_F0000_0461M2.JPG,13:21:22,13,21,22
97,C000M0097_605136300EJP_F0000_2695M3.JPG,11:09:17,11,9,17
97,C000M0097_605136346EJP_F0000_2696M3.JPG,11:10:02,11,10,2
97,C000M0097_605136393EJP_F0000_2697M3.JPG,11:10:48,11,10,48
97,C000M0097_605136439EJP_F0000_2698M3.JPG,11:11:32,11,11,32
97,C000M0097_605136486EJP_F0000_2699M3.JPG,11:12:18,11,12,18
97,C000M0097_605136532EJP_F0000_2700M3.JPG,11:13:03,11,13,3
97,C000M0097_605136578EJP_F0000_2701M3.JPG,11:13:48,11,13,48
97,C000M0097_605136625EJP_F0000_2702M3.JPG,11:14:33,11,14,33
97,C000M0097_605136671EJP_F0000_2703M3.JPG,11:15:18,11,15,18
97,C000M0097_605136718EJP_F0000_2704M3.JPG,11:16:04,11,16,4
97,C000M0097_605136764EJP_F0000_2705M3.JPG,11:16:49,11,16,49
97,C000M0097_605136811EJP_F0000_2706M3.JPG,11:17:34,11,17,34
97,C000M0097_605136857EJP_F0000_2707M3.JPG,11:18:19,11,18,19
97,C000M0097_605136904EJP_F0000_2708M3.JPG,11:19:05,11,19,5
97,C000M0097_605136950EJP_F0000_2709M3.JPG,11:19:50,11,19,50
97,C000M0097_605136997EJP_F0000_2710M3.JPG,11:20:35,11,20,35
97,C000M0097_605137043EJP_F0000_2711M3.JPG,11:21:20,11,21,20
97,C000M0097_605137089EJP_F0000_2712M3.JPG,11:22:05,11,22,5
97,C000M0097_605137136EJP_F0000_2713M3.JPG,11:22:51,11,22,51
97,C000M0097_605137182EJP_F0000_2714M3.JPG,11:23:36,11,23,36
97,C000M0097_605155537EJP_F0000_0461M4.JPG,16:21:22,16,21,22
98,C000M0098_605246235EJP_F0000_0200M2.JPG,16:52:48,16,52,48
98,C000M0098_605248319EJP_F0000_0200M2.JPG,17:26:37,17,26,37
98,C000M0098_605248738EJP_F0000_0200M2.JPG,17:40:35,17,40,35
98,C000M0098_605249180EJP_F0000_0200M2.JPG,17:40:35,17,40,35
98,C000M0098_605249595EJP_F0000_0200M2.JPG,17:47:19,17,47,19
98,C000M0098_605250058EJP_F0000_0200M2.JPG,17:54:50,17,54,50
98,C000M0098_605250518EJP_F0000_0200M2.JPG,18:02:18,18,2,18
98,C000M0098_605250981EJP_F0000_0200M3.JPG,18:09:48,18,9,48
99,C000M0099_605296173EJP_F0000_2695M2.JPG,6:22:59,6,22,59
99,C000M0099_605296287EJP_F0000_2696M2.JPG,6:24:50,6,24,50
99,C000M0099_605296391EJP_F0000_2697M2.JPG,6:26:31,6,26,31
99,C000M0099_605296495EJP_F0000_2698M2.JPG,6:28:12,6,28,12
99,C000M0099_605296591EJP_F0000_2699M2.JPG,15:49:42,15,49,42
99,C000M0099_605330919EJP_F0000_2695M2.JPG,15:46:41,15,46,41
99,C000M0099_605330965EJP_F0000_2696M2.JPG,15:47:26,15,47,26
99,C000M0099_605331012EJP_F0000_2697M2.JPG,15:48:11,15,48,11
99,C000M0099_605331058EJP_F0000_2698M2.JPG,15:48:56,15,48,56
99,C000M0099_605331105EJP_F0000_2699M2.JPG,15:49:42,15,49,42
99,C000M0099_605331151EJP_F0000_2700M2.JPG,15:50:27,15,50,27
99,C000M0099_605331151EJP_F0000_2700M2.JPG,15:50:27,15,50,27
99,C000M0099_605331198EJP_F0000_2701M2.JPG,15:51:12,15,51,12
99,C000M0099_605331198EJP_F0000_2701M2.JPG,15:51:12,15,51,12
99,C000M0099_605331244EJP_F0000_2702M2.JPG,15:51:57,15,51,57
99,C000M0099_605331244EJP_F0000_2702M2.JPG,15:51:57,15,51,57
99,C000M0099_605331290EJP_F0000_2703M2.JPG,15:52:42,15,52,42
99,C000M0099_605331290EJP_F0000_2703M2.JPG,15:52:42,15,52,42
99,C000M0099_605331337EJP_F0000_2704M2.JPG,15:53:28,15,53,28
99,C000M0099_605331337EJP_F0000_2704M2.JPG,15:53:28,15,53,28
99,C000M0099_605331383EJP_F0000_2705M2.JPG,15:54:12,15,54,12
99,C000M0099_605331430EJP_F0000_2706M2.JPG,15:54:58,15,54,58
99,C000M0099_605331476EJP_F0000_2707M2.JPG,15:55:43,15,55,43
99,C000M0099_605331523EJP_F0000_2708M2.JPG,15:56:29,15,56,29
99,C000M0099_605331569EJP_F0000_2709M2.JPG,15:57:13,15,57,13
99,C000M0099_605331616EJP_F0000_2710M2.JPG,15:57:59,15,57,59
99,C000M0099_605331662EJP_F0000_2711M2.JPG,15:58:44,15,58,44
99,C000M0099_605331709EJP_F0000_2712M2.JPG,15:59:30,15,59,30
99,C000M0099_605331755EJP_F0000_2713M2.JPG,16:00:15,16,0,15
99,C000M0099_605331801EJP_F0000_2714M2.JPG,16:00:59,16,0,59
99,C000M0099_605332224EJP_F0000_0461M2.JPG,16:07:51,16,7,51
100,c000m0100_605416152radlf0000_0460m,14:49:28,14,49,28
100,c000m0100_605416792radlf0000_0461m,14:59:51,14,59,51
100,c000m0100_605417432radlf0000_0462m,15:10:14,15,10,14
100,c000m0100_605418072radlf0000_0463m,15:20:37,15,20,37
100,c000m0100_605423171radlf0000_0461m,16:43:20,16,43,20
103,c000m0103_605658434radlf0000_0500m,8:20:09,8,20,9
103,c000m0103_605690562radlf0000_0461m,17:01:23,17,1,23
103,c000m0103_605691488radlf0000_0200m,17:16:25,17,16,25
103,c000m0103_605691919radlf0000_0200m,17:23:24,17,23,24
103,c000m0103_605692351radlf0000_0200m,17:30:25,17,30,25
103,c000m0103_605692778radlf0000_0200m,17:37:20,17,37,20
103,c000m0103_605693197radlf0000_0200m,17:44:08,17,44,8
103,c000m0103_605693658radlf0000_0200m,17:51:37,17,51,37
103,c000m0103_605694121radlf0000_0200m,17:59:08,17,59,8
103,c000m0103_605694583radlf0000_0200m,18:06:37,18,6,37
106,c000m0106_605951994radlf0000_0461m,15:42:48,15,42,48
107,c000m0107_606037084radlf0000_0460m,14:43:17,14,43,17
107,c000m0107_606037724radlf0000_0461m,14:53:40,14,53,40
107,c000m0107_606038364radlf0000_0462m,15:04:03,15,4,3
107,c000m0107_606039004radlf0000_0463m,15:14:26,15,14,26
107,c000m0107_606044128radlf0000_0461m,16:37:34,16,37,34
