# vortex_number, sol, t0, t0_unc, DeltaP, DeltaP_unc, Gamma, Gamma_unc, intercept, intercept_unc, slope, slope_inc, convolution
0, 108, 10.8841, 4.24632e-05, 1.11196, 0.027208, 12.4942, 0.446986, 719.324, 0.00263375, -3.81585, 0.0511418, 5.7563
0, 112, 13.932, 2.24472e-05, 0.27951, 0.0194469, 1.64666, 0.171664, 708.206, 0.00235142, -3.43641, 0.446279, 5.2183
1, 112, 13.565, 2.6288e-05, 0.506925, 0.0163707, 5.85982, 0.27991, 710.255, 0.00187772, -4.55543, 0.10179, 5.81806
2, 112, 13.8246, 9.58291e-05, 0.436188, 0.0208707, 14.4187, 1.014, 708.828, 0.00224945, -5.41942, 0.0421442, 7.74754
0, 114, 12.4054, 1.79244e-05, 1.89768, 0.040214, 6.08754, 0.194868, 718.208, 0.00578305, -0.386749, 0.422267, 10.3511
1, 114, 14.7997, 2.74639e-05, 1.33236, 0.0368911, 7.14028, 0.293321, 705.697, 0.00438589, -3.00357, 0.207239, 14.641
0, 115, 13.5954, 7.58374e-06, 2.29079, 0.0333443, 3.7671, 0.0816855, 711.872, 0.00408512, -6.34406, 0.383964, 13.0437
1, 115, 15.1787, 2.51372e-05, 1.23884, 0.0241483, 9.28354, 0.267768, 703.374, 0.00277737, -1.79292, 0.0959339, 15.5706
0, 116, 10.5061, 3.82866e-05, 0.853524, 0.0231919, 10.1443, 0.404145, 722.059, 0.00235817, -6.65082, 0.0604769, 5.78965
1, 116, 12.0206, 2.5808e-05, 1.25464, 0.0792619, 2.85088, 0.266497, 718.09, 0.00991341, -3.35371, 1.24262, 6.27071
2, 116, 14.4052, 1.09599e-05, 2.43888, 0.0428364, 4.49248, 0.11711, 706.784, 0.0051117, 0.174696, 0.386284, 20.4369
0, 117, 13.4872, 9.68193e-05, 1.08808, 0.0300242, 25.2511, 1.05517, 712.679, 0.00443448, -3.835, 0.0802639, 5.71559
1, 117, 12.7077, 6.23341e-06, 1.24609, 0.057792, 1.66813, 0.108709, 716.411, 0.00345194, 0.837787, 0.444975, 7.11279
0, 118, 11.9191, 1.89432e-05, 0.786068, 0.0424431, 2.5654, 0.203649, 720.629, 0.00410073, -2.32379, 0.397941, 5.70855
1, 118, 13.9291, 0.000228888, 1.09596, 0.0291585, 61.6433, 2.75726, 712.977, 0.00840204, -7.95101, 0.122321, 8.18693
0, 119, 13.7543, 0.00017115, 0.440767, 0.0157314, 34.4754, 1.93349, 714.785, 0.0032882, -6.99234, 0.057612, 5.55269
0, 123, 13.6982, 4.25096e-06, 1.43843, 0.144228, 0.896096, 0.0816455, 715.293, 0.00193896, -5.62831, 0.371832, 6.33844
1, 123, 11.4196, 1.7399e-05, 1.57582, 0.0593498, 3.36418, 0.185157, 719.617, 0.00536606, -0.502371, 0.35016, 7.7367
0, 124, 12.4117, 1.36163e-05, 1.97302, 0.0597336, 3.26068, 0.146131, 719.451, 0.00670474, -2.61214, 0.638781, 10.0805
0, 125, 13.1369, 1.5418e-05, 0.602706, 0.0301275, 1.52814, 0.114401, 718.865, 0.00334236, -1.83904, 0.639622, 5.1841
1, 125, 15.8085, 0.000139114, 0.733014, 0.0164679, 44.4866, 1.59867, 707.282, 0.00358877, -1.96293, 0.0585403, 6.33502
0, 126, 15.135, 0.000102194, 0.91814, 0.0400645, 16.8594, 1.08852, 710.684, 0.00460546, -1.30608, 0.0874875, 5.18315
0, 128, 10.4968, 1.90606e-05, 1.37115, 0.0472227, 4.00276, 0.201257, 728.676, 0.00433205, -4.67578, 0.242068, 6.52148
0, 129, 14.0671, 0.000152716, 2.31437, 0.0323372, 78.0792, 1.92474, 716.155, 0.0112516, -2.65769, 0.153318, 6.70539
0, 130, 11.8962, 6.33381e-06, 1.04935, 0.068579, 1.39244, 0.117661, 725.764, 0.0035143, -0.930862, 0.661186, 5.42511
1, 130, 13.6014, 1.76288e-05, 0.72156, 0.0195165, 4.68926, 0.18862, 719.893, 0.00239331, -4.21216, 0.179895, 5.49529
2, 130, 13.9699, 6.59291e-05, 0.649343, 0.0206137, 14.9493, 0.708139, 717.957, 0.00264097, -5.22466, 0.0652647, 8.06683
3, 130, 11.3202, 3.58623e-05, 1.36637, 0.0431085, 8.18331, 0.379942, 726.674, 0.00460372, 0.307853, 0.160779, 8.94937
4, 130, 14.8234, 2.35841e-05, 1.43597, 0.0624538, 3.88253, 0.255732, 713.489, 0.00936143, -5.32054, 1.12996, 19.664
0, 131, 10.5631, 9.16645e-06, 1.82096, 0.0459963, 1.67783, 0.0638342, 729.543, 0.00611879, 0.936487, 1.166, 9.85566
0, 132, 15.5186, 0.000168253, 1.3825, 0.0172215, 96.2005, 2.22458, 709.223, 0.00734686, -4.15703, 0.0907986, 7.04224
1, 132, 13.9013, 3.09491e-05, 1.64539, 0.0221626, 16.5408, 0.330149, 716.611, 0.0025989, -4.26158, 0.0517706, 9.06789
0, 133, 11.9601, 3.46578e-05, 1.94975, 0.0948456, 5.12889, 0.369396, 724.284, 0.0109932, -8.56086, 0.695231, 8.19895
1, 133, 13.6225, 2.45388e-05, 1.57012, 0.0477909, 5.80303, 0.26313, 717.978, 0.00596401, -6.85677, 0.372654, 8.73881
0, 134, 15.5105, 6.51281e-05, 1.46437, 0.0508531, 13.5014, 0.691879, 710.043, 0.00564667, -3.66174, 0.126804, 8.95184
0, 135, 9.67712, 9.27229e-06, 1.80468, 0.482494, 0.834445, 0.191051, 739.467, 0.00492195, -16.2541, 0.947989, 8.02614
1, 135, 14.6142, 2.59491e-05, 1.40183, 0.0258023, 10.1493, 0.275477, 715.284, 0.00283711, -3.45112, 0.0834253, 12.2061
0, 137, 11.4149, 0.000221113, 0.533369, 0.0201156, 42.1324, 2.52439, 726.67, 0.00423091, -2.43208, 0.0695609, 5.21185
0, 138, 14.6796, 8.705e-05, 0.824141, 0.00963213, 53.4422, 1.02547, 714.838, 0.00243157, -3.40386, 0.0375853, 6.40239
1, 138, 13.4471, 2.70445e-05, 1.28452, 0.0279739, 8.94034, 0.286539, 721.856, 0.00299297, -4.97131, 0.0957077, 6.58136
2, 138, 14.0117, 4.28937e-05, 1.57094, 0.0252351, 19.2214, 0.459835, 718.409, 0.00314292, -4.71013, 0.0588446, 8.47479
3, 138, 11.9551, 3.35694e-05, 3.08096, 0.0312961, 23.7847, 0.364383, 726.958, 0.0044358, -3.09014, 0.0811925, 11.0437
0, 140, 14.7531, 3.00926e-05, 0.796451, 0.033455, 5.15773, 0.317111, 716.6, 0.00329469, -5.22154, 0.159711, 7.53873
0, 141, 10.1369, 7.31006e-06, 1.9332, 0.145039, 1.02993, 0.0832832, 737.63, 0.00414836, -0.345471, 0.798143, 6.17522
1, 141, 11.515, 2.25833e-05, 1.09001, 0.0473579, 3.71825, 0.239715, 729.513, 0.00578513, -1.32338, 0.544777, 6.6244
2, 141, 10.7594, 1.48343e-05, 2.13229, 0.0416041, 5.47299, 0.15747, 732.827, 0.00457536, -8.35085, 0.249988, 12.47
0, 142, 15.7176, 8.19959e-05, 0.415904, 0.00505413, 48.4501, 0.952632, 714.764, 0.00120356, -3.40361, 0.0187595, 5.16882
1, 142, 16.2128, 4.65073e-05, 0.811648, 0.0231035, 11.763, 0.488593, 713.219, 0.00216004, -2.27495, 0.0421365, 7.63306
0, 143, 11.4226, 4.1659e-05, 0.681669, 0.0660443, 3.18118, 0.446771, 731.056, 0.00459853, 0.739576, 0.204525, 5.78487
0, 145, 11.0847, 0.000690751, 0.380091, 0.0127091, 148.991, 10.445, 736.61, 0.00938355, -4.90694, 0.0824311, 5.11607
0, 146, 11.2833, 4.00326e-05, 1.08736, 0.025974, 12.0656, 0.422439, 735.147, 0.00261541, -3.20326, 0.0561926, 6.83265
0, 147, 13.8962, 6.30606e-05, 1.00042, 0.0646615, 7.02404, 0.666594, 725.796, 0.00668162, -2.18694, 0.257765, 5.41846
1, 147, 9.63219, 1.56817e-05, 1.61227, 0.0413033, 4.40103, 0.165751, 747.675, 0.00438202, -12.4366, 0.280623, 9.19073
0, 148, 9.62265, 2.4351e-05, 0.71189, 0.120177, 1.73663, 0.414574, 747.374, 0.00655196, -16.7946, 0.644559, 5.53823
1, 148, 11.0748, 1.87667e-05, 3.52301, 0.0799025, 5.95521, 0.203728, 734.615, 0.0113355, -8.95974, 0.829847, 10.2801
2, 148, 11.1124, 2.6689e-05, 3.22768, 0.0827144, 7.49693, 0.285739, 734.399, 0.010124, -2.80411, 0.476134, 10.7924
0, 149, 9.26936, 2.21219e-05, 2.55168, 3.34899, 0.5, 0.419927, 750.52, 0.00581352, -8.22663, 1.13159, 6.0594
1, 149, 14.7906, 9.5849e-06, 0.46108, 0.0169363, 1.86958, 0.102604, 721.555, 0.00190951, -0.34467, 0.357217, 6.49601
0, 150, 11.8261, 8.10708e-05, 0.754455, 0.0541978, 8.12529, 0.843434, 733.83, 0.00413209, -2.86579, 0.0821498, 5.23044
1, 150, 12.7566, 0.000103493, 0.891103, 0.0374862, 17.7103, 1.10491, 731.579, 0.00444399, -2.75752, 0.0838994, 5.58263
0, 152, 11.6866, 0.000116398, 0.764413, 0.0423656, 15.1167, 1.2559, 735.949, 0.00565244, 0.419402, 0.149599, 5.6393
1, 152, 10.516, 4.08309e-05, 1.16058, 0.0705245, 4.83971, 0.434363, 740.564, 0.00789524, -1.11819, 0.502026, 6.29835
0, 153, 10.5624, 3.85539e-05, 0.996333, 0.0481034, 5.74923, 0.402662, 741.265, 0.00401577, -6.75472, 0.131968, 6.19252
0, 154, 12.9368, 2.03897e-05, 1.18283, 0.0339665, 5.11263, 0.215909, 734.347, 0.00359093, -6.27255, 0.197233, 5.49953
0, 155, 12.394, 1.37433e-05, 2.44909, 0.105837, 2.55247, 0.166197, 735.883, 0.0115401, -2.46344, 1.45426, 11.7299
0, 156, 11.2657, 7.03801e-05, 0.901081, 0.0366956, 12.4424, 0.740749, 737.973, 0.00354064, -2.22665, 0.0688323, 5.298
1, 156, 11.725, 9.8216e-05, 0.859713, 0.025195, 24.1197, 1.06712, 736.777, 0.00360508, -1.17209, 0.0658294, 5.68454
2, 156, 14.7519, 2.74009e-05, 0.657038, 0.0644139, 1.60219, 0.229139, 727.317, 0.00547122, 6.5843, 0.712732, 6.0956
3, 156, 15.6072, 3.3702e-05, 2.24908, 0.0588254, 9.27493, 0.362683, 722.861, 0.00763306, -4.47192, 0.315697, 14.686
0, 157, 14.3362, 9.32737e-06, 0.824557, 0.0263243, 2.42886, 0.116808, 728.218, 0.00273077, -4.81621, 0.345187, 7.27217
0, 158, 12.8749, 2.74401e-05, 2.50517, 0.117974, 4.20674, 0.291118, 734.85, 0.0121628, -6.76374, 0.782009, 10.8727
0, 160, 9.68118, 6.55032e-05, 1.22121, 2.94485, 0.5, 0.792059, 751.304, 0.00724115, -11.8851, 1.37305, 5.05546
1, 160, 14.8068, 7.82967e-06, 0.553689, 0.0355072, 1.443, 0.122031, 726.588, 0.00166754, -6.48636, 0.217382, 5.94475
2, 160, 12.2208, 6.67721e-05, 1.23594, 0.0291744, 20.3614, 0.718034, 736.727, 0.00375457, 0.740355, 0.0700191, 6.05979
0, 161, 11.7636, 5.72339e-05, 0.866318, 0.0313647, 11.3805, 0.608643, 739.995, 0.00352926, -1.48345, 0.0960831, 5.7123
1, 161, 10.7226, 1.75782e-05, 1.63652, 0.0628251, 3.26451, 0.182043, 743.323, 0.00564205, -3.00377, 0.369077, 8.80884
0, 162, 14.9801, 3.38935e-05, 0.726332, 0.0265064, 6.68652, 0.357628, 729.359, 0.00266302, -1.86188, 0.103094, 8.03549
1, 162, 13.8096, 3.81914e-05, 2.38387, 0.0890157, 7.36254, 0.408515, 735.446, 0.0107796, -4.79192, 0.507794, 11.3084
0, 163, 10.5353, 2.63827e-05, 1.69285, 0.0316255, 10.1669, 0.279243, 747.269, 0.00333434, -5.99242, 0.0915647, 7.06188
1, 163, 11.5172, 2.97572e-05, 1.80318, 0.0382211, 10.1066, 0.315834, 743.09, 0.00418781, -0.986629, 0.123307, 8.99151
2, 163, 11.2654, 2.19498e-05, 2.10322, 0.0504669, 6.58493, 0.235048, 743.718, 0.00619136, 0.52683, 0.332643, 10.2661
0, 164, 10.4046, 2.02073e-05, 1.1705, 0.0470549, 3.65568, 0.212919, 747.629, 0.00356602, -6.44772, 0.15766, 5.88289
0, 165, 10.2488, 3.58754e-05, 1.23849, 0.0665765, 4.80308, 0.381103, 749.551, 0.00742641, -7.10441, 0.472312, 6.57232
1, 165, 12.1301, 1.48981e-05, 4.02053, 2.23516, 0.68788, 0.287853, 742.15, 0.0120206, -6.36117, 2.30414, 12.0266
0, 166, 12.6297, 1.06399e-05, 1.2591, 0.0305085, 3.06083, 0.108481, 742.343, 0.00336162, 1.85552, 0.322472, 5.12933
1, 166, 9.90262, 3.86444e-05, 1.72006, 0.0908895, 5.26506, 0.416465, 753.972, 0.0119484, -12.1465, 0.887356, 10.9468
2, 166, 12.8307, 4.70092e-06, 4.57172, 0.0915967, 2.0971, 0.0640196, 741.971, 0.0104323, -8.69913, 1.91843, 16.803
0, 167, 9.72829, 3.19033e-05, 0.633556, 0.0407615, 3.5461, 0.337755, 756.196, 0.00485216, -11.3719, 0.457928, 6.28998
1, 167, 15.67, 1.67333e-05, 1.01765, 0.0464916, 1.95589, 0.131763, 727.216, 0.00657219, -1.20245, 1.23731, 7.68572
2, 167, 16.089, 7.95355e-05, 0.707977, 0.0180984, 22.3843, 0.877815, 725.91, 0.00297471, -2.11944, 0.0701556, 8.03552
3, 167, 11.7671, 6.42724e-06, 4.24182, 0.247095, 1.4776, 0.1157, 742.131, 0.0146651, 12.3422, 2.75371, 14.0051
0, 168, 15.8427, 2.82198e-05, 0.640355, 0.00993221, 13.0975, 0.301077, 725.867, 0.00116743, -2.51136, 0.0294321, 5.0976
1, 168, 12.5654, 0.000140131, 0.853659, 0.0183543, 46.8098, 1.62078, 740.214, 0.00417028, -3.39271, 0.0669538, 5.44988
2, 168, 14.0385, 1.74942e-05, 0.89236, 0.0586518, 2.29316, 0.232, 734.386, 0.00734577, -0.399894, 1.33798, 5.56748
3, 168, 13.9855, 2.95827e-05, 1.0126, 0.0596561, 3.62136, 0.313801, 734.747, 0.00627236, -9.28036, 0.482509, 6.3666
4, 168, 9.99624, 1.90757e-05, 1.99049, 0.055844, 4.89716, 0.203023, 751.792, 0.00629573, -7.51172, 0.399876, 11.3144
5, 168, 11.5683, 1.77285e-05, 3.73825, 0.0946471, 5.03883, 0.190461, 742.652, 0.0121067, 6.05291, 0.904166, 14.3675
6, 168, 13.1615, 2.60778e-05, 3.10389, 0.129013, 4.52225, 0.279185, 738.358, 0.0154478, -0.487389, 1.16655, 16.6091
0, 169, 11.4776, 1.78649e-05, 0.931229, 0.0616817, 1.74195, 0.171358, 742.095, 0.0067752, 21.0831, 1.283, 6.14355
1, 169, 10.6862, 2.10334e-05, 1.38507, 0.0409072, 5.12867, 0.221687, 745.324, 0.00401466, -8.85276, 0.194707, 6.15492
0, 170, 9.39627, 7.07284e-06, 1.96146, 0.133869, 1.50835, 0.139366, 758.698, 0.0080354, -16.0447, 1.50745, 8.90457
1, 170, 14.158, 1.51203e-05, 4.58786, 0.125627, 3.98317, 0.162856, 737.049, 0.0159351, -9.77237, 1.48936, 18.6998
0, 171, 12.9861, 2.89375e-05, 0.97977, 0.058209, 3.45988, 0.308207, 742.079, 0.00813863, 2.89748, 0.99802, 5.10048
1, 171, 9.90799, 2.14317e-05, 1.09334, 0.12002, 1.36619, 0.206093, 755.657, 0.00856906, 2.07573, 1.63727, 5.64153
2, 171, 9.98215, 2.97841e-05, 3.11208, 3.76124, 0.5, 0.394332, 754.709, 0.0083371, -5.89534, 1.62793, 8.33638
3, 171, 12.7551, 1.13276e-05, 3.20594, 0.0694873, 3.78035, 0.122105, 742.48, 0.0085321, -6.05463, 0.80144, 17.1245
0, 172, 13.0322, 9.52342e-06, 2.32461, 0.0511396, 3.00821, 0.0979825, 741.137, 0.00662334, -2.18964, 0.826287, 9.17718
1, 172, 12.4872, 9.66707e-06, 2.12693, 0.0648799, 2.05035, 0.0934563, 741.92, 0.00849749, 4.38256, 1.58365, 11.8058
0, 173, 16.187, 1.25196e-05, 0.997026, 0.04427, 1.65183, 0.108845, 727.146, 0.00485928, -1.32044, 0.921679, 6.09912
1, 173, 10.3588, 1.91963e-05, 2.55655, 0.222838, 1.15648, 0.134674, 750.098, 0.0141438, -11.6054, 2.73932, 8.17022
2, 173, 13.2164, 3.4821e-05, 1.88607, 0.0495026, 9.55013, 0.373178, 741.044, 0.00613097, -1.07478, 0.23015, 8.7533
0, 176, 12.2083, 5.58272e-05, 1.20929, 0.0726045, 6.69447, 0.587153, 743.332, 0.00691852, 5.01845, 0.244912, 5.65639
1, 176, 13.2252, 1.84852e-05, 1.7568, 0.104863, 2.18044, 0.196082, 741.707, 0.013835, 3.81569, 2.55538, 7.57476
2, 176, 11.7791, 2.81907e-05, 1.66794, 0.0448115, 7.55371, 0.300214, 744.54, 0.0051358, 1.10899, 0.216981, 8.13983
3, 176, 12.3562, 5.71664e-05, 2.00372, 0.0472298, 17.4586, 0.611425, 743.346, 0.00571342, -2.00575, 0.113349, 8.56171
0, 177, 9.55023, 5.91229e-05, 1.24695, 1.74768, 0.5, 0.476428, 759.071, 0.00597827, -18.3933, 1.1818, 5.12556
1, 177, 10.7561, 1.79734e-05, 1.27888, 0.0915404, 1.2684, 0.128472, 747.638, 0.00726552, 4.17793, 1.399, 6.02985
2, 177, 13.8141, 2.90053e-05, 1.83417, 0.141662, 2.79235, 0.318825, 739.543, 0.0143224, 6.74519, 1.38014, 8.42771
3, 177, 12.631, 3.63127e-05, 1.39694, 0.101169, 3.63792, 0.398911, 742.348, 0.0144676, 11.303, 1.75966, 9.53029
4, 177, 11.5229, 1.2359e-05, 3.36149, 0.140993, 2.38932, 0.15042, 744.289, 0.0146181, -4.83958, 1.85137, 15.5291
0, 178, 16.3165, 4.18823e-05, 1.02997, 0.0201393, 15.4196, 0.446443, 729.881, 0.00233676, -1.08169, 0.0492596, 6.51474
1, 178, 9.77753, 2.75373e-05, 1.45803, 0.0328945, 8.78663, 0.293883, 758.617, 0.00389128, -13.4384, 0.146675, 9.52372
2, 178, 14.0991, 5.7193e-06, 3.39084, 0.0517617, 1.58105, 0.0369311, 739.202, 0.00685264, -0.0228986, 1.31164, 18.3328
0, 179, 11.347, 4.79452e-05, 0.926376, 0.0928336, 3.48115, 0.518501, 747.558, 0.0108153, 1.36973, 1.02416, 5.21503
1, 179, 11.0403, 2.50764e-05, 2.79248, 0.0628255, 8.0231, 0.269437, 748.903, 0.00801278, -6.47832, 0.374136, 11.6022
0, 180, 11.1828, 8.26091e-05, 0.646635, 0.0361244, 10.6409, 0.903656, 746.718, 0.00550294, -2.70794, 0.247834, 5.9607
1, 180, 12.2642, 3.25108e-05, 2.27745, 0.0478896, 11.1304, 0.345395, 744.443, 0.00531741, -0.234657, 0.145084, 11.8943
0, 181, 13.0647, 1.55013e-05, 1.22216, 0.0313243, 4.34543, 0.164919, 743.823, 0.00366846, 2.56039, 0.27809, 6.59935
0, 182, 12.5254, 0.000238836, 0.698103, 0.0141893, 83.8513, 3.05637, 745.516, 0.00532392, -3.39083, 0.0697463, 5.339
1, 182, 10.8799, 1.63412e-05, 1.7721, 0.144091, 1.22066, 0.132051, 749.109, 0.00908773, -16.0648, 1.75608, 6.93121
2, 182, 13.2408, 1.43107e-05, 1.78304, 0.135081, 1.16036, 0.113259, 744.625, 0.00759904, -3.08351, 1.46755, 8.46658
0, 185, 12.4851, 0.000234338, 0.833861, 0.0654345, 21.4947, 2.52776, 744.224, 0.00870758, -0.949135, 0.161362, 5.39124
0, 187, 13.8704, 3.98979e-06, 1.65168, 0.282519, 0.950007, 0.150678, 743.544, 0.00391785, -0.90239, 0.742757, 5.50044
1, 187, 12.3671, 4.70187e-05, 1.08424, 0.0387131, 9.4798, 0.501334, 746.708, 0.00450715, -1.06953, 0.155413, 6.21306
2, 187, 12.8996, 1.56769e-05, 3.07541, 0.0587681, 5.90609, 0.166998, 746.143, 0.00675698, 4.09132, 0.366825, 10.9545
0, 188, 12.0737, 6.43936e-05, 0.92623, 0.0554403, 7.74327, 0.695794, 747.264, 0.00751089, 3.24973, 0.39631, 5.22521
1, 188, 9.9999, 8.80643e-06, 2.54217, 0.0853664, 2.17966, 0.109227, 754.061, 0.00813715, -9.12653, 1.03876, 10.707
0, 189, 11.001, 2.15522e-05, 4.9621, 5.27733, 0.5, 0.343196, 747.367, 0.0102322, -10.6742, 1.99334, 11.911
0, 190, 11.9062, 0.00122895, 0.821715, 0.0861652, 175.284, 28.0161, 750.746, 0.0954269, -0.0537158, 0.816238, 5.68959
1, 190, 13.1604, 1.59739e-05, 1.26486, 0.0614291, 2.62166, 0.189569, 748.318, 0.00578064, -4.95721, 0.558586, 6.76395
0, 191, 10.6651, 0.000182271, 0.701596, 0.0229893, 39.9847, 2.06876, 753.574, 0.00464477, -2.66773, 0.0774353, 6.31384
1, 191, 11.3438, 1.89103e-05, 4.52364, 0.192403, 3.27494, 0.210274, 752.494, 0.0255701, 5.57336, 3.14968, 20.8361
0, 192, 10.1831, 5.05396e-05, 1.05415, 0.0582118, 6.58602, 0.552447, 755.33, 0.00881106, -7.53113, 0.635849, 6.94812
1, 192, 9.93827, 2.13676e-05, 2.29124, 0.841158, 0.726537, 0.220184, 756.361, 0.00820262, 0.155043, 1.59229, 8.09933
0, 193, 9.6987, 2.16545e-05, 1.45785, 0.0810919, 2.87005, 0.23278, 756.478, 0.00665923, -2.51709, 0.438249, 6.17763
1, 193, 12.3689, 4.35503e-05, 1.26346, 0.111592, 3.50147, 0.456651, 750.627, 0.0132089, 13.6316, 1.25026, 7.73103
2, 193, 12.9413, 0.000492245, 0.698936, 0.0224966, 108.843, 6.73104, 748.943, 0.0110184, -3.03875, 0.126455, 8.11602
3, 193, 13.9533, 3.29203e-05, 1.55546, 0.0444299, 8.29738, 0.347785, 745.979, 0.00454906, -1.78059, 0.146438, 8.33785
4, 193, 11.5171, 6.36953e-05, 1.99824, 0.0333419, 27.4686, 0.698402, 753.344, 0.00518209, -2.23613, 0.0929754, 9.72531
0, 194, 12.587, 5.3309e-05, 1.46909, 0.0326122, 17.287, 0.569889, 749.702, 0.00392266, -2.07758, 0.0778815, 9.11712
0, 195, 13.7887, 8.80021e-05, 0.593859, 0.0456043, 8.25071, 0.918104, 749.967, 0.00370913, -1.08388, 0.0815826, 5.89239
1, 195, 10.4824, 2.82909e-05, 1.68354, 0.111906, 3.15142, 0.315822, 760.329, 0.0144873, 7.58671, 1.79175, 11.3593
0, 196, 13.2714, 0.000127231, 0.538978, 0.0225458, 21.8924, 1.37391, 751.343, 0.00304347, -1.94226, 0.0561109, 6.08475
1, 196, 11.3861, 1.41884e-05, 3.15318, 0.168014, 1.13133, 0.0847897, 758.724, 0.0122758, 11.9883, 2.37683, 15.5592
0, 197, 12.2184, 0.000171452, 0.663966, 0.0271217, 30.197, 1.89415, 754.03, 0.00457222, -5.11786, 0.0793186, 5.12942
1, 197, 11.571, 3.06399e-05, 1.22304, 0.0581619, 4.64128, 0.332474, 756.652, 0.00811527, 0.104007, 0.744994, 5.17669
2, 197, 13.5834, 1.08889e-05, 3.07836, 0.105314, 2.46897, 0.126467, 748.81, 0.0114042, -4.30476, 1.44236, 18.9482
0, 198, 9.97242, 6.08294e-05, 1.4015, 4.78189, 0.5, 1.09434, 759.236, 0.00854842, -5.66928, 1.66805, 6.4366
1, 198, 12.8844, 9.05042e-05, 0.894095, 0.0573642, 10.1516, 0.98669, 751.445, 0.00847729, -3.84676, 0.384357, 6.79088
2, 198, 11.2467, 1.78969e-05, 2.21046, 0.0677419, 4.19206, 0.189859, 757.692, 0.00776933, 3.27277, 0.590975, 9.11564
0, 199, 15.1382, 5.05701e-05, 0.644536, 0.0235651, 9.95758, 0.536403, 743.434, 0.00257304, -5.18688, 0.0754613, 5.61774
1, 199, 13.0393, 1.85345e-05, 1.25456, 0.0283533, 5.90451, 0.194746, 751.992, 0.00265501, -4.83507, 0.103624, 6.20823
0, 200, 12.742, 5.29292e-05, 1.17661, 0.0544783, 8.23017, 0.557409, 751.928, 0.00530694, -3.5643, 0.158593, 7.77471
1, 200, 13.2851, 1.01744e-05, 2.23764, 0.780722, 1.05286, 0.368636, 749.849, 0.0122699, 13.4704, 1.59512, 7.87276
0, 201, 12.9261, 0.00033117, 0.349452, 0.0437378, 18.9539, 4.00672, 751.685, 0.0126751, -5.09841, 0.619537, 5.62289
1, 201, 11.3007, 3.54113e-05, 2.14308, 0.250102, 2.4695, 0.421671, 756.096, 0.0162946, -0.22054, 0.556163, 6.17465
2, 201, 9.29373, 4.84203e-05, 0.930912, 0.044407, 7.30796, 0.50798, 765.084, 0.00407051, -9.78391, 0.121814, 6.75192
3, 201, 16.2124, 6.15658e-05, 0.796747, 0.0136722, 25.8186, 0.672024, 739.121, 0.00204747, -2.51574, 0.0369617, 7.34619
4, 201, 11.3007, 1.18247e-05, 2.14496, 0.0819506, 2.4979, 0.143659, 756.104, 0.00878912, -4.59599, 1.10881, 12.6593
0, 202, 12.8575, 5.43245e-05, 0.890919, 0.0549726, 6.33586, 0.592187, 753.004, 0.00811496, -5.30554, 0.588932, 5.89937
0, 203, 11.455, 3.54636e-05, 1.27122, 0.0739314, 4.38227, 0.372449, 758.086, 0.00715801, -0.812038, 0.397831, 6.6977
1, 203, 12.9859, 0.000148414, 0.914097, 0.0417368, 23.3944, 1.60924, 753.401, 0.0058866, -4.26219, 0.107384, 6.83605
2, 203, 10.1645, 1.95517e-05, 2.07425, 0.13516, 1.75153, 0.170057, 761.758, 0.0160167, -0.0301664, 3.02811, 10.599
3, 203, 12.2126, 2.00731e-05, 2.3281, 0.0616381, 5.45777, 0.214586, 756.483, 0.00741146, -4.995, 0.46609, 11.8877
4, 203, 13.9061, 1.77194e-05, 1.96696, 0.0810027, 2.99815, 0.180498, 749.554, 0.00881876, 2.69898, 0.847333, 12.3056
5, 203, 14.9341, 1.68522e-05, 1.78843, 0.0557641, 3.87727, 0.179932, 745.4, 0.00697605, -3.18973, 0.654089, 13.2191
0, 204, 14.3694, 0.000236725, 0.880679, 0.0180159, 82.5932, 3.0185, 747.789, 0.00668023, -4.61403, 0.0878255, 5.15154
1, 204, 15.1207, 0.000155061, 0.421004, 0.0161564, 29.0719, 1.70786, 744.42, 0.00267686, -3.89093, 0.0463619, 5.34986
2, 204, 12.9058, 9.27403e-05, 0.828356, 0.038985, 14.1867, 0.980697, 754.645, 0.00406158, -3.26972, 0.0780863, 5.79931
3, 204, 12.412, 4.83576e-05, 0.999563, 0.0531859, 6.54147, 0.52207, 756.917, 0.00714098, -4.09311, 0.440339, 6.17032
4, 204, 14.0738, 5.67143e-05, 0.639258, 0.0439196, 5.94338, 0.594311, 748.827, 0.00392697, -6.27076, 0.139586, 6.40227
5, 204, 12.0985, 2.37322e-05, 1.22034, 0.0511861, 4.08797, 0.250421, 757.581, 0.00475426, -3.27972, 0.265311, 7.4852
6, 204, 13.6277, 6.49603e-05, 1.2688, 0.0316709, 18.7337, 0.695459, 751.06, 0.00389709, -6.38613, 0.0729052, 9.65695
7, 204, 10.6957, 1.22553e-05, 2.04274, 0.0848553, 2.36529, 0.147209, 759.642, 0.00877013, -0.675708, 1.11287, 13.8332
0, 205, 11.2711, 9.62554e-05, 0.891046, 0.0392736, 15.7184, 1.04102, 757.58, 0.00537068, -1.76756, 0.141418, 8.50345
0, 207, 11.2229, 0.000433134, 0.315173, 0.023084, 42.4116, 5.14745, 760.733, 0.00616252, -2.70978, 0.123672, 5.21621
