# vortex_number, sol, t0, t0_unc, DeltaP, DeltaP_unc, Gamma, Gamma_unc, slope, slope_unc, intercept, intercept_unc, U, U_unc, Diameter, Diameter_unc
2, 336, 11.1933, 3.35017e-05, 1.86414, 0.0395359, 11.3714, 0.357461, -2.28553, 0.135301, 683.221, 0.00464399, 10.8115, 0.721006, 122.942, 9.06404
0, 337, 14.7629, 3.00784e-05, 0.854008, 0.0341414, 5.41745, 0.313723, 1.35868, 0.090916, 672.492, 0.00275294, 9.727, 0.345995, 52.6955, 3.58128
1, 337, 9.15243, 3.06654e-05, 0.755445, 0.0395929, 4.21318, 0.324234, -7.5125, 0.262989, 692.456, 0.00409546, 10.091, 0.415623, 42.5152, 3.71097
2, 337, 11.3779, 2.29916e-05, 3.69732, 0.0487072, 12.5637, 0.245621, -4.72615, 0.156777, 680.506, 0.00580925, 6.879, 0.264496, 86.4257, 3.72794
0, 338, 10.9046, 3.33453e-05, 0.905003, 0.0877909, 2.54818, 0.368526, 2.62084, 1.25371, 681.002, 0.00993165, 10.621, 0.179021, 27.0642, 3.94061
0, 339, 8.86333, 5.29929e-05, 0.429138, 0.0224976, 7.27662, 0.566515, -6.52492, 0.127589, 692.379, 0.00272743, 5.175, 0.163841, 37.6565, 3.16486
1, 339, 12.915, 2.77658e-05, 0.820981, 0.0616094, 1.96874, 0.217516, -2.66427, 1.65317, 673.544, 0.0087882, 11.9125, 0.507421, 23.4526, 2.77706
2, 339, 12.939, 0.000258363, 1.09385, 0.0424674, 47.789, 2.99604, -1.81714, 0.156514, 673.848, 0.00974743, 9.009, 0.146475, 430.531, 27.8842
3, 339, 9.87567, 9.65179e-06, 2.1897, 0.0426491, 3.60391, 0.104506, -1.13373, 0.478937, 684.898, 0.00507602, 9.295, 0.113767, 33.4983, 1.05437
0, 340, 11.3292, 9.37165e-05, 0.559829, 0.0950867, 3.96165, 0.979916, -2.15223, 0.486721, 677.404, 0.00870339, 7.8895, 0.556416, 31.2554, 8.03916
0, 342, 12.1299, 1.81282e-05, 1.305, 0.409085, 0.986207, 0.306631, 7.23119, 1.53384, 672.734, 0.00805045, 9.9325, 0.707118, 9.7955, 3.12443
1, 342, 11.1586, 0.000307751, 0.714212, 0.041233, 38.0976, 3.8627, -1.70265, 0.386935, 674.902, 0.0140909, 10.6845, 0.158076, 407.054, 41.7081
2, 342, 11.7085, 3.35151e-05, 1.36922, 0.0625631, 5.28093, 0.357776, -1.53546, 0.465307, 673.679, 0.00737448, 13.437, 0.840396, 70.9599, 6.54278
1, 343, 14.9455, 2.31473e-05, 1.12657, 0.0320061, 5.86462, 0.248352, 2.95715, 0.250893, 666.852, 0.00401878, 5.404, 0.242671, 31.6924, 1.95618
2, 343, 13.5519, 3.86329e-05, 2.1006, 0.0286927, 20.3586, 0.415439, -0.177142, 0.0688593, 668.254, 0.00369229, 7.467, 0.0843912, 152.018, 3.54609
0, 344, 11.118, 3.07135e-05, 0.689422, 0.069962, 2.287, 0.335853, 1.27743, 0.212287, 673.234, 0.00421562, 7.097, 0.1535, 16.2308, 2.40926
1, 344, 9.81608, 4.86186e-05, 0.800377, 0.0435616, 6.42971, 0.524346, -8.47016, 0.357566, 679.965, 0.00579939, 8.283, 0.256589, 53.2573, 4.64595
0, 345, 10.7292, 7.89265e-05, 0.805133, 0.121638, 3.72852, 0.821433, -1.55298, 0.763497, 674.49, 0.0117668, 9.165, 0.705507, 34.1719, 7.97476
1, 345, 14.3347, 0.000158971, 0.49017, 0.0192881, 29.0641, 1.75811, -0.890664, 0.0597628, 666.157, 0.00322024, 7.502, 0.11992, 218.039, 13.6421
2, 345, 11.5955, 2.95506e-05, 0.707038, 0.0595394, 1.83531, 0.22976, 7.08796, 1.51566, 671.782, 0.0080264, 9.603, 0.400673, 17.6245, 2.3257
3, 345, 9.29018, 1.0278e-05, 0.913882, 0.0502402, 1.79346, 0.142906, -3.48066, 0.473523, 681.297, 0.00367065, 7.911, 0.1545, 14.1881, 1.16399
4, 345, 11.6238, 8.48782e-05, 0.72678, 0.0676023, 6.56917, 0.903017, 0.736795, 0.364237, 671.783, 0.00764839, 13.085, 0.876678, 85.9576, 13.1447
5, 345, 15.7143, 4.10236e-05, 0.532363, 0.0345372, 4.55425, 0.444496, -1.85923, 0.438271, 664.801, 0.00476457, 6.871, 0.183843, 31.2923, 3.16682
6, 345, 13.5948, 2.85572e-05, 1.26334, 0.0423579, 6.13202, 0.300414, -1.39388, 0.157764, 666.958, 0.0040499, 8.387, 0.468435, 51.4293, 3.8209
0, 346, 14.9561, 0.000176882, 1.94194, 0.16023, 20.9112, 3.28314, 163.303, 12.5, 663.17, 0.155725, 8.537, 0.223051, 178.519, 28.4136
1, 346, 14.9543, 6.72846e-05, 3.55743, 0.0521413, 33.0196, 0.749162, 0.5259, 0.159501, 664.613, 0.00916155, 7.569, 0.114334, 249.925, 6.8122
0, 347, 13.556, 0.00019114, 0.530564, 0.0411417, 17.7445, 2.04084, -0.405584, 0.0921699, 666.022, 0.00487353, 8.8325, 0.324937, 156.728, 18.9254
1, 347, 14.4121, 0.000166648, 0.566575, 0.0227813, 29.8184, 1.83956, -1.73468, 0.0662333, 665.288, 0.00375533, 2.943, 0.189489, 87.7556, 7.82528
0, 348, 11.24, 0.000187621, 0.542742, 0.0319536, 22.9367, 2.03206, -3.07845, 0.0814225, 670.452, 0.00446921, 11.0545, 0.399378, 253.554, 24.2594
1, 348, 9.55305, 6.85187e-05, 0.438597, 0.0611926, 1.17253, 0.298874, 0.837757, 0.869033, 678.675, 0.00656094, 8.802, 0.308217, 10.3206, 2.6554
2, 348, 12.6308, 1.77254e-05, 2.00014, 0.0769812, 3.22836, 0.18227, -2.87347, 0.833558, 667.116, 0.00872919, 9.398, 0.615848, 30.3401, 2.62433
0, 349, 14.353, 5.51525e-05, 0.560349, 0.0370603, 6.00377, 0.576673, 1.13135, 0.103899, 662.996, 0.00316277, 7.4825, 0.121549, 44.9232, 4.37623
1, 349, 12.6817, 2.33518e-05, 1.56629, 0.0716605, 3.67742, 0.254384, -8.10974, 1.25777, 666.528, 0.0103521, 7.8495, 0.451056, 28.8659, 2.59587
2, 349, 9.51121, 1.81802e-05, 1.62976, 0.0718871, 3.03346, 0.20097, -3.59555, 1.13226, 677.156, 0.00911646, 8.336, 0.332596, 25.2869, 1.95563
3, 349, 13.1583, 9.11543e-05, 1.45383, 0.0507307, 18.8046, 0.976078, -0.465727, 0.117001, 665.114, 0.00622109, 5.964, 0.170882, 112.151, 6.64933
0, 350, 14.5189, 0.000331781, 0.550086, 0.0220635, 59.2957, 3.97155, -0.65839, 0.0907618, 661.535, 0.00601391, 8.611, 0.18443, 510.595, 35.905
1, 350, 9.22608, 1.46371e-05, 1.46502, 0.0628127, 1.61586, 0.104523, -2.727, 1.49195, 678.635, 0.00781434, 9.2895, 0.171611, 15.0105, 1.00979
2, 350, 11.6892, 4.03953e-05, 1.49701, 0.0594374, 7.32431, 0.429597, -4.61948, 0.283399, 667.267, 0.00669313, 9.217, 0.323471, 67.5082, 4.61427
1, 351, 8.63131, 1.35346e-05, 1.02097, 0.0725016, 1.58269, 0.160916, -8.17451, 1.13677, 681.461, 0.00600476, 5.948, 0.36636, 9.41384, 1.11906
0, 352, 15.5449, 4.00393e-05, 0.582158, 0.0137122, 12.2371, 0.427202, -0.553478, 0.0435589, 658.15, 0.00160995, 6.914, 0.118179, 84.6073, 3.28871
1, 352, 11.9096, 0.000114719, 1.5941, 0.0577069, 22.8086, 1.24191, -1.48725, 0.146601, 664.364, 0.00796703, 8.5385, 0.331176, 194.751, 13.0194
0, 353, 10.4443, 4.26875e-06, 3.63383, 2.5433, 0.594053, 0.280375, -7.71444, 1.15975, 666.758, 0.00610576, 9.065, 0.312, 5.38509, 0
1, 353, 13.2722, 2.76715e-05, 3.7126, 0.054826, 13.4884, 0.296687, -3.19864, 0.182866, 660.86, 0.0068252, 7.368, 0.166346, 99.3825, 3.13256
0, 354, 11.658, 8.74752e-05, 0.734109, 0.0716095, 6.45642, 0.912734, -4.8757, 0.165208, 663.658, 0.0058572, 9.255, 0.287429, 59.7542, 8.64879
1, 354, 12.0298, 0.000256237, 0.574189, 0.0343875, 30.7406, 2.94001, -0.0223684, 0.173495, 662.927, 0.00739962, 8.551, 0.298911, 262.863, 26.7666
0, 355, 10.8746, 4.74777e-05, 0.566384, 0.056148, 3.45525, 0.499813, -4.75882, 0.337349, 663.898, 0.0051794, 12.019, 0.93694, 41.5286, 6.82405
1, 355, 14.7552, 7.98385e-05, 0.701527, 0.01717, 23.4774, 0.865883, 0.132362, 0.044255, 657.109, 0.00241304, 11.822, 0.160032, 277.55, 10.9042
2, 355, 12.9422, 2.43799e-05, 1.24896, 0.086409, 1.68926, 0.175562, -1.27971, 2.14626, 659.84, 0.0112784, 7.611, 0.251658, 12.857, 1.4022
3, 355, 15.417, 1.32971e-05, 1.66587, 0.0126894, 12.565, 0.143218, 0.616542, 0.0514783, 656.973, 0.0016614, 7.445, 0.169017, 93.5464, 2.37634
0, 356, 13.0513, 5.6569e-05, 1.77858, 0.0256342, 28.2412, 0.621581, -3.40391, 0.0724836, 658.949, 0.00405985, 6.7695, 0.117783, 191.179, 5.36377
0, 357, 11.0736, 0.000465312, 0.37269, 0.0139279, 88.7746, 6.03252, -2.04965, 0.0704767, 661.543, 0.00555043, 11.0075, 0.280371, 977.186, 70.9144
1, 357, 9.27281, 3.04832e-05, 0.754, 0.0211438, 7.82577, 0.323629, -7.72898, 0.0889701, 670.067, 0.0023375, 8.443, 0.245, 66.073, 3.33798
2, 357, 14.2006, 1.29666e-05, 1.20232, 0.0361167, 3.11412, 0.136101, 1.43212, 0.205886, 656.094, 0.00313976, 6.3115, 0.124924, 19.6548, 0.942988
0, 358, 11.3709, 5.25398e-05, 0.606902, 0.065455, 3.52955, 0.565536, 6.84536, 0.728763, 661.18, 0.00771339, 12.732, 0.437089, 44.9382, 7.36382
1, 358, 11.8448, 6.12799e-05, 0.690852, 0.127122, 2.13999, 0.567787, -0.596819, 0.815509, 659.599, 0.010258, 8.1995, 0.265015, 17.5468, 4.68999
2, 358, 10.1349, 6.45255e-05, 0.833795, 0.0493775, 7.84405, 0.685114, -6.45512, 0.208016, 665.89, 0.00545424, 10.22, 0.076, 80.1662, 7.0272
0, 359, 15.4124, 9.41844e-05, 1.43779, 0.021123, 46.0485, 1.08695, -0.588865, 0.0764007, 654.359, 0.0047082, 6.648, 0.0946753, 306.13, 8.43933
1, 359, 12.2294, 2.33058e-05, 1.43206, 0.0494405, 4.85769, 0.249871, -2.39018, 0.463736, 659.15, 0.00618514, 9.4, 0.835707, 45.6623, 4.69012
0, 360, 12.5902, 1.50114e-05, 0.997335, 0.0423277, 1.94631, 0.122221, -7.4866, 1.0984, 657.127, 0.00583397, 7.605, 0.213124, 14.8017, 1.01785
1, 360, 10.7763, 2.81077e-05, 1.29063, 0.568472, 1.08788, 0.508817, -9.85934, 1.54053, 661.001, 0.0117417, 10.2375, 0.753245, 11.1372, 5.27307
2, 360, 16.3159, 7.99506e-05, 0.516088, 0.00982468, 30.2148, 0.883313, -0.122705, 0.0287409, 652.234, 0.00162569, 6.5815, 0.158003, 198.859, 7.52253
3, 360, 11.2138, 1.50102e-05, 1.43557, 0.0843195, 2.1276, 0.186079, -5.05187, 1.00596, 659.571, 0.00786597, 10.492, 0.578215, 22.3228, 2.30761
4, 360, 12.6658, 0.000126929, 0.849354, 0.050568, 15.3403, 1.39339, -3.42446, 0.25837, 656.711, 0.00794885, 7.531, 0.100424, 115.528, 10.6061
5, 360, 11.1232, 1.17098e-05, 1.78681, 0.0706852, 2.4438, 0.145609, -2.28067, 0.933486, 659.866, 0.00738425, 11.404, 0.312292, 27.8691, 1.82751
0, 361, 13.1855, 8.75632e-05, 0.900884, 0.0406891, 13.9573, 0.927226, -1.76879, 0.0873057, 654.047, 0.00431701, 10.065, 0.164634, 140.48, 9.61125
1, 361, 11.3578, 0.000138856, 0.76915, 0.0232742, 33.0067, 1.54594, -4.28025, 0.0711758, 657.409, 0.00413061, 7.006, 0.268542, 231.245, 13.9954
0, 362, 12.3528, 7.82443e-05, 1.0376, 0.0443558, 13.1775, 0.825166, -2.93765, 0.0856268, 655.374, 0.00442442, 9.509, 0.332777, 125.305, 8.98874
1, 362, 13.6873, 9.99406e-05, 0.60639, 0.0430448, 10.1354, 1.06462, -0.91547, 0.156811, 652.486, 0.00495231, 7.37, 0.145537, 74.6979, 7.9837
0, 363, 8.83316, 1.18902e-05, 1.02066, 0.0365152, 2.59795, 0.139748, -8.3718, 0.51344, 670.301, 0.00408258, 5.094, 0.360031, 13.234, 1.17543
1, 363, 9.29987, 8.92488e-06, 1.04427, 0.0926436, 1.5481, 0.188098, -11.6925, 1.07618, 666.178, 0.00575688, 7.592, 0.434838, 11.7532, 1.57875
0, 364, 13.9963, 7.33374e-05, 0.795589, 0.048154, 8.71784, 0.807648, 2.43597, 0.46043, 649.787, 0.00776428, 9.567, 0.206042, 83.4036, 7.93281
1, 364, 10.2743, 0.000205555, 0.578716, 0.0187907, 45.4758, 2.36874, -4.2617, 0.0675502, 658.576, 0.00424518, 10.867, 0.336327, 494.186, 29.9422
2, 364, 9.18445, 2.73787e-05, 0.714102, 0.0355036, 3.94409, 0.286768, -7.2986, 0.228795, 665.967, 0.00354549, 11.038, 0.555892, 43.5349, 3.85051
3, 364, 13.4639, 5.00759e-05, 3.50571, 0.0433338, 29.1476, 0.551669, -1.28054, 0.124519, 650.394, 0.007006, 7.301, 0.0639508, 212.807, 4.43815
4, 364, 13.9317, 3.7844e-05, 1.95614, 0.0841911, 6.32899, 0.407772, 2.86428, 0.685627, 649.643, 0.0110734, 10.96, 0.479048, 69.3657, 5.40055
0, 365, 14.6785, 1.58508e-05, 0.800144, 0.122457, 1.36957, 0.26959, -1.10195, 1.17631, 648.153, 0.00622431, 2.602, 0.183597, 3.56362, 0.745179
1, 365, 9.61973, 3.16734e-05, 0.778225, 0.0350247, 5.06522, 0.332155, -6.80338, 0.138882, 661.132, 0.00319855, 9.066, 0.247079, 45.9213, 3.26103
3, 365, 13.4786, 2.00251e-05, 1.42579, 0.0534666, 3.82602, 0.213304, -2.35995, 0.623375, 650.193, 0.00663894, 9.1675, 0.526538, 35.075, 2.80753
4, 365, 14.5536, 0.000157301, 0.811969, 0.0241363, 38.0454, 1.77579, -1.11309, 0.079284, 648.31, 0.00468229, 7.1275, 0.149828, 271.169, 13.8813
0, 366, 15.7423, 0.000117922, 0.399341, 0.00406146, 82.7535, 1.50433, -0.438672, 0.0198205, 647.3, 0.00148874, 7.235, 0.114037, 598.722, 14.4053
1, 366, 11.5537, 6.39779e-05, 0.945236, 0.0924312, 4.7134, 0.685921, -13.3466, 0.853536, 653.63, 0.0113835, 7.38, 0.367336, 34.7849, 5.35001
2, 366, 15.1824, 2.64341e-05, 0.623542, 0.020982, 5.6563, 0.275998, 2.89438, 0.0570935, 647.122, 0.00173401, 9.072, 0.134106, 51.314, 2.61623
3, 366, 14.4359, 5.3467e-05, 0.814443, 0.0343529, 9.12648, 0.557745, -0.0927968, 0.0551854, 647.103, 0.00278616, 3.3695, 0.0813173, 30.7517, 2.02055
4, 366, 11.6695, 0.000128551, 0.735132, 0.0459042, 14.8207, 1.36475, -1.75438, 0.101519, 653.226, 0.00505198, 11.667, 0.440775, 172.913, 17.2105
5, 366, 12.5165, 7.99545e-05, 1.93571, 0.0480291, 23.1925, 0.866471, -2.94222, 0.12304, 651.522, 0.00670294, 10.709, 0.220565, 248.368, 10.5957
0, 367, 12.0652, 7.17874e-06, 2.00222, 0.154093, 1.47613, 0.151377, 3.15374, 1.62178, 651.791, 0.00865734, 7.352, 0.679649, 10.8525, 1.49837
1, 367, 9.7139, 5.61996e-05, 0.863331, 0.0665613, 5.24577, 0.605205, -9.03992, 0.648782, 659.18, 0.00874061, 9.781, 1.13767, 51.3089, 8.40577
2, 367, 12.0771, 8.2317e-06, 2.42595, 0.126624, 1.75813, 0.134203, 0.288025, 2.00284, 651.815, 0.010767, 7.879, 0.2175, 13.8523, 1.12441
3, 367, 9.19372, 0.000110717, 0.463872, 0.0220527, 16.764, 1.18852, -9.91385, 0.0612807, 663.533, 0.00299189, 8.0185, 0.140481, 134.422, 9.81681
4, 367, 12.3625, 6.63303e-05, 1.89202, 0.0236702, 38.1182, 0.748952, -2.5623, 0.0778253, 651.238, 0.00459749, 9.2285, 0.198127, 351.774, 10.2376
0, 368, 8.89222, 9.12604e-05, 0.449915, 0.109458, 1.93634, 0.693599, -11.2947, 2.95802, 664.784, 0.0157103, 8.495, 0.184213, 16.4492, 5.90291
2, 368, 14.6911, 5.68436e-05, 0.780717, 0.0962585, 3.23485, 0.576968, 8.37977, 0.567616, 646.859, 0.00868126, 5.735, 0.509377, 18.5519, 3.69649
3, 368, 11.3684, 1.45859e-05, 1.3332, 0.0536652, 2.18297, 0.127485, 1.2253, 0.782027, 651.393, 0.00607842, 8.862, 0.472579, 19.3455, 1.52991
0, 372, 15.6808, 0.000322267, 0.317045, 0.018755, 39.0967, 3.78208, -0.321475, 0.0963203, 640.829, 0.00460198, 10.5265, 0.307289, 411.551, 41.5853
0, 373, 9.38409, 2.92475e-05, 0.756209, 0.0348853, 4.56473, 0.308354, -10.8592, 0.191411, 656.075, 0.00346814, 7.698, 0.652156, 35.1393, 3.80743
1, 373, 15.245, 3.86405e-05, 1.06898, 0.0154403, 19.2572, 0.414276, -0.855288, 0.0360375, 641.239, 0.00192124, 5.017, 0.489057, 96.6134, 9.64449
0, 374, 13.7241, 3.57051e-05, 0.977049, 0.102078, 2.52747, 0.393411, -1.583, 1.45254, 641.776, 0.0114924, 7.549, 0.148475, 19.0799, 2.99347
1, 374, 11.1438, 7.14289e-05, 0.658883, 0.0382033, 8.86768, 0.766739, -3.3606, 0.200442, 647.663, 0.00482514, 7.742, 0.0782532, 68.6536, 5.97652
2, 374, 12.1141, 2.22375e-05, 1.22986, 0.0522734, 3.77005, 0.238474, -1.72911, 0.603202, 646.031, 0.00641645, 11.4965, 0.826892, 43.3424, 4.15148
3, 374, 14.3153, 1.93896e-05, 1.68189, 0.05989, 3.90004, 0.204454, 8.13429, 0.504507, 640.919, 0.00659234, 10.7365, 0.389989, 41.8728, 2.67056
4, 374, 10.8216, 3.30082e-05, 1.49992, 0.0643071, 5.54241, 0.353163, -4.36556, 0.490021, 648.646, 0.00780478, 13.587, 1.10146, 75.3047, 7.76485
0, 376, 11.6479, 7.39125e-06, 4.36346, 0.964584, 0.976923, 0.206539, 5.67037, 2.94089, 643.178, 0.0154955, 7.103, 0.703448, 6.93908, 1.62003
0, 377, 14.6767, 6.66016e-05, 0.45272, 0.109306, 0.922764, 0.303941, 3.21196, 1.23082, 637.332, 0.00629567, 8.7975, 0.460753, 8.11802, 2.70751
1, 377, 9.88806, 0.00014364, 0.484794, 0.0297424, 16.8487, 1.5683, -7.1492, 0.12394, 649.038, 0.00456776, 11.726, 0.43886, 197.568, 19.8208
2, 377, 9.26489, 2.31045e-05, 1.47971, 0.449513, 1.24973, 0.452318, -11.9067, 3.22569, 653.813, 0.0170024, 6.623, 0.723367, 8.27696, 3.12913
3, 377, 13.0663, 3.62669e-05, 2.00419, 0.0491237, 10.6525, 0.383528, 0.237375, 0.131268, 639.838, 0.00510718, 8.161, 0.200265, 86.9351, 3.78785
0, 378, 13.1151, 5.35596e-05, 0.799724, 0.0766395, 4.03947, 0.568177, -0.00443146, 0.49751, 640.555, 0.00771292, 9.787, 0.545146, 39.5343, 5.9809
1, 378, 10.6388, 4.81695e-05, 1.10276, 0.0543549, 7.03583, 0.50746, -3.28751, 0.187967, 644.606, 0.00532483, 7.6265, 0.248048, 53.6588, 4.24545
2, 378, 11.3944, 0.000228537, 0.773583, 0.0169793, 74.4317, 2.85169, -1.2423, 0.0785206, 643.402, 0.00565361, 14.157, 0.271826, 1053.73, 45.1575
3, 378, 13.9603, 7.78544e-05, 0.774013, 0.165512, 1.56757, 0.505142, 5.13466, 2.22087, 638.965, 0.0169192, 7.338, 0.188216, 11.5028, 3.71846
4, 378, 9.92798, 0.000112548, 0.753392, 0.062783, 9.72321, 1.1892, -7.3794, 0.177761, 648.369, 0.00649745, 10.458, 0.390132, 101.685, 13.0023
0, 379, 8.94941, 6.94954e-05, 0.60882, 0.0309827, 9.82924, 0.750349, -9.31777, 0.17116, 655.816, 0.00421312, 9.8795, 0.166755, 97.108, 7.59211
1, 379, 14.6265, 2.23997e-05, 0.883265, 0.0666143, 2.43268, 0.2694, -1.07956, 0.311304, 637.779, 0.00470184, 8.364, 0.483356, 20.3469, 2.54162
0, 380, 14.3392, 2.73658e-05, 3.93458, 0.116249, 6.66662, 0.295781, 0.338279, 0.971686, 637.356, 0.0157886, 8.5495, 0.295398, 56.9963, 3.20514
0, 381, 10.3253, 0.000415853, 0.496148, 0.0247032, 62.4832, 6.73948, -1.94476, 0.481773, 647.239, 0.0203667, 11.052, 0.316535, 690.564, 77.0659
1, 381, 11.0386, 0.000400263, 0.401118, 0.0150607, 75.8889, 5.58451, -3.37522, 0.134768, 644.401, 0.0079442, 11.1495, 0.198781, 846.123, 64.0659
2, 381, 11.9358, 3.49108e-05, 1.07255, 0.0756914, 3.56745, 0.36769, 5.14185, 0.462245, 642.574, 0.00711039, 10.572, 0.497609, 37.7151, 4.27338
3, 381, 11.376, 4.22124e-05, 2.3134, 3.16184, 0.703626, 0.738341, 15.6073, 3.70605, 643.643, 0.0194128, 13.119, 0.332, 9.23087, 0
4, 381, 13.8132, 6.00293e-05, 1.3119, 0.0770274, 7.36021, 0.63853, -0.215487, 0.368157, 638.699, 0.00869353, 7.778, 0.112162, 57.2477, 5.03463
0, 382, 13.6016, 3.17523e-05, 0.897338, 0.0501184, 4.1041, 0.339056, 0.317358, 0.431367, 638.256, 0.00566158, 4.026, 0.118794, 16.5231, 1.44949
1, 382, 13.4648, 1.18069e-05, 1.37356, 0.0589269, 2.20576, 0.141059, 5.89736, 0.736456, 638.716, 0.00577108, 7.681, 0.168, 16.9424, 1.14509
2, 382, 12.27, 0.000331176, 0.665903, 0.0227729, 69.293, 4.07533, -1.50369, 0.101522, 641.14, 0.00712214, 11.922, 0.249871, 826.111, 51.579
3, 382, 13.5058, 9.77683e-05, 1.17561, 0.0804844, 10.28, 1.04658, -2.45201, 0.336475, 638.63, 0.00983661, 6.711, 0.319001, 68.9891, 7.75145
4, 382, 10.2522, 4.24426e-05, 1.55377, 0.0366763, 12.9435, 0.45409, -4.46467, 0.119827, 646.114, 0.00445676, 10.185, 0.457224, 131.83, 7.51088
0, 383, 13.1247, 0.000437956, 0.421209, 0.0179209, 73.4207, 5.64123, -0.616383, 0.105174, 638.738, 0.00684582, 5.061, 0.147487, 371.582, 30.5348
1, 383, 12.4661, 0.000280522, 0.59633, 0.0222467, 53.9499, 3.30914, -1.70643, 0.0872217, 639.901, 0.00563493, 12.086, 0.176261, 652.038, 41.1092
2, 383, 9.40916, 2.27259e-05, 0.851899, 0.0379766, 3.6303, 0.235659, -11.7044, 0.235479, 650.602, 0.00363198, 9.2715, 0.274932, 33.6583, 2.40209
3, 383, 13.9252, 1.9499e-05, 1.61701, 0.40099, 0.931069, 0.22756, 0.231355, 1.57102, 637.193, 0.00815023, 7.805, 0.337, 7.26699, 0
4, 383, 14.6819, 1.23625e-05, 1.75329, 0.0356126, 4.37553, 0.130627, -0.210431, 0.241285, 635.968, 0.0037635, 4.513, 0.263409, 19.7468, 1.29457
0, 385, 15.613, 5.20451e-05, 0.56384, 0.0298062, 7.08829, 0.545511, -2.73565, 0.0805239, 632.998, 0.00267148, 7.749, 0.352457, 54.9272, 4.91025
1, 385, 11.0199, 0.000116915, 0.894105, 0.0562694, 13.3713, 1.26393, -0.290808, 0.235511, 640.615, 0.00765839, 9.017, 0.245952, 120.569, 11.8619
3, 385, 12.5572, 1.33458e-05, 5.15373, 0.272855, 1.43416, 0.10985, 4.27251, 4.71618, 638.461, 0.0246466, 9.84, 0.2702, 14.1121, 1.14829
1, 386, 14.5488, 2.86251e-05, 1.21503, 0.259922, 0.914944, 0.209197, 0.848398, 1.48539, 632.964, 0.00764805, 14.01, 0.514, 12.8184, 0
0, 387, 9.96576, 2.62163e-05, 0.778634, 0.0842311, 1.74768, 0.279913, 6.52305, 1.64118, 642.98, 0.00873977, 11.302, 1.66311, 19.7523, 4.2961
1, 387, 13.0856, 0.000103422, 0.946291, 0.0189299, 37.1733, 1.16495, -2.11797, 0.0614828, 635.263, 0.00362174, 9.226, 0.267399, 342.961, 14.6397
2, 387, 9.47539, 0.000250011, 0.425154, 0.0229626, 33.0394, 3.1885, -3.34696, 0.279971, 646.222, 0.00845084, 11.5645, 0.457517, 382.084, 39.8515
3, 387, 9.9441, 5.57847e-05, 1.15397, 0.0721816, 6.41994, 0.596591, -7.58985, 0.469762, 643.095, 0.00873054, 8.43, 0.691638, 54.1201, 6.70891
4, 387, 10.9907, 2.15822e-05, 1.6881, 0.0805406, 3.32436, 0.235796, 12.4405, 0.863777, 638.385, 0.0090917, 8.529, 0.334541, 28.3535, 2.29813
0, 388, 11.9042, 3.20526e-05, 1.70966, 0.065662, 6.00616, 0.348134, -4.44592, 0.684855, 637.17, 0.00936466, 10.241, 0.454312, 61.5091, 4.48961
1, 388, 11.866, 4.73467e-05, 2.16836, 0.0759331, 9.73169, 0.510922, 0.471917, 0.417424, 637.202, 0.0101435, 9.7885, 0.384895, 95.2586, 6.24833
0, 389, 16.1435, 0.000249555, 0.324523, 0.181008, 3.29139, 2.70349, -16.4716, 1.38129, 629.255, 0.0182845, 2.9015, 0.133905, 9.54997, 7.85655
2, 389, 14.5893, 5.83825e-05, 0.737231, 0.0388714, 7.97135, 0.620318, -0.821508, 0.165081, 633.07, 0.00432198, 8.1155, 1.09101, 64.6915, 10.0488
3, 389, 16.1537, 0.000179954, 0.744359, 0.0108644, 87.9184, 2.32764, -2.18704, 0.0546989, 629.665, 0.00424055, 6.5435, 0.104882, 575.294, 17.8048
0, 391, 9.84381, 4.41334e-05, 0.630906, 0.0456039, 4.39791, 0.464958, -3.32613, 0.245552, 642.684, 0.00442173, 10.239, 0.767, 45.0302, 5.83462
1, 391, 13.884, 7.19286e-05, 1.01655, 0.0260647, 20.1929, 0.773163, -2.80554, 0.0623014, 632.829, 0.003345, 4.012, 0.0562885, 81.0139, 3.30362
2, 391, 9.19642, 3.6188e-05, 0.919772, 0.0649006, 3.66532, 0.377101, -10.0215, 0.403615, 647.217, 0.00622465, 7.5005, 0.236929, 27.4917, 2.95876
0, 392, 12.1319, 4.04022e-05, 1.01889, 0.12032, 2.37031, 0.421665, -5.42185, 3.13212, 635.612, 0.0170838, 7.339, 0.288422, 17.3957, 3.16921
1, 392, 11.4326, 0.000220594, 0.815282, 0.0343482, 37.6458, 2.48749, -1.72036, 0.112222, 636.33, 0.00661818, 11.864, 0.342221, 446.63, 32.2011
2, 392, 13.3248, 1.80947e-05, 1.19778, 0.0715595, 2.47653, 0.218496, 1.2664, 0.444841, 633.165, 0.00565473, 10.926, 0.205542, 27.0586, 2.44095
3, 392, 14.8262, 0.000123963, 1.0879, 0.0297016, 32.6598, 1.37877, -2.50729, 0.0903455, 630.928, 0.00518658, 7.467, 0.123761, 243.871, 11.0603
0, 393, 12.9299, 1.01603e-05, 1.48853, 0.21286, 1.39467, 0.254336, 7.72378, 1.87835, 634.059, 0.01002, 8.806, 0.518724, 12.2815, 2.35363
1, 393, 13.2318, 0.000210491, 0.677608, 0.0249665, 41.0597, 2.39615, -1.70859, 0.0852288, 633.217, 0.00512626, 5.141, 0.342351, 211.088, 18.6907
