InSight Vortex Database  R. Lorenz et al. (Icarus, submitted)  Generated Wed Jun 24 21:24:10 2020
*************************************************************************************************************************************************************************
Num     Sol     LTST     DP   Nwind  Wmax   Wbef   Waftr  Wdir   Atck    Dcay    Wdth    Solar    Nsolr  Sdip   MinT1   MaxT1   Press    Ls       LMST              UTC
00786    365   14.68    0.82    61   18.8   11.6    8.3   145     1.8     0.9     1.4   -9.990     0    0.000   254.4   255.3   648.1   117.0   14:18:47   2019-12-06T20:42:38
00787    366   11.55    0.86    58   11.8    7.7    5.8   156     4.4    25.3    11.8    0.185     3    0.000   239.4   240.6   653.5   117.4   11:11:14   2019-12-07T18:09:30
00788    366   11.67    1.17    58   23.6   14.0   11.7   135     3.2    15.4    14.4    0.184     2    0.000   243.8   245.2   653.1   117.4   11:18:04   2019-12-07T18:16:32
00789    366   12.52    2.33    62   21.4   14.7   11.5   145    12.6    11.7    18.3   -9.990     0    0.000   250.1   251.7   650.9   117.4   12:09:00   2019-12-07T19:08:52
00790    366   14.44    0.85    58   12.3    9.1    5.5   186    11.3     4.5     8.2   -9.990     0    0.000   248.0   251.6   647.1   117.5   14:04:08   2019-12-07T21:07:10
00791    367   09.71    1.19    60   16.3   14.0    7.8   145     2.5     2.7     3.3   -9.990     0    0.000   223.4   224.2   659.0   117.8   09:20:42   2019-12-08T16:55:32
00792    367   12.08    2.84    60   17.4   11.7   11.4   150     1.2     1.2     1.7    0.184     2    0.000   243.1   244.6   651.8   117.9   11:42:31   2019-12-08T19:21:15
00793    367   12.36    2.08    62   21.9   17.5   14.2   170    20.5    10.5    18.4    0.180     2    0.000   248.6   251.9   650.1   117.9   11:59:41   2019-12-08T19:38:53
00794    367   12.54    0.84    62   19.6   15.3   10.1   130     5.5    21.7    18.4   -9.990     0    0.000   243.9   245.7   650.6   117.9   12:10:00   2019-12-08T19:49:29
00795    368   11.37    1.66    62   17.5   12.6    9.3   140     2.0     1.1     1.9   -9.990     0    0.000   238.4   240.0   651.4   118.3   10:59:47   2019-12-09T19:16:55
00796    368   14.69    0.84    52   13.0    8.1    7.5   155     5.4     1.5     4.1   -9.990     0    0.000   258.2   261.0   646.9   118.4   14:19:09   2019-12-09T22:41:46
00797    369   11.52    1.09    61   19.0   13.7   11.3   145     1.0     0.2     0.7   -9.990     0    0.000   237.5   238.8   650.1   118.8   11:08:32   2019-12-10T20:05:30
00798    369   11.89    0.83    60   17.8   10.3   15.2   166     7.8     3.4     8.1    0.185     2    0.000   246.3   248.7   649.6   118.8   11:31:09   2019-12-10T20:28:44
00799    369   13.55    2.30    62   16.7   14.2    6.5   125     2.7     5.5     5.3   -9.990     0    0.000   248.3   251.1   647.2   118.9   13:10:23   2019-12-10T22:10:42
00800    369   13.63    0.82    62   19.9   11.8   12.5   140    33.5    25.8     6.0   -9.990     0    0.000   250.4   253.2   647.1   118.9   13:15:32   2019-12-10T22:15:59
00801    373   09.38    0.84    62   17.1    7.6    8.3   166     2.9     2.1     3.3   -9.990     0    0.000   218.2   219.8   656.0   120.7   09:00:04   2019-12-14T20:31:51
00802    373   15.24    1.02    59   18.5   13.1    8.5   125    11.2    11.4    18.3   -9.990     0    0.000   248.8   252.4   641.0   120.8   14:51:42   2019-12-15T02:33:09
00803    375   10.66    1.50    61   24.3   12.9   12.0   155     5.1     3.0     4.5    0.173     2    0.000   233.1   234.7   647.1   121.7   10:16:27   2019-12-16T23:09:31
00804    375   12.21    0.90    61   21.0   14.2   10.7   123     5.3    11.9     9.2    0.182     2    0.000   245.1   246.3   644.4   121.7   11:49:20   2019-12-17T00:44:56
00805    375   14.42    0.84    59   16.2    9.7    9.9   140     1.5     0.6     1.2   -9.990     0    0.000   256.0   257.8   640.5   121.8   14:02:02   2019-12-17T03:01:17
00806    375   15.21    1.66    59   19.1   11.3   13.9   148     9.3     1.9     7.9   -9.990     0    0.000   254.3   256.0   640.0   121.8   14:49:15   2019-12-17T03:49:48
00807    376   11.65    2.91    60   18.4   15.3    9.2   145     1.5     0.8     1.5    0.189     2    0.000   238.1   239.9   643.1   122.2   11:15:27   2019-12-18T00:49:43
00808    377   09.27    1.12    60   17.2    9.9    7.6   156     1.7    17.1    18.1   -9.990     0    0.000   217.4   219.2   653.8   122.6   08:52:21   2019-12-18T23:02:17
00809    377   13.07    2.46    61   19.8   12.1   11.1   140     8.9     3.8     7.4   -9.990     0    0.000   248.8   251.6   639.5   122.7   12:40:27   2019-12-19T02:56:39
00810    378   09.93    1.17    62   18.4   14.8   11.0   153    13.1    19.0     3.2   -9.990     0    0.000   225.4   227.1   648.3   123.1   09:31:58   2019-12-20T00:22:35
00811    378   10.28    0.92    50   15.6   11.9    8.8   150    28.8     1.6     1.9   -9.990     0    0.000   229.7   231.3   646.0   123.1   09:53:20   2019-12-20T00:44:32
00812    378   10.64    1.08    60   18.0   15.7    7.6   145     6.4    27.1     7.6   -9.990     0    0.000   231.7   232.9   644.5   123.1   10:14:38   2019-12-20T01:06:25
00813    378   11.14    0.91    60   18.3   15.8   10.6   140     3.7     1.5     2.9   -9.990     0    0.000   233.4   235.0   643.7   123.2   10:44:38   2019-12-20T01:37:14
00814    378   11.40    1.10    62   21.9   17.8   12.0   140    26.3    13.2    19.3   -9.990     0    0.000   237.9   239.5   642.8   123.2   11:00:07   2019-12-20T01:53:08
00815    378   13.12    0.82    60   18.1    8.9    8.0   140     6.7     5.0     4.3   -9.990     0    0.000   251.7   252.7   640.5   123.2   12:43:11   2019-12-20T03:39:03
00816    379   08.87    0.88    61   17.0    9.7    8.1   171     2.4     0.6     1.5   -9.990     0    0.000   214.3   215.1   656.6   123.6   08:28:07   2019-12-20T23:56:33
00817    379   12.49    0.83    61   18.4   10.1   10.9   145    14.0     1.8     5.1    0.181     2    0.000   252.0   253.4   640.5   123.7   12:05:29   2019-12-21T03:39:53
00818    379   14.63    1.06    62   20.4   10.5   10.7   135     4.8     1.1     1.9   -9.990     0    0.000   255.8   257.3   637.8   123.7   14:13:41   2019-12-21T05:51:37
00819    380   13.31    1.64    61   13.9    8.7    8.7   145     0.7     0.3     0.6   -9.990     0    0.000   251.9   253.1   639.0   124.2   12:54:39   2019-12-22T05:10:00
00820    380   14.34    3.83    59   24.0   11.4    8.5   158     4.1     4.0     5.7   -9.990     0    0.000   255.3   257.5   637.1   124.2   13:56:19   2019-12-22T06:13:22
00821    381   10.32    0.90    62   24.2   16.5   12.1   160    31.5    19.4    23.8   -9.990     0    0.000   225.7   227.6   646.9   124.6   09:55:21   2019-12-23T02:45:22
00822    381   10.67    0.85    62   18.4   15.6   11.5   140    29.1     2.7    22.1   -9.990     0    0.000   229.8   231.7   645.3   124.6   10:15:53   2019-12-23T03:06:27
00823    381   11.04    0.83    51   20.3   17.7    8.4   140     8.0    19.4     7.6   -9.990     0    0.000   236.1   238.3   644.1   124.6   10:38:05   2019-12-23T03:29:16
00824    381   11.38    1.26    61   18.7   12.6   13.9   140     1.4     9.2     0.6   -9.990     0    0.000   240.5   242.4   643.6   124.6   10:58:25   2019-12-23T03:50:09
00825    381   11.94    1.20    62   22.7   13.2   10.9   145     4.1     7.6     5.3    0.191     2    0.000   247.1   248.7   642.6   124.6   11:32:01   2019-12-23T04:24:40
00826    381   13.81    1.35    62   24.7   11.8    7.7   145     6.1     3.5     7.8   -9.990     0    0.000   256.2   258.5   638.6   124.7   13:24:37   2019-12-23T06:20:22
00827    382   10.25    1.85    62   17.5   12.5    9.4   140     8.5     4.1     8.2   -9.990     0    0.000   226.5   228.6   645.8   125.1   09:50:53   2019-12-24T03:20:22
00828    382   12.27    1.32    62   21.7   14.2   17.5   145    26.3     4.8     6.4    0.188     2    0.000   251.2   253.8   640.6   125.1   11:52:02   2019-12-24T05:24:50
00829    382   13.46    1.18    61   19.0    9.9    7.7   145     1.5     1.6     2.5   -9.990     0    0.000   257.4   258.0   638.7   125.2   13:03:36   2019-12-24T06:38:22
00830    382   13.51    1.21    62   20.7   14.9    6.9   173    10.6     6.3     9.8   -9.990     0    0.000   255.1   259.2   638.5   125.2   13:06:03   2019-12-24T06:40:53
00831    382   13.60    0.90    60   16.1   11.3    5.2   150     4.3     3.0     4.4   -9.990     0    0.000   255.7   258.6   638.3   125.2   13:11:45   2019-12-24T06:46:45
00832    383   09.41    0.95    62   17.9   11.1    9.5   150     3.1     1.8     3.1   -9.990     0    0.000   220.6   221.5   650.5   125.6   09:00:07   2019-12-25T03:07:47
00833    383   12.11    1.20    61   17.5   13.0   11.7   148     0.6     0.3     0.4    0.191     2    0.000   246.5   248.2   640.4   125.6   11:42:17   2019-12-25T05:54:24
00834    383   12.47    1.12    61   10.3    6.5    6.2   161    11.5     2.9    12.6    0.185     2    0.000   244.5   247.6   639.6   125.6   12:03:38   2019-12-25T06:16:20
00835    383   13.93    1.38    60   16.8   11.8   10.3   140     1.3     0.5     0.9   -9.990     0    0.000   254.1   255.8   637.2   125.6   13:31:03   2019-12-25T07:46:10
00836    383   14.68    1.93    60   17.0    7.9    7.4   155     2.0     3.4     3.7   -9.990     0    0.000   258.1   260.9   635.9   125.7   14:16:28   2019-12-25T08:32:49
00837    385   11.02    1.34    60   26.1    9.7   10.9   151    22.3     2.5     8.6   -9.990     0    0.000   233.2   235.5   640.5   126.6   10:36:32   2019-12-27T06:06:01
00838    385   11.49    1.44    60   19.7   12.3   13.2   155     3.8     2.3     3.0    0.191     2    0.000   243.0   244.8   639.4   126.6   11:04:25   2019-12-27T06:34:41
00839    385   12.56    5.35    59   20.0   15.8   10.9   140     1.1     0.8     1.2    0.184     2    0.000   249.2   251.1   638.4   126.6   12:08:41   2019-12-27T07:40:42
00840    386   14.55    1.13    55   19.7   11.4   14.2   140     0.9     0.4     0.9   -9.990     0    0.000   259.8   261.2   633.0   127.1   14:08:02   2019-12-28T10:22:56
00841    387   09.48    0.81    62   18.3   12.5    7.9   165    12.2     4.5     7.0   -9.990     0    0.000   221.2   222.9   646.0   127.5   09:03:32   2019-12-29T05:49:39
00842    387   09.94    1.21    61   19.7   14.5    8.4   165     5.1     3.6     6.1   -9.990     0    0.000   226.1   227.2   643.0   127.5   09:31:37   2019-12-29T06:18:30
00843    387   09.97    0.89    61   18.4   11.8   13.8   150     3.1     1.1     1.3   -9.990     0    0.000   225.7   226.6   643.0   127.5   09:32:56   2019-12-29T06:19:51
00844    387   10.99    1.80    61   26.0   15.5   10.5   115     5.8     1.3     2.9   -9.990     0    0.000   233.9   236.7   638.3   127.5   10:34:26   2019-12-29T07:23:02
00845    387   13.09    0.99    61   20.5   15.5   16.0   138    25.4    12.2    28.7   -9.990     0    0.000   257.1   259.2   634.6   127.6   12:40:14   2019-12-29T09:32:18
00846    388   11.66    1.05    62   19.7   10.2    9.1   171     1.3     1.3     1.6    0.194     2    0.000   243.0   245.0   637.3   128.0   11:14:14   2019-12-30T08:43:31
00847    388   11.87    2.82    60   24.2   15.5    8.8   161     2.8     7.3     7.4    0.194     2    0.000   247.3   250.8   637.0   128.1   11:26:46   2019-12-30T08:56:24
00848    388   11.90    2.04    60   22.0   13.2   12.0   125     4.2     2.5     4.0    0.194     2    0.000   245.9   247.0   637.0   128.1   11:29:03   2019-12-30T08:58:45
00849    389   14.59    0.94    45   18.2   12.2   10.8   123     8.1     5.6     8.5   -9.990     0    0.000   260.5   262.7   633.0   128.6   14:09:59   2019-12-31T12:23:41
00850    390   11.87    3.36    61   30.1   12.5   10.8   135     3.3     1.3     3.1    0.194     2    0.000   243.6   244.8   635.8   129.0   11:26:39   2020-01-01T10:15:27
00851    390   12.09    2.34    61   21.6   17.3   13.2   140     1.3     0.5     1.1    0.192     4    0.000   246.4   247.6   635.8   129.0   11:39:47   2020-01-01T10:28:57
00852    390   12.26    1.24    61   19.5   11.5   10.3   140     7.6     3.3     4.8    0.189     3    0.000   247.9   250.1   635.5   129.0   11:49:59   2020-01-01T10:39:26
00853    390   13.26    0.88    60   21.1   11.9    6.4   140     9.1     8.1    13.3    0.167     2    0.000   257.9   259.5   634.8   129.1   12:49:49   2020-01-01T11:40:54
