InSight Vortex Database  R. Lorenz et al. (Icarus, submitted)  Generated Wed Jun 24 21:24:10 2020
*************************************************************************************************************************************************************************
Num     Sol     LTST     DP   Nwind  Wmax   Wbef   Waftr  Wdir   Atck    Dcay    Wdth    Solar    Nsolr  Sdip   MinT1   MaxT1   Press    Ls       LMST              UTC
00627    309   15.01    1.52    58   17.0   11.6   10.8   160    11.2     9.2     6.9   -9.990     0    0.000   247.9   249.5   703.4   91.0   14:46:01   2019-10-10T08:13:43
00628    310   08.57    0.87    56   13.8    6.2    7.1   151     3.7     2.7     3.7   -9.990     0    0.000   208.3   209.6   723.6   91.3   08:20:02   2019-10-11T02:16:43
00629    310   09.98    1.83    61   17.8   11.6   10.5   145     3.3     1.7     2.8   -9.990     0    0.000   219.6   220.9   714.5   91.4   09:44:09   2019-10-11T03:43:08
00630    310   11.11    1.38    60   17.0   14.9    8.1   145     1.0     0.6     0.6   -9.990     0    0.000   231.6   233.3   708.9   91.4   10:51:53   2019-10-11T04:52:44
00631    310   11.23    0.80    59   19.1   13.7   10.9   145    19.4    14.7    22.5   -9.990     0    0.000   235.2   236.4   708.4   91.4   10:59:15   2019-10-11T05:00:19
00632    310   12.67    0.92    61   18.4   15.1    9.1   158    31.1    25.4    43.4   -9.990     0    0.000   247.6   248.8   704.9   91.4   12:25:43   2019-10-11T06:29:09
00633    310   13.29    1.04    62   19.9   15.8   10.9   160     7.7    12.9    11.4   -9.990     0    0.000   246.3   250.6   703.2   91.4   13:02:50   2019-10-11T07:07:18
00634    311   09.05    0.98    62   15.2    9.0    7.3   150     3.0     2.8     3.5   -9.990     0    0.000   211.0   211.8   719.9   91.8   08:48:16   2019-10-12T03:25:19
00635    311   09.13    1.50    59   16.2    6.9    5.6   171     1.6     0.8     1.9   -9.990     0    0.000   212.7   213.7   719.3   91.8   08:53:04   2019-10-12T03:30:15
00636    311   11.60    1.46    54   15.6   12.0    9.4   115     2.8     2.1     3.9    0.176     2    0.000   236.5   238.5   705.2   91.9   11:21:33   2019-10-12T06:02:49
00637    311   13.48    0.88    62   12.5    9.1    9.7   158     1.1     1.0     1.2   -9.990     0    0.000   246.9   248.5   700.9   91.9   13:14:10   2019-10-12T07:58:31
00638    311   14.86    1.21    51   18.4   10.5    6.8   160     6.0     6.0     8.9   -9.990     0    0.000   251.4   253.4   698.4   91.9   14:37:15   2019-10-12T09:23:53
00639    313   09.62    0.92    60   11.9    8.5    6.6   151     3.4     2.9     4.6   -9.990     0    0.000   215.1   216.1   715.3   92.7   09:22:07   2019-10-14T05:19:16
00640    313   10.35    2.46    58   15.6   12.5   10.1   125     1.8     1.2     2.0   -9.990     0    0.000   227.6   228.7   710.2   92.7   10:06:09   2019-10-14T06:04:31
00641    313   10.99    2.17    58   22.8   14.0   10.7   140     7.7     2.2     7.2   -9.990     0    0.000   233.2   235.0   707.0   92.8   10:44:51   2019-10-14T06:44:16
00642    313   11.13    1.68    62   15.1   12.9    9.0   130     2.1     1.9     3.1   -9.990     0    0.000   234.4   235.9   706.7   92.8   10:53:07   2019-10-14T06:52:46
00643    313   11.16    1.24    61   16.7   15.6   12.9   125     2.5     0.7     2.3   -9.990     0    0.000   232.3   234.1   706.4   92.8   10:54:52   2019-10-14T06:54:34
00644    313   13.45    0.92    62   17.0   11.9    9.1   161    19.5    16.9    27.2   -9.990     0    0.000   245.4   249.4   698.2   92.8   13:11:53   2019-10-14T09:15:21
00645    313   15.03    0.85    62   17.4   15.9    8.8   095     7.2     1.3     5.5   -9.990     0    0.000   249.1   249.8   697.4   92.8   14:47:06   2019-10-14T10:53:11
00646    314   12.34    2.21    61   17.8   15.4    9.3   135     2.0     1.5     1.9    0.172     2    0.000   245.1   247.8   700.4   93.2   12:05:27   2019-10-15T08:46:41
00647    314   12.63    1.03    61   15.9   14.0    7.1   135     2.4     1.6     2.6   -9.990     0    0.000   240.2   242.0   699.7   93.2   12:22:58   2019-10-15T09:04:40
00648    315   10.22    0.92    62   17.0   11.1    9.7   155     4.8     1.3     3.7   -9.990     0    0.000   224.0   225.1   707.6   93.6   09:57:56   2019-10-16T07:15:15
00649    315   11.07    0.82    60   20.4   16.6   14.1   140    32.3    21.9    26.7   -9.990     0    0.000   233.0   234.2   703.5   93.7   10:49:18   2019-10-16T08:08:01
00650    315   11.83    1.43    61   18.1    9.2    8.5   115     7.1     3.5     5.7    0.176     2    0.000   241.0   242.6   700.7   93.7   11:34:25   2019-10-16T08:54:22
00651    315   12.21    2.67    62   15.6    9.6    6.9   156     1.1     1.1     1.6    0.174     2    0.000   242.5   243.8   699.7   93.7   11:57:17   2019-10-16T09:17:52
00652    315   13.32    0.94    61   18.6   10.8   15.5   125     4.4     7.0     3.7   -9.990     0    0.000   249.2   251.5   696.6   93.7   13:03:52   2019-10-16T10:26:17
00653    316   10.29    3.17    60   18.1   12.9   10.7   128     1.6     2.3     2.6    0.155     2    0.000   226.2   228.1   705.4   94.1   10:01:57   2019-10-17T07:58:57
00654    316   15.76    0.81    61   12.0    9.6    6.4   085    13.8     7.5    17.2   -9.990     0    0.000   247.8   248.7   693.6   94.2   15:30:14   2019-10-17T13:36:16
00655    316   15.78    0.98    62   14.1    9.3    8.2   130     9.4    11.8    15.3   -9.990     0    0.000   245.8   248.4   693.6   94.2   15:31:15   2019-10-17T13:37:18
00656    317   10.29    1.31    61   20.4   13.8   10.4   145     0.8     3.4     2.8   -9.990     0    0.000   224.7   226.0   704.3   94.6   10:02:13   2019-10-18T08:38:49
00657    317   12.46    1.18    61   16.7   11.2    9.6   135     3.1     1.1     2.4   -9.990     0    0.000   243.6   245.7   695.7   94.6   12:11:59   2019-10-18T10:52:10
00658    317   12.81    1.14    61   21.0   11.8    9.5   115     8.8     5.7    10.3   -9.990     0    0.000   241.4   243.7   694.3   94.6   12:33:17   2019-10-18T11:14:03
00659    317   13.34    1.56    62   22.2   12.6   15.0   130     5.7     6.2     8.6   -9.990     0    0.000   243.0   245.1   693.4   94.6   13:04:47   2019-10-18T11:46:24
00660    318   12.20    2.02    62   18.2   13.2    8.8   125     3.8     1.8     2.7    0.173     2    0.000   242.6   243.9   695.7   95.1   11:56:40   2019-10-19T11:16:00
00661    319   09.84    0.93    61   16.5   10.8   11.8   160     3.5     3.6     2.7   -9.990     0    0.000   221.1   221.9   706.0   95.5   09:34:32   2019-10-20T09:29:32
00662    320   08.75    0.82    61   13.0    8.8    7.7   130     1.6     0.7     1.1   -9.990     0    0.000   209.6   210.6   712.7   95.9   08:29:25   2019-10-21T09:02:13
00663    320   10.67    1.19    61   19.1   14.0   10.6   133     1.9     1.8     2.4   -9.990     0    0.000   228.7   230.2   700.5   95.9   10:24:14   2019-10-21T11:00:12
00664    322   10.13    0.93    61   17.0   13.5    5.0   140     0.6     6.9     0.3   -9.990     0    0.000   225.4   226.6   701.0   96.8   09:51:42   2019-10-23T11:45:56
00665    322   14.01    0.80    61   15.7   12.4    8.6   135    11.2     2.4     9.4   -9.990     0    0.000   250.7   252.7   689.0   96.9   13:44:28   2019-10-23T15:45:07
00666    323   11.57    7.45    57   17.9   12.0   10.4   135     6.0     2.1     5.7    0.175     2    0.000   239.0   242.2   693.7   97.3   11:17:53   2019-10-24T13:54:05
00667    324   10.66    1.30    62   17.5   13.7   12.0   145     2.1     0.9     2.2   -9.990     0    0.000   228.6   230.1   695.5   97.8   10:23:09   2019-10-25T13:37:26
00668    324   11.84    0.93    62   19.1   11.2    9.4   135    11.8     2.1    11.4    0.175     2    0.000   244.6   245.7   691.0   97.8   11:34:11   2019-10-25T14:50:25
00669    324   12.59    2.30    61   18.7   11.3    7.1   150     6.0     9.6    11.5   -9.990     0    0.000   240.0   243.1   688.8   97.8   12:19:03   2019-10-25T15:36:32
00670    324   13.05    1.17    61   16.9   11.6    9.3   123     7.2     0.8     3.7   -9.990     0    0.000   244.9   247.0   688.0   97.8   12:46:39   2019-10-25T16:04:53
00671    325   15.80    1.09    61   16.7    7.8    6.9   135    11.1     3.1     3.8    0.043     2    0.000   247.0   248.1   684.6   98.3   15:31:12   2019-10-26T19:33:33
00672    326   10.23    1.56    61   16.4   10.9   11.2   160     3.7     1.6     0.8   -9.990     0    0.000   225.3   226.4   696.9   98.7   09:56:54   2019-10-27T14:29:38
00673    327   10.25    0.92    61   18.0   14.3   11.3   135     7.9     1.2     8.1   -9.990     0    0.000   227.2   228.5   695.3   99.1   09:58:27   2019-10-28T15:10:49
00674    327   10.70    1.07    62   16.5   10.8   11.4   160     2.2     0.9     1.9   -9.990     0    0.000   229.0   230.5   693.3   99.1   10:25:19   2019-10-28T15:38:26
00675    327   15.25    1.84    62   15.3    7.0    7.4   105     3.4     2.3     3.3    0.066     2    0.000   247.7   249.7   682.7   99.2   14:58:14   2019-10-28T20:18:51
00676    328   09.59    0.95    61   13.9    9.1    9.3   146     0.8     0.3     0.8   -9.990     0    0.000   216.1   217.4   697.7   99.6   09:18:14   2019-10-29T15:09:05
00677    328   10.62    1.17    62   17.0   12.8   13.2   140     3.6     2.3     2.3   -9.990     0    0.000   228.7   230.2   691.6   99.6   10:20:01   2019-10-29T16:12:35
00678    328   12.58    3.05    62   18.0    9.8   13.5   141     1.1     0.9     1.5   -9.990     0    0.000   241.6   243.0   685.3   99.6   12:17:55   2019-10-29T18:13:42
00679    328   12.92    1.03    61   14.9   11.1    6.7   125     0.2     0.4     0.4   -9.990     0    0.000   246.1   247.5   684.5   99.7   12:38:01   2019-10-29T18:34:21
00680    328   15.09    1.16    62   13.8    9.6    6.0   148    15.4     5.3     9.2   -9.990     0    0.000   250.3   251.7   680.3   99.7   14:48:37   2019-10-29T20:48:33
00681    329   09.91    0.95    62   16.1   12.3    9.9   138     3.5     0.7     2.1   -9.990     0    0.000   221.5   222.9   692.5   100.0   09:37:40   2019-10-30T16:08:38
00682    330   08.88    1.05    62   15.5    6.3    6.6   160     1.3     1.6     2.0   -9.990     0    0.000   208.7   209.7   700.4   100.5   08:35:51   2019-10-31T15:44:43
00683    330   10.94    1.49    61   16.0   10.0    9.5   135     2.5     1.6     2.5   -9.990     0    0.000   230.3   233.4   686.5   100.5   10:39:04   2019-10-31T17:51:19
00684    330   14.00    2.80    59   17.4   16.3    6.6   166    21.7    12.6    26.9   -9.990     0    0.000   248.8   256.1   678.8   100.6   13:43:01   2019-10-31T21:00:20
00685    330   14.16    1.78    61   15.6   10.6   10.5   138     4.9     1.4     4.5   -9.990     0    0.000   245.1   246.9   679.9   100.6   13:52:19   2019-10-31T21:09:53
00686    331   11.80    1.24    61   25.6   10.8   10.7   135     6.0     2.8     4.2    0.176     2    0.000   243.2   244.6   683.3   101.0   11:30:36   2019-11-01T19:23:51
00687    331   12.58    2.71    60   20.6   11.4    7.0   151     6.2     8.0     9.9   -9.990     0    0.000   247.4   249.6   680.9   101.0   12:17:17   2019-11-01T20:11:49
00688    331   13.53    1.27    62   16.8   14.1    5.9   158    14.7     9.9    18.9   -9.990     0    0.000   250.3   255.1   678.3   101.0   13:14:41   2019-11-01T21:10:48
00689    333   10.00    0.90    62   17.7   14.7    8.3   140     6.7     8.2     9.1   -9.990     0    0.000   222.1   223.9   691.9   101.9   09:42:39   2019-11-03T18:52:06
00690    333   10.09    1.38    62   14.7   10.1    8.2   135     1.6     4.3     0.7   -9.990     0    0.000   224.2   225.4   691.6   101.9   09:47:38   2019-11-03T18:57:13
00691    333   12.39    1.07    62   15.1   11.1    7.0   115     8.2     7.1     9.8    0.172     2    0.000   241.1   243.5   682.2   101.9   12:05:33   2019-11-03T21:18:56
00692    334   09.38    1.27    62   16.3   10.5    7.5   165     2.6     1.1     2.3    0.121     2    0.000   215.3   216.4   694.3   102.3   09:04:54   2019-11-04T18:52:54
00693    334   11.47    1.97    61   18.4    9.3   11.3   130     1.6     0.7     2.0    0.177     2    0.000   236.8   238.9   684.2   102.4   11:10:46   2019-11-04T21:02:14
00694    334   11.59    1.69    62   15.5   10.5   11.4   135     6.6     5.9     7.8    0.177     2    0.000   239.8   241.1   683.6   102.4   11:17:25   2019-11-04T21:09:04
00695    334   11.79    1.32    62   16.0    8.7    7.9   125     2.5     2.3     3.1    0.177     2    0.000   241.2   242.7   683.2   102.4   11:29:39   2019-11-04T21:21:38
00696    334   12.12    1.07    62   14.9   12.2   10.3   135     2.0     0.5     1.7    0.175     2    0.000   242.2   243.6   682.2   102.4   11:49:38   2019-11-04T21:42:10
00697    334   13.79    0.88    61   14.8    7.1    7.2   115     0.9     1.3     1.4   -9.990     0    0.000   255.4   256.6   677.7   102.4   13:29:38   2019-11-04T23:24:56
00698    334   14.96    1.41    62   15.0   10.1    7.9   133    21.9     1.1    21.3   -9.990     0    0.000   252.9   255.8   676.2   102.5   14:39:54   2019-11-05T00:37:07
00699    334   15.54    1.61    62   14.1    7.0    3.5   125     3.4     3.3     4.6    0.053     2    0.000   253.6   256.0   676.0   102.5   15:14:53   2019-11-05T01:13:04
00700    335   10.41    1.94    62   18.2   14.0    7.8   135     3.5     1.8     1.5   -9.990     0    0.000   225.9   227.7   685.5   102.8   10:06:47   2019-11-05T20:36:05
00701    335   10.49    0.96    61   16.4   14.2   10.3   140     9.9     5.4    10.4   -9.990     0    0.000   226.9   228.1   685.0   102.8   10:11:33   2019-11-05T20:40:58
00702    335   12.41    1.03    61   18.0   11.3   11.2   135     4.8     0.7     3.5    0.172     2    0.000   245.6   246.9   678.9   102.9   12:06:47   2019-11-05T22:39:23
00703    335   12.79    0.93    61   18.0   11.7   12.3   135    17.4     4.4     5.3    0.165     2    0.000   245.2   246.2   677.7   102.9   12:29:42   2019-11-05T23:02:55
00704    335   13.12    1.09    61   17.5   11.6    7.2   125     6.8     4.1     5.4    0.156     2    0.000   241.7   244.2   676.8   102.9   12:49:09   2019-11-05T23:22:54
00705    336   11.19    2.14    61   14.2    9.0    8.0   125     8.7     5.4     8.1   -9.990     0    0.000   233.1   235.2   682.9   103.3   10:53:38   2019-11-06T22:03:49
00706    336   12.34    2.01    61   17.0    7.5    8.6   120     1.3     0.5     1.2    0.171     2    0.000   247.9   249.1   679.9   103.3   12:02:09   2019-11-06T23:14:12
00707    336   12.88    1.00    61   17.0    9.4    6.9   095     2.5     1.0     2.7   -9.990     0    0.000   250.0   251.5   677.9   103.3   12:34:58   2019-11-06T23:47:55
00708    337   11.18    1.07    62   18.1   12.2   12.8   145     5.7     3.9     7.5   -9.990     0    0.000   230.9   232.0   681.1   103.8   10:52:25   2019-11-07T22:42:09
00709    337   11.38    4.92    58   19.5   13.1    7.9   110     6.9     6.2     9.2   -9.990     0    0.000   233.7   236.2   680.0   103.8   11:04:32   2019-11-07T22:54:36
00710    337   14.76    0.84    62   15.6    8.9   10.6   135     5.6     6.3     5.9    0.089     2    0.000   254.6   255.8   672.5   103.8   14:27:37   2019-11-08T02:23:16
00711    338   10.90    0.89    60   20.5   14.3   12.1   140     2.4     0.9     2.8   -9.990     0    0.000   230.7   232.2   681.0   104.2   10:36:02   2019-11-08T23:04:54
00712    339   09.88    2.57    62   17.0    8.5   10.1   128     2.3     2.1     3.0   -9.990     0    0.000   222.5   223.6   684.8   104.7   09:34:10   2019-11-09T22:40:55
00713    339   12.92    1.43    62   17.7   10.4    9.9   123     1.7     0.3     1.6    0.162     2    0.000   251.7   252.7   673.5   104.7   12:36:33   2019-11-10T01:48:19
00714    339   12.94    1.49    61   20.6   17.3   10.6   160     8.1     6.7    10.8    0.162     2    0.000   249.0   252.2   673.2   104.7   12:37:56   2019-11-10T01:49:44
00715    340   11.33    0.82    61   17.6   10.7    9.7   125    18.2     1.0    18.0    0.175     2    0.000   235.6   238.5   677.4   105.2   11:01:16   2019-11-11T00:50:01
00716    340   12.38    0.86    62   17.2   11.4    9.8   135     0.4     0.3     0.5    0.172     2    0.000   242.7   243.5   674.9   105.2   12:04:30   2019-11-11T01:54:59
00717    341   11.34    1.23    62   20.4   12.6   12.2   130     8.7     5.7    10.5    0.176     2    0.000   234.2   236.4   675.8   105.6   11:01:52   2019-11-12T01:30:12
00718    341   11.94    0.95    62   19.0   11.1    9.5   130     8.2     2.2     9.1    0.177     2    0.000   244.1   246.0   674.3   105.6   11:37:40   2019-11-12T02:07:00
00719    341   12.16    1.25    61   19.2   16.2    8.4   128     8.0     7.3     6.2    0.174     3    0.000   238.4   240.9   673.5   105.6   11:50:48   2019-11-12T02:20:29
00720    341   12.36    1.11    62   20.2   16.7   11.0   125     7.8     3.8     7.6    0.172     2    0.000   241.1   242.5   672.8   105.6   12:03:03   2019-11-12T02:33:04
00721    341   13.16    1.17    61   19.6   11.9    8.4   130     6.6     2.3     1.5   -9.990     0    0.000   243.2   245.1   670.8   105.7   12:50:59   2019-11-12T03:22:19
00722    341   13.36    1.14    62   14.5   11.6    9.4   135     2.8     3.1     4.3   -9.990     0    0.000   248.7   252.0   670.5   105.7   13:02:48   2019-11-12T03:34:28
00723    341   13.84    1.15    62   18.4   10.2   13.6   130     4.8    10.3    10.2    0.131     2    0.000   243.7   245.6   669.3   105.7   13:31:51   2019-11-12T04:04:18
00724    342   11.16    1.33    62   -Inf   -9.9   -9.9   155    16.2     4.2     7.3    0.176     2    0.000   236.9   239.4   674.5   106.1   10:50:52   2019-11-13T01:58:29
00725    342   11.71    1.56    61   -Inf   -9.9   -9.9   125     5.0     1.6     5.1    0.178     2    0.000   239.9   241.6   673.6   106.1   11:23:45   2019-11-13T02:32:16
00726    342   12.13    0.94    61   -Inf   -9.9   -9.9   115     1.7     1.0     2.1    0.177     2    0.000   239.7   241.9   672.7   106.1   11:49:00   2019-11-13T02:58:14
00727    343   10.18    0.96    62   18.8   14.7    9.7   150     5.0     1.1     2.7   -9.990     0    0.000   226.9   228.9   677.7   106.5   09:52:07   2019-11-14T01:37:43
00728    343   11.23    0.89    59   19.2   15.5   11.5   135     1.5     1.2     1.7   -9.990     0    0.000   235.4   236.9   674.2   106.6   10:54:38   2019-11-14T02:41:57
00729    343   13.55    1.94    59   -Inf   -9.9   -9.9   156    10.0    12.7    19.0    0.143     3    0.000   247.6   249.5   667.6   106.6   13:14:11   2019-11-14T05:05:20
00730    343   14.95    1.14    62   -Inf   -9.9   -9.9   141     4.4     2.3     5.3   -9.990     0    0.000   255.1   257.9   666.8   106.6   14:37:49   2019-11-14T06:31:16
00731    344   09.35    0.82    60   14.8   13.1    8.3   160     4.9     2.3     4.2   -9.990     0    0.000   217.5   219.0   682.7   107.0   09:01:40   2019-11-15T01:25:27
00732    344   09.82    1.09    62   15.7    9.6    8.5   150     3.9     2.3     3.5   -9.990     0    0.000   223.0   224.2   679.8   107.0   09:29:58   2019-11-15T01:54:33
00733    345   09.29    0.83    62   17.0   10.3    8.3   150     1.9     1.5     2.1   -9.990     0    0.000   215.6   216.4   681.3   107.4   08:58:17   2019-11-16T02:01:34
00734    345   11.60    0.85    62   16.9   13.0   13.3   130     2.6     0.6     2.1    0.180     2    0.000   237.9   240.1   671.8   107.5   11:16:34   2019-11-16T04:23:39
00735    345   11.62    1.05    61   20.4   16.7   12.7   133     5.7    16.8     5.8    0.180     2    0.000   240.7   241.6   671.7   107.5   11:18:15   2019-11-16T04:25:23
00736    345   13.60    1.31    62   18.2   13.5   11.5   133     7.9     2.5     6.1    0.143     2    0.000   247.3   249.3   666.9   107.5   13:16:33   2019-11-16T06:26:57
00737    346   14.95    3.38    61   21.6   19.8   17.1   125    14.0    20.7    29.2   -9.990     0    0.000   246.0   248.3   662.4   108.0   14:37:50   2019-11-17T08:30:03
00738    348   12.63    2.33    61   -Inf   -9.9   -9.9   138     3.2     1.5     2.7    0.171     5    0.000   242.9   245.3   667.0   108.9   12:18:16   2019-11-19T07:25:49
00739    349   09.51    1.65    62   -Inf   -9.9   -9.9   165     2.3     1.8     3.6   -9.990     0    0.000   218.3   220.0   677.1   109.3   09:11:01   2019-11-20T04:53:00
00740    349   12.68    1.64    62   -Inf   -9.9   -9.9   120     2.6     3.1     3.4    0.169     2    0.000   246.9   248.3   666.5   109.4   12:21:12   2019-11-20T08:08:25
00741    349   13.16    1.67    60   -Inf   -9.9   -9.9   156    12.4     6.0    14.5    0.158     3    0.000   250.2   253.3   664.8   109.4   12:49:49   2019-11-20T08:37:49
00742    350   09.23    1.42    60   18.2    9.9    7.4   151     1.0     1.1     1.6   -9.990     0    0.000   214.1   215.4   678.6   109.8   08:53:43   2019-11-21T05:14:49
00743    350   11.69    1.71    61   19.4   -9.9    9.8   153     7.3     2.6     6.4    0.180     2    0.000   240.3   242.4   667.1   109.8   11:21:33   2019-11-21T07:46:43
00744    351   08.63    1.07    62   16.6    8.5    8.3   153     1.5     1.0     1.6   -9.990     0    0.000   208.3   209.4   681.4   110.2   08:17:57   2019-11-22T05:17:40
00745    351   11.55    0.85    61   17.5   13.5    8.1   123    32.3    23.3    33.8    0.182     2    0.000   240.0   242.3   666.6   110.3   11:13:08   2019-11-22T08:17:40
00746    351   14.46    0.84    62   15.9   10.4    8.4   135     1.5     0.5     1.1   -9.990     0    0.000   254.7   255.2   660.3   110.4   14:07:50   2019-11-22T11:17:10
00747    352   11.91    1.66    62   16.4   12.8    9.0   125    14.6    10.3    17.2    0.181     2    0.000   238.7   241.6   663.8   110.8   11:34:32   2019-11-23T09:19:14
00748    353   10.45    1.53    61   20.4   14.2    9.5   140     1.1     1.0     1.6   -9.990     0    0.000   227.7   229.4   666.7   111.2   10:06:28   2019-11-24T08:28:19
00749    353   12.10    0.81    61   18.1   11.1    8.7   135     4.7     7.5     8.1    0.180     2    0.000   241.9   243.6   663.0   111.3   11:45:27   2019-11-24T10:10:02
00750    353   13.27    3.75    61   22.0   13.8    8.1   090    11.3     4.2    12.3    0.156     3    0.000   244.6   247.8   660.3   111.3   12:56:07   2019-11-24T11:22:38
00751    354   11.66    1.08    61   19.8   11.5    9.9   145     4.1     6.5     3.9    0.182     2    0.000   237.8   239.0   663.6   111.7   11:19:09   2019-11-25T10:22:36
00752    354   12.03    1.03    61   23.9   13.8   12.5   155     3.6    11.9     7.2    0.181     2    0.000   239.8   241.3   662.7   111.7   11:41:21   2019-11-25T10:45:25
00753    354   12.67    1.11    62   21.0   12.4   12.9   130    29.1    19.7    20.5   -9.990     0    0.000   242.0   243.8   660.8   111.7   12:19:52   2019-11-25T11:24:59
00754    354   12.84    1.00    62   18.3   13.1   13.3   150    13.4     2.4     4.3   -9.990     0    0.000   248.6   250.2   660.7   111.7   12:30:11   2019-11-25T11:35:35
00755    355   10.23    1.00    62   18.2   10.3   12.1   145     1.3     0.4     1.1   -9.990     0    0.000   227.1   228.0   666.2   112.2   09:53:21   2019-11-26T09:34:01
00756    355   12.94    1.83    61   18.4   10.5   11.4   150     1.3     0.4     1.1   -9.990     0    0.000   245.9   246.7   659.8   112.2   12:36:03   2019-11-26T12:21:12
00757    355   15.42    1.78    59   15.5   11.4    6.7   145     8.0     6.6    10.7   -9.990     0    0.000   250.1   251.3   656.7   112.3   15:04:29   2019-11-26T14:53:43
00758    356   13.05    1.78    60   17.7   11.1    9.1   176     7.3    17.9    19.4   -9.990     0    0.000   252.6   254.5   658.2   112.7   12:42:24   2019-11-27T13:07:19
00759    357   09.27    0.90    57   15.9   10.2    8.4   161     6.3     3.5     6.5   -9.990     0    0.000   216.4   217.8   670.0   113.1   08:55:36   2019-11-28T09:53:52
00760    357   12.97    0.94    62   18.9   10.1    7.0   145     1.9     1.2     2.0   -9.990     0    0.000   248.3   249.6   658.8   113.2   12:37:17   2019-11-28T13:41:38
00761    357   14.20    1.14    62   16.9    8.7    5.9   065     3.0     2.2     3.1   -9.990     0    0.000   256.3   257.1   656.0   113.2   13:51:15   2019-11-28T14:57:39
00762    358   10.13    0.98    59   17.8   12.7   10.6   130     3.8     7.3     9.6   -9.990     0    0.000   223.8   225.1   665.8   113.6   09:47:12   2019-11-29T11:26:28
00763    359   11.14    1.14    53   17.8   11.4    8.8   110     3.7     1.0     2.3   -9.990     0    0.000   234.4   236.1   661.1   114.1   10:47:10   2019-11-30T13:07:41
00764    359   11.15    0.92    51   18.7   15.2   11.3   140    24.4    21.6     7.8   -9.990     0    0.000   235.7   238.3   661.0   114.1   10:48:07   2019-11-30T13:08:39
00765    359   12.23    1.62    58   19.1   12.4    9.2   145     3.2     2.5     3.8    0.180     2    0.000   244.3   246.4   659.0   114.1   11:52:45   2019-11-30T14:15:03
00766    359   15.41    1.40    61   18.1   15.9   11.6   140    12.5    17.7    23.1   -9.990     0    0.000   253.4   256.0   653.5   114.2   15:03:39   2019-11-30T17:31:12
00767    360   10.14    1.06    61   18.7   15.6   10.0   140     2.6     0.3     0.7   -9.990     0    0.000   225.9   227.7   663.5   114.5   09:47:31   2019-12-01T12:45:59
00768    360   10.78    1.73    61   16.3   12.0   10.7   153     1.5     0.4     0.5   -9.990     0    0.000   232.6   234.6   661.0   114.5   10:25:26   2019-12-01T13:24:56
00769    360   11.12    1.90    62   19.5   15.5   12.2   145     1.9     1.4     2.1   -9.990     0    0.000   234.0   235.3   659.9   114.5   10:46:15   2019-12-01T13:46:19
00770    360   11.21    1.33    61   20.0   14.5    9.5   145     1.9     1.5     2.5   -9.990     0    0.000   238.1   239.4   659.6   114.5   10:51:39   2019-12-01T13:51:52
00771    360   12.59    0.86    61   12.4    6.7    7.4   148     1.8     1.3     1.9   -9.990     0    0.000   243.3   247.0   657.1   114.6   12:14:16   2019-12-01T15:16:45
00772    360   12.67    2.04    62   17.2   10.1   10.7   166     3.3     1.0     2.4   -9.990     0    0.000   245.2   246.7   656.5   114.6   12:18:50   2019-12-01T15:21:26
00773    361   11.36    1.12    62   24.8   15.2   10.7   150    19.4    23.7    18.9   -9.990     0    0.000   238.1   239.6   657.0   115.0   11:00:13   2019-12-02T14:40:15
00774    361   12.39    0.85    60   14.0   10.0    6.8   150    11.9     3.8    13.9    0.179     2    0.000   246.0   247.5   655.8   115.0   12:02:07   2019-12-02T15:43:52
00775    361   13.19    1.01    62   15.7   13.6    8.2   145    12.9     4.1    10.5    0.160     2    0.000   251.2   252.8   653.9   115.1   12:49:49   2019-12-02T16:32:52
00776    362   12.35    1.04    61   19.9    9.6   10.3   155    15.8     4.8    14.9    0.178     2    0.000   242.0   244.9   655.2   115.5   11:59:46   2019-12-03T16:21:02
00777    362   13.69    1.09    61   18.8   13.9    8.1   145     5.0    11.8     3.4   -9.990     0    0.000   256.4   258.9   652.4   115.5   13:19:48   2019-12-03T17:43:16
00778    363   08.83    1.01    58   14.6    6.2    6.6   151     2.4     1.4     2.4   -9.990     0    0.000   213.3   214.5   670.3   115.9   08:28:27   2019-12-04T13:23:30
00779    363   09.30    1.31    61   18.3    9.0    9.4   151     1.3     0.6     1.1   -9.990     0    0.000   216.8   218.2   666.2   115.9   08:56:25   2019-12-04T13:52:14
00780    364   13.46    3.53    60   31.6   18.3    8.3   165     6.1    21.0    22.0   -9.990     0    0.000   252.2   256.7   648.9   116.5   13:06:01   2019-12-05T18:48:17
00781    364   13.93    2.39    60   17.9   12.2   11.0   145     3.1     2.6     3.7   -9.990     0    0.000   251.5   253.6   649.4   116.5   13:34:10   2019-12-05T19:17:12
00782    364   14.00    0.88    61   19.5   13.2   10.0   160     5.0    14.2    18.3   -9.990     0    0.000   249.3   253.4   649.7   116.5   13:38:04   2019-12-05T19:21:13
00783    365   13.29    0.96    51   16.1    4.1    7.9   291     8.4    21.6    16.4    0.156     2    0.000   250.1   252.7   649.9   117.0   12:55:20   2019-12-06T19:16:54
00784    365   13.48    1.34    62   18.3   10.3    9.8   155     3.6     4.3     4.1   -9.990     0    0.000   245.2   247.9   650.2   117.0   13:06:51   2019-12-06T19:28:43
00785    365   14.55    1.03    60   13.5    8.2    9.8   160    20.4     8.8    18.3   -9.990     0    0.000   257.0   260.1   647.9   117.0   14:11:25   2019-12-06T20:35:04
