sol, median_wind, 0_median_wind, 0_hour_fraction, 1_median_wind, 1_hour_fraction, 2_median_wind, 2_hour_fraction, 3_median_wind, 3_hour_fraction, 4_median_wind, 4_hour_fraction, 5_median_wind, 5_hour_fraction, 6_median_wind, 6_hour_fraction, 7_median_wind, 7_hour_fraction, 8_median_wind, 8_hour_fraction, 9_median_wind, 9_hour_fraction, 10_median_wind, 10_hour_fraction, 11_median_wind, 11_hour_fraction, 12_median_wind, 12_hour_fraction, 13_median_wind, 13_hour_fraction, 14_median_wind, 14_hour_fraction, 15_median_wind, 15_hour_fraction, 16_median_wind, 16_hour_fraction, 17_median_wind, 17_hour_fraction, 18_median_wind, 18_hour_fraction, 19_median_wind, 19_hour_fraction, 20_median_wind, 20_hour_fraction, 21_median_wind, 21_hour_fraction, 22_median_wind, 22_hour_fraction, 23_median_wind, 23_hour_fraction
248, 4.1375, 3.307, 0.999722, 3.5685, 0.999722, 3.142, 0.999722, 3.327, 0.999722, 3.981, 0.999722, 3.784, 0.999722, 4.568, 0.999722, 5.397, 0.999722, 4.9865, 0.999722, 6.177, 0.999722, 8.426, 0.999722, 10.411, 0.999722, 8.849, 0.999722, 8.4045, 0.999722, 7.494, 0.999722, 7.5405, 0.999722, 5.954, 0.999722, 0.232, 0.988889, 0.701, 0.984167, 1.887, 0.995278, 1.751, 0.999722, 2.109, 0.999722, 3.648, 0.999722, 3.312, 0.999722
249, 3.884, 2.512, 0.999722, 2.921, 0.999722, 3.276, 0.999722, 3.497, 0.999722, 3.864, 0.999722, 3.705, 0.999722, 3.709, 0.999722, 5.1375, 0.999722, 4.585, 0.999722, 5.855, 0.999722, 8.239, 0.999722, 10.447, 0.999722, 9.435, 0.999722, 8.771, 0.999722, 8.418, 0.999722, 7.506, 0.999722, 5.841, 0.999722, 0.239, 0.999444, 2.106, 0.998889, 1.162, 0.998889, 2.021, 0.973889, 2.273, 0.999722, 2.861, 0.999722, 3.553, 0.999722
250, 3.781, 2.537, 0.999722, 3.374, 0.999722, 3.37, 0.999722, 3.163, 0.999722, 3.437, 0.999722, 3.665, 0.999722, 3.55, 0.999722, 5.219, 0.999722, 6.134, 0.999722, 6.8515, 0.999722, 8.067, 0.999722, 9.352, 0.999722, 9.08, 0.999722, 7.489, 0.999722, 7.8945, 0.999722, 7.507, 0.999722, 5.824, 0.999722, 0.439, 0.999722, 0.71, 0.998889, 1.621, 0.999722, 1.264, 0.999722, 2.256, 0.999722, 3.693, 0.999722, 2.859, 0.999722
251, 3.839, 3.0685, 0.999722, 3.5055, 0.999722, 3.355, 0.999722, 2.566, 0.999722, 3.005, 0.999722, 3.364, 0.999722, 4.152, 0.999722, 5.0075, 0.999722, 4.456, 0.999722, 6.562, 0.999722, 8.732, 0.999722, 10.012, 0.999722, 9.239, 0.999722, 8.493, 0.999722, 8.5055, 0.999722, 6.975, 0.999722, 5.9695, 0.999722, 0.2355, 0.998333, 1.183, 0.996389, 0.506, 0.990278, 1.88, 0.993333, 1.996, 0.999722, 3.603, 0.999722, 3.546, 0.999722
252, 3.95, 3.295, 0.999722, 3.4435, 0.999722, 3.508, 0.999722, 2.79, 0.999722, 3.261, 0.999722, 3.787, 0.999722, 4.2765, 0.999722, 5.456, 0.999722, 6.043, 0.999722, 7.758, 0.999722, 9.4005, 0.999722, 9.951, 0.999722, 9.244, 0.999722, 8.61, 0.999722, 7.621, 0.999722, 7.1495, 0.999722, 5.894, 0.999722, 0.234, 0.996389, 1.25, 0.998611, 1.905, 0.999722, 1.757, 0.999722, 1.974, 0.999722, 3.3385, 0.999722, 3.397, 0.999722
253, 4.131, 3.623, 0.999722, 3.404, 0.999722, 2.711, 0.999722, 3.203, 0.999722, 3.538, 0.999722, 3.9185, 0.999722, 4.6045, 0.999722, 5.175, 0.999722, 5.698, 0.999722, 8.104, 0.999722, 9.6355, 0.999722, 9.939, 0.999722, 8.582, 0.999722, 8.329, 0.999722, 7.204, 0.999722, 6.6625, 0.999722, 5.677, 0.999722, 0.402, 0.999444, 1.7, 0.999167, 1.8105, 0.999444, 1.999, 0.999722, 2.266, 0.999722, 3.4115, 0.999722, 3.615, 0.999722
254, 4.099, 3.213, 0.999722, 3.418, 0.999722, 3.411, 0.999722, 3.508, 0.999722, 4.102, 0.999722, 3.9165, 0.999722, 3.8295, 0.999722, 5.1075, 0.999722, 5.0545, 0.999722, 7.73, 0.999722, 9.467, 0.999722, 9.814, 0.999722, 9.504, 0.999722, 8.911, 0.999722, 7.8565, 0.999722, 7.517, 0.999722, 5.652, 0.999722, 0.235, 0.999444, 1.916, 0.999722, 1.96, 0.863889, 2.009, 0.226667, 2.0125, 0.999722, 2.838, 0.999722, 3.562, 0.999722
255, 4.067, 3.764, 0.999722, 3.544, 0.999722, 3.371, 0.999722, 3.575, 0.999722, 3.81, 0.999722, 4.163, 0.999722, 4.305, 0.999722, 5.585, 0.999722, 5.376, 0.999722, 7.402, 0.999722, 9.103, 0.999722, 10.019, 0.999722, 9.149, 0.999722, 8.077, 0.999722, 7.632, 0.999722, 6.331, 0.999722, 5.1495, 0.999722, 0.429, 0.999722, 1.884, 0.998333, 1.816, 0.999722, 1.929, 0.999722, 1.995, 0.999722, 3.356, 0.999722, 3.572, 0.999722
256, 3.862, 3.408, 0.999722, 3.424, 0.999722, 3.502, 0.999722, 3.471, 0.999722, 3.0615, 0.999722, 2.957, 0.999722, 4.3155, 0.999722, 5.778, 0.999722, 6.18, 0.999722, 7.896, 0.999722, 9.648, 0.999722, 10.867, 0.999722, 9.7995, 0.999722, 8.4525, 0.999722, 7.3025, 0.999722, 7.2415, 0.999722, 5.7265, 0.999722, 0.451, 0.999444, 1.994, 0.9975, 1.77, 0.996389, 1.896, 0.999722, 1.983, 0.999722, 2.547, 0.999722, 3.6, 0.999722
257, 3.774, 3.303, 0.999722, 3.536, 0.999722, 3.376, 0.999722, 3.2075, 0.999722, 3.425, 0.999722, 3.647, 0.999722, 4.04, 0.999722, 5.038, 0.999722, 4.644, 0.999722, 7.57, 0.999722, 9.177, 0.999722, 9.719, 0.999722, 9.171, 0.999722, 8.847, 0.999722, 7.699, 0.999722, 8.175, 0.999722, 5.721, 0.999722, 0.412, 0.999722, 1.912, 0.998611, 1.954, 0.9975, 1.903, 0.999722, 1.975, 0.999722, 2.9255, 0.999722, 3.57, 0.999722
258, 3.881, 2.94, 0.999722, 3.586, 0.999722, 3.488, 0.999722, 2.984, 0.999722, 3.384, 0.999722, 3.934, 0.999722, 3.3485, 0.999722, 4.552, 0.999722, 6.488, 0.999722, 9.038, 0.999722, 9.543, 0.999722, 9.7315, 0.999722, 9.484, 0.999722, 9.408, 0.999722, 8.6975, 0.999722, 7.3775, 0.999722, 5.899, 0.999722, 0.4545, 0.998333, 0.677, 0.998333, 1.794, 0.999722, 1.887, 0.999722, 1.988, 0.999722, 2.252, 0.999722, 3.4895, 0.999722
259, 3.814, 3.1905, 0.999722, 3.447, 0.999722, 3.492, 0.999722, 3.612, 0.999722, 3.141, 0.999722, 3.375, 0.999722, 3.762, 0.999722, 4.832, 0.999722, 5.2825, 0.999722, 7.753, 0.999722, 9.063, 0.999722, 9.968, 0.999722, 10.0045, 0.999722, 8.8275, 0.999722, 8.224, 0.999722, 7.6155, 0.999722, 5.766, 0.999722, 1.418, 0.999722, 2.0175, 0.999722, 1.807, 0.999722, 1.7605, 0.999722, 2.842, 0.999722, 2.821, 0.999722, 3.551, 0.999722
260, 3.328, 3.477, 0.999722, 3.664, 0.999722, 3.881, 0.999722, 2.932, 0.999722, 2.731, 0.999722, 3.44, 0.999722, 3.936, 0.999722, 4.9885, 0.526667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.54, 0.56, 4.8965, 0.999722, 0.458, 0.998056, 1.915, 0.998889, 1.943, 0.999722, 1.739, 0.999722, 1.972, 0.999722, 2.546, 0.999722, 3.563, 0.999722
261, 3.685, 3.432, 0.998889, 3.417, 0.999722, 3.4, 0.999722, 3.587, 0.999722, 3.549, 0.999722, 2.9355, 0.999722, 3.258, 0.999722, 4.571, 0.999722, 8.438, 0.999722, 10.408, 0.999722, 9.893, 0.999722, 10.438, 0.998611, 10.6475, 0.9975, 9.1095, 0.997778, 8.787, 0.9975, 7.938, 0.995, 5.8755, 0.997778, 0.618, 0.96, 1.747, 0.959722, 1.611, 0.992222, 1.701, 0.997778, 1.9765, 0.995, 2.384, 0.997778, 3.418, 0.997778
262, 3.704, 3.45, 0.996111, 3.4195, 0.997778, 3.506, 0.997778, 3.334, 0.997778, 2.236, 0.995, 2.3105, 0.9975, 2.988, 0.997778, 4.238, 0.997778, 5.1895, 0.997778, 9.035, 0.997778, 9.971, 0.995, 10.266, 0.9975, 9.1205, 0.997778, 8.456, 0.9975, 8.003, 0.997778, 7.7445, 0.997778, 5.7965, 0.997778, 0.46, 0.9925, 1.241, 0.995, 1.83, 0.9975, 1.733, 0.949167, 1.993, 0.989444, 3.3055, 0.997778, 2.8235, 0.9975
263, 3.658, 2.617, 0.996111, 3.2695, 0.9975, 3.9565, 0.997778, 3.204, 0.9975, 3.0185, 0.997778, 3.3855, 0.9975, 2.1765, 0.995, 4.2885, 0.9975, 6.1685, 0.997778, 9.431, 0.9975, 10.263, 0.997778, 9.8055, 0.9975, 9.302, 0.997778, 9.181, 0.995, 8.72, 0.997778, 7.635, 0.9975, 5.674, 0.997778, 2.149, 0.9975, 1.977, 0.9925, 2.04, 0.997778, 1.985, 0.995, 1.982, 0.9975, 3.066, 0.997778, 3.376, 0.9975
264, 3.627, 3.332, 0.998889, 3.272, 0.9975, 3.253, 0.995, 3.337, 0.9975, 3.0075, 0.997778, 2.909, 0.9975, 3.6735, 0.997778, 4.4065, 0.997778, 5.393, 0.997778, 7.9985, 0.995, 8.997, 0.997778, 9.557, 0.9975, 9.488, 0.997778, 8.591, 0.997778, 8.64, 0.997778, 6.7655, 0.997778, 5.254, 0.995, 0.233, 0.997778, 2.256, 0.981667, 1.86, 0.997778, 1.906, 0.997778, 2.5415, 0.997778, 3.109, 0.995, 2.9385, 0.9975
265, 4.046, 3.199, 0.996389, 3.3035, 0.997778, 3.4805, 0.997778, 3.5905, 0.997778, 3.8235, 0.9975, 4.086, 0.995, 4.6815, 0.997778, 4.904, 0.997778, 6.204, 0.997778, 8.199, 0.997778, 9.4305, 0.9975, 10.2875, 0.997778, 9.165, 0.995, 8.257, 0.997778, 7.375, 0.9975, 7.088, 0.997778, 5.4145, 0.9975, 0.4265, 0.943611, 2.235, 0.9625, 1.922, 0.995, 1.878, 0.9975, 1.972, 0.997778, 1.965, 0.9975, 3.443, 0.997778
266, 3.882, 3.066, 0.8975, 3.571, 0.995, 3.525, 0.9975, 3.36, 0.997778, 3.184, 0.9975, 3.737, 0.997778, 3.7245, 0.997778, 4.206, 0.997778, 4.8985, 0.995, 7.774, 0.997778, 9.2745, 0.997778, 10.3015, 0.554167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
267, 5.365, 2.556, 0.102778, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.324, 0.592222, 4.424, 0.9975, 8.541, 0.996389, 10.596, 0.9975, 9.911, 0.997778, 9.405, 0.997778, 8.485, 0.997778, 8.541, 0.997778, 8.18, 0.9975, 5.744, 0.995, 0.663, 0.998889, 1.762, 0.992222, 1.953, 0.9925, 2.0765, 0.997778, 2.01, 0.997778, 2.9265, 0.997778, 2.577, 0.9975
268, 4.181, 2.684, 0.998889, 3.1805, 0.9975, 3.304, 0.995278, 3.224, 0.997778, 3.03, 0.998056, 3.111, 0.997778, 3.7005, 0.998056, 4.493, 0.998056, 4.709, 0.9975, 7.581, 0.996389, 8.723, 0.998889, 9.253, 0.998889, 9.2125, 0.997778, 8.754, 0.999444, 8.8335, 0.999167, 7.979, 0.997778, 5.8325, 0.998611, 2.7605, 0.991944, 2.248, 0.997778, 1.992, 0.998056, 1.9365, 0.997778, 1.965, 0.995, 3.2285, 0.9975, 3.399, 0.997778
269, 3.3, 3.244, 0.886944, 3.5595, 0.9975, 3.832, 0.997778, 2.844, 0.9975, 3.017, 0.995, 3.4435, 0.743333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
284, 2.586, 2.714, 0.161667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.893, 0.512222, 6.131, 0.999722, 2.233, 0.999167, 2.228, 0.999444, 1.927, 0.998611, 2.092, 0.999444, 2.472, 0.999167, 2.546, 0.999722, 3.166, 0.999444
285, 3.667, 3.127, 0.999444, 3.601, 0.999444, 3.417, 0.999722, 2.727, 0.999167, 2.923, 0.999444, 3.73, 0.999722, 3.317, 0.999444, 4.452, 0.999167, 7.33, 0.999722, 9.5685, 0.999444, 10.8895, 0.999167, 11.3485, 0.999444, 9.96, 0.999722, 8.31, 0.999167, 8.65, 0.999444, 7.948, 0.999722, 6.1125, 0.999444, 2.937, 0.999167, 2.197, 0.999722, 2.172, 0.999444, 2.226, 0.999167, 2.153, 0.999444, 2.075, 0.999722, 3.023, 0.999167
286, 3.601, 3.135, 0.999444, 3.306, 0.999722, 3.546, 0.999444, 2.714, 0.999167, 3.09, 0.999722, 3.03, 0.999444, 3.222, 0.999167, 4.67, 0.999444, 5.621, 0.999722, 8.152, 0.999167, 10.653, 0.999444, 9.982, 0.999722, 9.652, 0.999444, 9.043, 0.999167, 7.6305, 0.999722, 7.534, 0.999444, 6.012, 0.999167, 3.037, 0.989167, 2.216, 0.999722, 2.7325, 0.999167, 2.805, 0.999444, 2.4605, 0.999722, 2.836, 0.999444, 2.7, 0.999167
287, 3.471, 3.138, 0.999722, 3.342, 0.999444, 3.423, 0.999167, 3.339, 0.999444, 2.7555, 0.999722, 1.778, 0.999167, 2.553, 0.999444, 4.367, 0.999722, 8.083, 0.999444, 9.379, 0.999167, 10.221, 0.999722, 10.266, 0.999444, 9.353, 0.999167, 7.932, 0.999444, 7.8295, 0.999722, 6.591, 0.999167, 5.525, 0.999444, 0.93, 0.999722, 2.073, 0.998333, 2.164, 0.999167, 2.3625, 0.999722, 1.826, 0.999444, 2.401, 0.999167, 3.046, 0.999444
288, 3.758, 2.682, 0.999444, 2.918, 0.999167, 3.743, 0.999444, 3.7305, 0.999722, 3.868, 0.999444, 2.0985, 0.999167, 3.4135, 0.999722, 4.384, 0.999444, 8.6345, 0.999167, 8.801, 0.999722, 10.298, 0.999444, 10.583, 0.999167, 9.7425, 0.999444, 9.675, 0.999722, 8.896, 0.999167, 7.826, 0.999444, 5.931, 0.999722, 2.212, 0.999444, 2.2245, 0.999167, 2.089, 0.999722, 1.943, 0.999444, 2.021, 0.999167, 1.814, 0.999444, 3.301, 0.999722
289, 3.508, 3.133, 0.999444, 3.476, 0.999444, 3.551, 0.999722, 3.23, 0.999444, 2.789, 0.999167, 1.826, 0.999722, 2.799, 0.999444, 4.19, 0.999167, 7.484, 0.999444, 9.566, 0.999722, 10.358, 0.999167, 10.478, 0.999444, 9.446, 0.999722, 10.113, 0.999444, 8.61, 0.999444, 7.3315, 0.999722, 5.789, 0.999444, 1.3445, 0.998056, 2.221, 0.989722, 2.2235, 0.999722, 2.556, 0.999167, 1.984, 0.997778, 1.979, 0.986944, 3.0495, 0.999444
290, 3.519, 2.874, 0.999444, 3.264, 0.999722, 3.304, 0.999444, 3.392, 0.999167, 2.794, 0.999444, 1.699, 0.999722, 2.201, 0.999167, 4.26, 0.999444, 4.6825, 0.999722, 7.974, 0.999167, 10.276, 0.999444, 10.282, 0.999722, 10.005, 0.999444, 9.035, 0.999444, 8.474, 0.999722, 7.768, 0.999444, 6.128, 0.999167, 4.1155, 0.997778, 2.23, 0.933889, 2.1925, 0.999167, 2.021, 0.999444, 2.008, 0.999167, 2.305, 0.999167, 3.071, 0.999444
291, 3.897, 3.134, 0.999444, 3.935, 0.999444, 4.079, 0.999444, 3.528, 0.999722, 2.395, 0.995556, 1.676, 0.998611, 2.8185, 0.999722, 4.268, 0.999444, 6.04, 0.999167, 8.773, 0.999722, 10.563, 0.999444, 11.292, 0.999167, 9.866, 0.999444, 9.172, 0.999722, 8.222, 0.999167, 6.597, 0.999444, 5.877, 0.999722, 0.456, 0.984722, 1.317, 0.977778, 2.025, 0.999722, 2.064, 0.999444, 1.877, 0.999167, 2.5625, 0.999722, 2.919, 0.999444
292, 3.805, 2.718, 0.999444, 3.09, 0.999444, 3.571, 0.999722, 3.352, 0.999167, 3.607, 0.999444, 2.638, 0.999722, 2.6575, 0.999444, 4.135, 0.999722, 5.759, 0.999722, 9.522, 0.999722, 10.966, 0.999722, 11.355, 0.999722, 9.913, 0.999722, 9.0105, 0.999722, 8.8765, 0.999722, 8.047, 0.999722, 5.92, 0.999722, 0.4455, 0.978333, 1.267, 0.995833, 2.008, 0.999722, 2.218, 0.999722, 2.018, 0.999722, 2.01, 0.999722, 3.048, 0.999722
293, 3.282, 2.983, 0.999722, 3.268, 0.999722, 2.851, 0.999722, 3.109, 0.999722, 2.953, 0.999722, 2.865, 0.999722, 3.534, 0.999722, 4.8815, 0.999722, 5.348, 0.999722, 8.401, 0.999722, 10.937, 0.999722, 10.307, 0.999722, 9.9155, 0.999722, 8.6295, 0.999722, 8.245, 0.999722, 6.5255, 0.515556, 3.777, 0.642222, 0.661, 0.970278, 1.924, 0.997222, 1.6515, 0.999722, 1.798, 0.999444, 2.056, 0.999722, 2.799, 0.999722, 2.789, 0.999722
294, 3.994, 2.844, 0.999722, 2.383, 0.999722, 3.268, 0.999722, 3.554, 0.999722, 4.068, 0.999722, 3.911, 0.999722, 3.949, 0.999722, 4.936, 0.999722, 6.194, 0.999722, 8.7015, 0.999722, 9.785, 0.999722, 10.142, 0.999722, 9.244, 0.999722, 8.545, 0.999722, 8.213, 0.999722, 7.248, 0.999722, 5.763, 0.999722, 0.46, 0.998889, 1.935, 0.999722, 1.837, 0.9975, 1.928, 0.999722, 1.896, 0.999722, 2.124, 0.999722, 3.212, 0.999722
295, 4.145, 3.015, 0.808611, 4.043, 0.999722, 3.6, 0.999722, 2.875, 0.999722, 3.239, 0.7425, 2.774, 0.348889, 2.528, 0.999722, 3.963, 0.999722, 6.346, 0.999722, 8.7375, 0.999722, 10.22, 0.999722, 11.463, 0.999722, 10.561, 0.999722, 9.538, 0.999722, 8.437, 0.999722, 6.737, 0.999722, 5.826, 0.999722, 4.5945, 0.960556, 2.197, 0.965556, 2.135, 0.999722, 2.241, 0.999722, 1.911, 0.999722, 2.278, 0.999722, 3.226, 0.538611
296, 3.682, 3.388, 0.999722, 3.593, 0.999722, 3.2865, 0.999722, 1.764, 0.999722, 1.983, 0.999722, 3.163, 0.999722, 3.3885, 0.999722, 5.046, 0.999722, 5.602, 0.999722, 9.0735, 0.999722, 10.791, 0.999722, 10.481, 0.999722, 8.9345, 0.999722, 8.5485, 0.999722, 8.724, 0.999722, 6.629, 0.999722, 5.822, 0.999722, 0.701, 0.999722, 1.965, 0.999722, 1.809, 0.999722, 1.959, 0.999722, 2.37, 0.999722, 2.399, 0.999722, 3.263, 0.999722
297, 3.755, 3.193, 0.999722, 3.2305, 0.999722, 3.201, 0.999722, 3.647, 0.999722, 2.39, 0.999722, 2.376, 0.999722, 3.531, 0.999722, 4.549, 0.999722, 8.574, 0.999722, 10.56, 0.999722, 11.453, 0.999722, 11.739, 0.999722, 9.7395, 0.999722, 9.6165, 0.999722, 8.5545, 0.999722, 7.7575, 0.999722, 6.016, 0.999722, 3.555, 0.992222, 2.248, 0.914444, 2.162, 0.708056, 2.248, 0.737778, 2.185, 0.999722, 2.152, 0.999722, 3.094, 0.999722
298, 3.687, 3.212, 0.999722, 3.271, 0.999722, 3.213, 0.999722, 3.175, 0.999722, 2.706, 0.999722, 3.4425, 0.999722, 3.665, 0.999722, 5.732, 0.999722, 5.595, 0.999722, 8.188, 0.999722, 10.165, 0.999722, 10.7035, 0.999722, 9.1635, 0.999722, 8.825, 0.999722, 9.11, 0.999722, 7.5655, 0.999722, 5.697, 0.999722, 2.863, 0.998611, 1.795, 0.998611, 2.177, 0.999444, 2.189, 0.999722, 2.378, 0.999722, 2.431, 0.999722, 2.938, 0.999722
299, 3.688, 3.056, 0.999722, 3.4885, 0.999722, 3.912, 0.999722, 3.0595, 0.999722, 3.108, 0.999722, 3.045, 0.999722, 3.475, 0.999722, 5.2005, 0.999722, 5.86, 0.999722, 8.8535, 0.999722, 10.8195, 0.999722, 10.495, 0.999722, 9.223, 0.999722, 9.287, 0.999722, 7.8285, 0.999722, 7.349, 0.999722, 5.911, 0.999722, 1.391, 0.999722, 2.028, 0.999722, 1.865, 0.999722, 2.28, 0.999722, 2.055, 0.999722, 2.686, 0.999722, 3.083, 0.999722
300, 3.551, 2.928, 0.999722, 2.878, 0.999722, 3.205, 0.999722, 3.192, 0.999722, 1.739, 0.999722, 3.041, 0.999722, 4.851, 0.999722, 6.335, 0.999722, 6.2075, 0.999722, 8.361, 0.999722, 10, 0.999722, 11.122, 0.999722, 9.884, 0.999722, 9.5045, 0.999722, 8.4965, 0.999722, 7.509, 0.999722, 6.4895, 0.185833, 3.355, 0.9825, 1.937, 0.996389, 2.158, 0.999722, 2.091, 0.999722, 2.1955, 0.999722, 2.593, 0.999722, 2.968, 0.999722
301, 3.38, 3.209, 0.999722, 3.251, 0.999722, 2.944, 0.999722, 2.6, 0.999722, 2.697, 0.999722, 2.367, 0.999722, 2.9925, 0.999722, 4.664, 0.999722, 6.582, 0.999722, 9.318, 0.999722, 11.1635, 0.999722, 10.683, 0.999722, 9.8665, 0.999722, 8.891, 0.999722, 9.7235, 0.999722, 7.477, 0.999722, 6.172, 0.999722, 2.546, 0.999722, 1.967, 0.998333, 2.0285, 0.999167, 2.257, 0.999722, 2.058, 0.999722, 1.874, 0.999722, 2.66, 0.999722
302, 3.71, 3.031, 0.999722, 3.273, 0.999722, 2.778, 0.999722, 3.152, 0.999722, 3.297, 0.999722, 2.927, 0.999722, 4.378, 0.999722, 5.5695, 0.999722, 6.418, 0.999722, 8.5285, 0.999722, 10.5355, 0.999722, 10.219, 0.999722, 9.626, 0.999722, 8.3495, 0.999722, 8.6085, 0.999722, 7.5735, 0.999722, 5.6295, 0.999722, 2.25, 0.9925, 2.118, 0.992778, 2.012, 0.999722, 1.95, 0.999722, 2.066, 0.999722, 2.64, 0.999722, 2.964, 0.999722
303, 3.784, 3.197, 0.999722, 3.307, 0.999722, 3.473, 0.999722, 3.5445, 0.999722, 1.728, 0.999722, 2.018, 0.999722, 3.648, 0.999722, 5.032, 0.999722, 5.924, 0.999722, 8.827, 0.999722, 10.484, 0.999722, 10.683, 0.999722, 8.933, 0.999722, 9.185, 0.999722, 8.0445, 0.999722, 6.601, 0.999722, 5.6955, 0.999722, 3.133, 0.999722, 2.335, 0.996111, 1.721, 0.998333, 1.984, 0.999722, 2.0735, 0.999722, 2.172, 0.999722, 3.239, 0.999722
304, 3.865, 3.4855, 0.999722, 3.29, 0.999722, 3.87, 0.999722, 3.633, 0.999722, 1.719, 0.999722, 1.85, 0.999722, 3.664, 0.999722, 5.401, 0.999722, 6.0135, 0.999722, 8.133, 0.999722, 10.532, 0.999722, 11.501, 0.999722, 9.623, 0.999722, 9.238, 0.999722, 8.0685, 0.999722, 7.486, 0.999722, 5.8595, 0.999722, 0.687, 0.999722, 1.321, 0.998889, 2.035, 0.999722, 2.136, 0.999722, 2.072, 0.999722, 2.036, 0.999722, 3.1065, 0.999722
305, 3.824, 3.035, 0.999722, 3.738, 0.999722, 3.767, 0.999722, 3.134, 0.999722, 2.966, 0.999722, 2.752, 0.999722, 3.614, 0.999722, 5.2915, 0.999722, 6.544, 0.999722, 8.3745, 0.999722, 10.87, 0.999722, 11.453, 0.999722, 9.472, 0.999722, 9.0535, 0.999722, 7.855, 0.999722, 6.471, 0.999722, 5.934, 0.999722, 0.725, 0.998056, 1.579, 0.998333, 2.007, 0.999444, 2.145, 0.999722, 1.925, 0.999722, 3.36, 0.999722, 3.099, 0.999722
306, 3.82, 3.201, 0.999722, 3.6995, 0.999722, 3.46, 0.999722, 2.029, 0.999722, 2.683, 0.999722, 3.142, 0.999722, 3.9655, 0.999722, 5.5245, 0.999722, 6.022, 0.999722, 8.985, 0.999722, 11.367, 0.999722, 11.0695, 0.999722, 9.3715, 0.999722, 8.844, 0.999722, 8.864, 0.999722, 7.5285, 0.999722, 6.1575, 0.999722, 3.104, 0.999722, 2.264, 0.999722, 2.189, 0.999722, 2.287, 0.999722, 1.938, 0.999722, 2.478, 0.999722, 3.148, 0.999722
307, 3.472, 2.932, 0.999722, 3.159, 0.999722, 3.1455, 0.999722, 3.028, 0.999722, 2.857, 0.999722, 3.071, 0.999722, 3.301, 0.999722, 6.1335, 0.999722, 6.945, 0.999722, 8.9865, 0.999722, 10.55, 0.999722, 10.0825, 0.999722, 9.057, 0.999722, 8.1895, 0.999722, 7.1635, 0.999722, 7.3475, 0.999722, 5.9055, 0.999722, 0.472, 0.999167, 2.251, 0.998056, 2.143, 0.999722, 2.286, 0.999722, 2.064, 0.999722, 2.023, 0.999722, 3.094, 0.999722
308, 3.663, 3.19, 0.999722, 3.426, 0.999722, 3.5905, 0.999722, 3.002, 0.999722, 3.695, 0.999722, 3.34, 0.999722, 3.7815, 0.999722, 5.534, 0.999722, 6.4105, 0.999722, 7.7115, 0.999722, 9.8915, 0.999722, 10.2, 0.999722, 9.4, 0.999722, 7.937, 0.999722, 7.1155, 0.999722, 7.1315, 0.999722, 6.2145, 0.999722, 2.009, 0.999722, 1.841, 0.999722, 1.953, 0.999722, 1.969, 0.999722, 1.904, 0.999722, 1.999, 0.999722, 2.826, 0.999722
309, 3.864, 3.224, 0.999722, 3.441, 0.999722, 3.381, 0.999722, 3.691, 0.999722, 3.867, 0.999722, 3.147, 0.999722, 4.109, 0.999722, 4.975, 0.999722, 6.305, 0.999722, 8.01, 0.999722, 10.438, 0.999722, 10.718, 0.999722, 9.904, 0.999722, 8.8035, 0.999722, 7.9575, 0.999722, 7.2165, 0.999722, 6.007, 0.999722, 2.98, 0.999722, 2.1655, 0.999722, 2.242, 0.999722, 2.332, 0.999722, 2.225, 0.999722, 3.048, 0.999722, 3.1245, 0.999722
310, 3.57, 3.11, 0.999722, 3.475, 0.999722, 3.533, 0.999722, 3.264, 0.999722, 2.166, 0.999722, 2.807, 0.999722, 3.744, 0.999722, 5.263, 0.999722, 5.286, 0.999722, 7.037, 0.999722, 10.208, 0.999722, 11.1065, 0.999722, 10.0095, 0.999722, 8.5295, 0.999722, 7.204, 0.999722, 6.516, 0.999722, 5.381, 0.999722, 3.164, 0.999167, 1.885, 0.999722, 2.04, 0.999722, 2.011, 0.999722, 1.943, 0.999722, 1.758, 0.999722, 2.7295, 0.999722
311, 3.941, 3.413, 0.999722, 3.459, 0.999722, 3.107, 0.999722, 3.517, 0.999722, 4.3925, 0.999722, 3.25, 0.999722, 3.17, 0.999722, 4.768, 0.999722, 5.543, 0.999722, 8.071, 0.999722, 10.557, 0.999722, 10.916, 0.999722, 9.912, 0.999722, 8.5715, 0.999722, 8.038, 0.999722, 6.9345, 0.999722, 6.287, 0.999722, 2.945, 0.999167, 1.277, 0.999167, 1.891, 0.999722, 1.981, 0.999722, 2.071, 0.999722, 2.182, 0.999722, 3.323, 0.999722
