# srt_ind, vortex_number, sols, t0, t0_unc, DeltaP, DeltaP_unc, Gamma, Gamma_unc, slope, slope_unc, intercept, intercept_unc, U, U_unc, Diameter, Diameter_unc, full_Vobs, full_Vobs_unc, full_b, full_b_unc, full_Pact, full_Pact_unc, full_Vact, full_Vact_unc, full_Dact, full_Dact_unc, full_Vobs_sigma
87, 1, 69, 15.1965, 3.96804e-05, 0.919564, 0.0323045, 8.13105, 0.424047, -4.37248, 0.162292, 690.234, 0.00387163, 3.6545, inf, 29.7149, inf, -3.47098, 237.952, 5.89991, 335.979, 0.960072, 5.55408, 8.6331, 24.9715, 29.0813, inf, 0.0145869
88, 0, 71, 11.3256, 3.78236e-05, 1.82094, 0.0517425, 9.58231, 0.403498, -9.93057, 0.208842, 721.486, 0.00607435, 3.5995, inf, 34.4915, inf, -13.1908, 0.940159, -16.2954, 1.608, 2.68366, 0.166596, 14.1217, 0.438322, 28.4117, inf, 14.0304
89, 1, 71, 14.6478, 5.31058e-05, 0.813346, 0.00940917, 33.0192, 0.591257, -6.94181, 0.0287791, 695.227, 0.00169338, 1.5625, 0.443099, 51.5925, 14.6599, -3.66926, 1.52167, -17.6261, 6.87171, 0.859458, 0.039663, 8.14194, 0.18787, 50.1894, 15.8238, 2.41134
90, 0, 72, 13.9329, 9.57751e-05, 0.730613, 0.0198762, 25.3356, 1.04408, -8.48822, 0.0532292, 699.93, 0.00304247, 1.863, 0.432873, 47.2002, 11.1382, -12.6249, 1.90405, -49.7589, 10.3015, 2.50821, 0.585126, 13.8931, 1.62052, 25.4745, 45.2266, 6.63052
91, 1, 72, 12.7438, 1.1605e-05, 3.83326, 0.028077, 11.4052, 0.124335, -5.26937, 0.108509, 708.969, 0.00346599, 3.885, 0.0829759, 44.3092, 1.06251, -26.7996, 20.9464, -38.349, 84.3643, 9.99803, 9.63859, 27.5595, 13.2843, 27.436, 235.849, 1.27944
92, 0, 73, 11.7611, 6.02605e-05, 0.948631, 0.0283104, 14.5369, 0.637839, -7.02013, 0.0574017, 714.979, 0.00301282, 3.409, 3.958, 49.5563, 57.5782, -17.5706, 1.78478, -52.0065, 8.71687, -10.2655, 4.02253, nan, nan, nan, nan, 9.84467
93, 1, 76, 14.1415, 2.76828e-05, 2.57403, 0.0359229, 14.28, 0.29407, -8.94254, 0.0845521, 697.143, 0.00399042, 4.679, 1.71347, 66.8161, 24.507, -17.0929, 1.5223, -58.7831, 11.0218, 4.09598, 0.285944, 17.6863, 0.617348, 52.9674, 39.4232, 11.2284
94, 0, 78, 9.41062, 5.87854e-05, 0.576801, 0.0304872, 8.00749, 0.613711, -8.19647, 0.0585399, 726.712, 0.00256196, 5.058, inf, 40.5019, inf, 2.55168, 2.86437, 6.68173, 10.6937, 0.599892, 0.0614407, 6.63189, 0.339618, 39.7148, inf, 0.890835
95, 0, 82, 13.8285, 0.000132415, 1.25838, 0.0373339, 32.1055, 1.47073, -5.10029, 0.112619, 704.514, 0.00647594, 4.006, 0.136794, 128.615, 7.34854, -0.522835, 2.48554, -2.50449, 11.6075, 1.25929, 0.0383673, 9.74945, 0.148521, 128.569, 7.36508, 0.210351
96, 0, 83, 12.352, 4.80243e-05, 1.22669, 0.0350231, 12.1078, 0.516174, -3.59327, 0.139466, 707.564, 0.00448561, 3.714, inf, 44.9684, inf, -17.0328, 0.606772, -33.2944, 1.96133, 5.86986, 0.867493, 20.9464, 1.54781, 20.5571, inf, 28.0712
97, 0, 86, 15.5858, 0.000410989, 0.172281, 0.00762886, 66.0668, 5.51208, -2.58051, 0.0636381, 695.766, 0.0035851, 3.5055, 1.10351, 231.597, 75.4227, -7.09259, 0.832352, -99.4446, 14.647, 3.0551, 2.49263, 15.3735, 6.27155, 54.9969, 321.998, 8.52115
98, 1, 86, 14.6324, 6.02771e-05, 0.587009, 0.0140749, 18.0969, 0.644205, -5.13392, 0.0318438, 699.718, 0.00171485, 4.9355, 0.962951, 89.3172, 17.7141, -13.8293, 1.98127, -82.9751, 22.549, -9.98802, 5.078, nan, nan, nan, nan, 6.98001
99, 0, 88, 14.9477, 0.000178929, 0.534714, 0.0253919, 27.1137, 1.96, -5.51191, 0.0703459, 701.738, 0.00403439, 3.7665, 0.211186, 102.124, 9.34272, -0.00284183, 2.2304, -1.30507, 924.217, 0.534714, 0.0253919, 6.40263, 0.152021, 102.124, 25.4021, 0.00127414
100, 2, 88, 13.0245, 0.000460349, 0.315038, 0.0153187, 67.761, 5.63959, -6.37013, 0.0674673, 711.807, 0.00553115, 6.7395, 2.85469, 456.675, 197.135, -12.675, 2.27246, -224.037, 65.709, -0.458773, 0.279362, nan, nan, nan, nan, 5.57768
101, 1, 89, 12.334, 4.53804e-05, 0.579875, 0.01499, 12.6385, 0.479695, -6.93004, 0.0331911, 710.339, 0.00157985, 3.814, inf, 48.2032, inf, -9.20721, 0.660199, -16.7532, 1.72382, 1.13007, 0.097298, 9.21039, 0.396501, 34.5294, inf, 13.9461
102, 0, 91, 13.4645, 0.00104904, 1.41956, 0.784858, 54.0905, 26.2141, 70.8319, 26.4684, 702.881, 0.758795, 3.829, 1.09676, 207.113, 116.594, -10.997, 2.79568, -69.3006, 21.3605, 1.98136, 1.55547, 12.1995, 4.7886, 175.308, 138.778, 3.93359
103, 1, 91, 13.4629, 0.000107209, 2.26789, 0.0311717, 55.9448, 1.27185, -5.62493, 0.124538, 703.598, 0.00812374, 3.567, 1.20336, 199.555, 67.4746, -13.2892, 2.28788, -90.8502, 22.1043, 3.06131, 0.279035, 15.1639, 0.691088, 171.759, 81.8073, 5.80851
104, 2, 91, 12.202, 4.22787e-05, 1.36197, 0.0296252, 13.9917, 0.452553, -5.39489, 0.0907454, 709.723, 0.00362419, 3.703, 0.850145, 51.8113, 12.0124, -19.8475, 0.819641, -62.9966, 6.0688, 47.3493, 36.0067, 59.3727, 22.5749, 8.78722, 112.198, 24.2149
105, 0, 95, 12.3102, 6.20705e-05, 1.04493, 0.043551, 10.7223, 0.650272, -2.85778, 0.0758329, 715.283, 0.00386532, 4.6205, inf, 49.5424, inf, -14.497, 0.191711, -28.3543, 0.833151, 3.15602, 0.401191, 15.4025, 0.978978, 28.5069, inf, 75.6194
106, 0, 96, 15.8953, 0.000198512, 0.196081, 0.0159916, 17.5186, 2.15227, -3.17071, 0.0548177, 696.472, 0.00232693, 6.033, 1.28316, 105.69, 25.9598, -12.2719, 1.75504, -57.7466, 12.7853, -0.132024, 0.0941258, nan, nan, nan, nan, 6.99239
107, 2, 99, 15.1648, 0.000206011, 0.809967, 0.0447577, 26.7836, 2.36915, -2.22174, 0.265807, 697.314, 0.00977552, 6.513, 1.09149, 174.442, 33.0564, -16.8499, 2.23508, -84.6444, 19.4792, -5.61117, 2.74151, nan, nan, nan, nan, 7.53885
108, 1, 103, 11.414, 5.30904e-05, 0.916798, 0.051797, 6.76553, 0.555727, -0.705436, 0.136711, 717.255, 0.00451733, 5.072, inf, 34.3148, inf, -0.0133592, 72.312, -0.763311, 678.652, 0.916799, 0.0522084, 8.2284, 0.234289, 34.3148, inf, 0.000184744
109, 2, 103, 14.5714, 3.99888e-05, 0.713021, 0.0181092, 11.3356, 0.421055, -5.24115, 0.037974, 703.587, 0.00177023, 5.5355, inf, 62.7482, inf, -17.6606, 0.928148, -32.9041, 3.36335, -1.57591, 0.256337, nan, nan, nan, nan, 19.0278
110, 0, 105, 11.6733, 2.33111e-05, 2.60572, 0.042609, 10.2614, 0.250789, 0.098678, 0.20534, 717.614, 0.00551031, 4.392, inf, 45.0681, inf, -20.3231, 9.05519, -24.0125, 17.173, 5.64181, 2.7129, 20.3825, 4.90052, 30.6284, inf, 2.24436
111, 1, 106, 14.3408, 9.02052e-05, 0.766795, 0.0272138, 18.2967, 0.964583, -5.12385, 0.0619092, 705.976, 0.00331518, 3.0175, 1.3862, 55.2103, 25.5293, -10.1499, 5.02824, -30.3494, 23.1821, 1.39307, 0.62698, 10.2019, 2.29579, 40.9613, 48.6226, 2.01857
112, 0, 108, 10.8841, 4.24632e-05, 1.11196, 0.027208, 12.4942, 0.446986, -3.81585, 0.0511418, 719.324, 0.00263375, 4.855, inf, 60.6593, inf, -0.0695237, 46.3656, -4.27488, 2190.67, 1.11198, 0.0350085, 9.01994, 0.141988, 60.6588, inf, 0.00149947
113, 1, 112, 13.565, 2.6288e-05, 0.506925, 0.0163707, 5.85982, 0.27991, -4.55543, 0.10179, 710.255, 0.00187772, 4.7965, inf, 28.1066, inf, -11.7011, 0.842353, -17.4387, 5.39364, 5.80601, 2.27901, 20.7253, 4.06762, 8.30503, inf, 13.891
114, 2, 112, 13.8246, 9.58291e-05, 0.436188, 0.0208707, 14.4187, 1.014, -5.41942, 0.0421442, 708.828, 0.00224945, 4.553, 0.629966, 65.6483, 10.1892, -11.8774, 1.2661, -39.1564, 5.80158, -4.80701, 2.77031, nan, nan, nan, nan, 9.38113
115, 1, 115, 15.1787, 2.51372e-05, 1.23884, 0.0241483, 9.28354, 0.267768, -1.79292, 0.0959339, 703.374, 0.00277737, 5.644, inf, 52.3963, inf, -3.04735, 32.0026, 6.9319, 62.6278, 1.27031, 0.66138, 9.80334, 2.55204, 51.7433, inf, 0.0952217
116, 0, 116, 10.5061, 3.82866e-05, 0.853524, 0.0231919, 10.1443, 0.404145, -6.65082, 0.0604769, 722.059, 0.00235817, 2.547, inf, 25.8375, inf, -13.1701, 3.33613, -14.5714, 4.41224, 2.71869, 0.97379, 14.189, 2.54113, 14.477, inf, 3.94772
117, 0, 117, 13.4872, 9.68193e-05, 1.08808, 0.0300242, 25.2511, 1.05517, -3.835, 0.0802639, 712.679, 0.00443448, 2.044, 0.945542, 51.6132, 23.9732, -9.59549, 4.21166, -14.2137, 6.88238, 1.51816, 0.382036, 10.6476, 1.3397, 43.6951, 28.6692, 2.27831
118, 1, 118, 13.9291, 0.000228888, 1.09596, 0.0291585, 61.6433, 2.75726, -7.95101, 0.122321, 712.977, 0.00840204, 4.306, 1.4372, 265.436, 89.3858, -9.63409, 1.84971, -122.449, 28.6147, 1.52715, 0.174987, 10.7011, 0.613089, 224.862, 110.021, 5.20844
119, 0, 119, 13.7543, 0.00017115, 0.440767, 0.0157314, 34.4754, 1.93349, -6.99234, 0.057612, 714.785, 0.0032882, 3.3, 1.26159, 113.769, 43.9592, 0.417089, 2.22224, -7.02052, 46.4007, 0.441352, 0.0169591, 5.73347, 0.110155, 113.694, 44.36, 0.187689
120, 1, 125, 15.8085, 0.000139114, 0.733014, 0.0164679, 44.4866, 1.59867, -1.96293, 0.0585403, 707.282, 0.00358877, 3.7315, 0.351716, 166.002, 16.7453, -9.45015, 0.593577, -87.9467, 8.64912, 1.24414, 0.0798344, 9.60412, 0.308139, 127.419, 24.8693, 15.9207
121, 0, 126, 15.135, 0.000102194, 0.91814, 0.0400645, 16.8594, 1.08852, -1.30608, 0.0874875, 710.684, 0.00460546, 2.691, 1.26587, 45.3686, 21.5419, -14.3006, 2.8277, -23.069, 5.8937, 3.71912, 1.28807, 16.5827, 2.87161, 22.5419, 45.0029, 5.05733
122, 0, 129, 14.0671, 0.000152716, 2.31437, 0.0323372, 78.0792, 1.92474, -2.65769, 0.153318, 716.155, 0.0112516, 3.5305, 0.287158, 275.659, 23.4282, -13.1402, 1.95364, -199.758, 54.1496, 3.09072, 0.237944, 15.1491, 0.583138, 238.539, 94.6474, 6.726
123, 2, 130, 13.9699, 6.59291e-05, 0.649343, 0.0206137, 14.9493, 0.708139, -5.22466, 0.0652647, 717.957, 0.00264097, 3.894, 0.520188, 58.2126, 8.25088, -14.123, 4.05651, -30.451, 12.2641, -16.556, 16.651, nan, nan, nan, nan, 3.48156
124, 0, 132, 15.5186, 0.000168253, 1.3825, 0.0172215, 96.2005, 2.22458, -4.15703, 0.0907986, 709.223, 0.00734686, 1.741, 0.649013, 167.485, 62.5554, -6.65743, 0.971679, -134.357, 24.6822, 1.55045, 0.0535967, 10.7106, 0.185125, 158.154, 78.4043, 6.85147
125, 1, 132, 13.9013, 3.09491e-05, 1.64539, 0.0221626, 16.5408, 0.330149, -4.26158, 0.0517706, 716.611, 0.0025989, 3.91, 0.350219, 64.6745, 5.93498, -11.2641, 1.74242, -27.6652, 5.03041, 2.23356, 0.186493, 12.7872, 0.53384, 55.5096, 8.5415, 6.46464
126, 0, 134, 15.5105, 6.51281e-05, 1.46437, 0.0508531, 13.5014, 0.691879, -3.66174, 0.126804, 710.043, 0.00564667, 1.959, 1.61865, 26.4492, 21.896, -15.0221, 0.681172, -19.9118, 1.11247, 3.0122, 0.25691, 15.0279, 0.640863, 18.4415, 31.4955, 22.0534
127, 1, 135, 14.6142, 2.59491e-05, 1.40183, 0.0258023, 10.1493, 0.275477, -3.45112, 0.0834253, 715.284, 0.00283711, 4.042, inf, 41.0235, inf, -4.89541, 1.87467, -5.39064, 2.16125, 1.48791, 0.0720489, 10.4844, 0.253844, 39.8192, inf, 2.61135
128, 0, 137, 11.4149, 0.000221113, 0.533369, 0.0201156, 42.1324, 2.52439, -2.43208, 0.0695609, 726.67, 0.00423091, 1.992, 0.938569, 83.9277, 39.8626, 1.08477, 0.715131, 13.9751, 10.8403, 0.537395, 0.0210992, 6.2897, 0.123473, 83.6127, 40.1765, 1.51688
129, 0, 138, 14.6796, 8.705e-05, 0.824141, 0.00963213, 53.4422, 1.02547, -3.40386, 0.0375853, 714.838, 0.00243157, 2.75, 1.23118, 146.966, 65.8572, -10.8288, 2.92772, -119.403, 41.7394, 1.55971, 0.399237, 10.8463, 1.38816, 106.83, 130.053, 3.69872
130, 1, 138, 13.4471, 2.70445e-05, 1.28452, 0.0279739, 8.94034, 0.286539, -4.97131, 0.0957077, 721.856, 0.00299297, 2.928, inf, 26.1773, inf, 5.62085, 6.76235, -4.46047, 6.45085, 1.39977, 0.279286, 10.2245, 1.02001, 25.0765, inf, 0.831197
131, 2, 138, 14.0117, 4.28937e-05, 1.57094, 0.0252351, 19.2214, 0.459835, -4.71013, 0.0588446, 718.409, 0.00314292, 1.873, 0.201032, 36.0017, 3.95894, -9.69345, 2.01269, -48.4903, 13.008, 1.96176, 0.166999, 12.1346, 0.516491, 32.2166, 39.4066, 4.81616
132, 3, 138, 11.9551, 3.35694e-05, 3.08096, 0.0312961, 23.7847, 0.364383, -3.09014, 0.0811925, 726.958, 0.0044358, 4.443, 3.01095, 105.675, 71.6328, -11.5585, 7.60351, -44.3949, 33.8158, 3.60836, 0.695207, 16.3594, 1.57594, 97.6473, 83.3972, 1.52015
133, 0, 142, 15.7176, 8.19959e-05, 0.415904, 0.00505413, 48.4501, 0.952632, -3.40361, 0.0187595, 714.764, 0.00120356, 3.9295, 0.988456, 190.385, 48.0368, -10.5837, 1.36959, -134.65, 28.3926, 4.40616, 1.17826, 18.0997, 2.42004, 58.4924, 203.799, 7.72765
134, 1, 142, 16.2128, 4.65073e-05, 0.811648, 0.0231035, 11.763, 0.488593, -2.27495, 0.0421365, 713.219, 0.00216004, 3.33, 0.0560089, 39.1708, 1.75535, -23.9584, 1.64979, -73.1576, 15.5809, -0.591106, 0.193577, nan, nan, nan, nan, 14.5221
135, 0, 146, 11.2833, 4.00326e-05, 1.08736, 0.025974, 12.0656, 0.422439, -3.20326, 0.0561926, 735.147, 0.00261541, 5.1285, inf, 61.8784, inf, 1.0636, 19.1644, -1354.64, 4.14816e+08, 1.09128, 0.143661, 8.88924, 0.585109, 61.7672, inf, 0.0554989
136, 0, 147, 13.8962, 6.30606e-05, 1.00042, 0.0646615, 7.02404, 0.666594, -2.18694, 0.257765, 725.796, 0.00668162, 3.3975, inf, 23.8642, inf, 2.21945, 2.06881, -3.81832, 4.74025, 1.01754, 0.0741209, 8.62734, 0.31422, 23.6625, inf, 1.07281
137, 0, 150, 11.8261, 8.10708e-05, 0.754455, 0.0541978, 8.12529, 0.843434, -2.86579, 0.0821498, 733.83, 0.00413209, 3.258, inf, 26.4722, inf, -6.74195, 1.4798, -17.5433, 8.36286, 0.950952, 0.12188, 8.32567, 0.533537, 23.5791, inf, 4.55599
138, 1, 150, 12.7566, 0.000103493, 0.891103, 0.0374862, 17.7103, 1.10491, -2.75752, 0.0838994, 731.579, 0.00444399, 3.677, 0.367049, 65.1208, 7.66571, -15.6351, 3.27867, -47.7746, 14.8112, 14.3283, 11.2112, 32.3703, 12.6641, 16.24, 92.4051, 4.76873
139, 0, 152, 11.6866, 0.000116398, 0.764413, 0.0423656, 15.1167, 1.2559, 0.419402, 0.149599, 735.949, 0.00565244, 7.023, 1.01455, 106.165, 17.6921, -0.00505626, 9.09101, -0.922994, 938.201, 0.764413, 0.0423668, 7.4247, 0.205753, 106.165, 24.0653, 0.000556183
140, 1, 152, 10.516, 4.08309e-05, 1.16058, 0.0705245, 4.83971, 0.434363, -1.11819, 0.502026, 740.564, 0.00789524, 4.814, inf, 23.2984, inf, -0.0277943, 97.2102, -0.646539, 854.823, 1.16058, 0.0730006, 9.12003, 0.286825, 23.2984, inf, 0.00028592
141, 0, 156, 11.2657, 7.03801e-05, 0.901081, 0.0366956, 12.4424, 0.740749, -2.22665, 0.0688323, 737.973, 0.00354064, 4.505, 0.712799, 56.053, 9.47597, -8.93664, 0.827206, -22.6732, 3.53153, 1.30923, 0.108215, 9.64646, 0.398667, 46.5021, 11.9301, 10.8034
142, 1, 156, 11.725, 9.8216e-05, 0.859713, 0.025195, 24.1197, 1.06712, -1.17209, 0.0658294, 736.777, 0.00360508, 6.391, 3.0369, 154.149, 73.566, -0.00338494, 5.74538, -1.13394, 1304.2, 0.859713, 0.0251954, 7.82364, 0.114643, 154.149, 76.0271, 0.000589159
143, 3, 156, 15.6072, 3.3702e-05, 2.24908, 0.0588254, 9.27493, 0.362683, -4.47192, 0.315697, 722.861, 0.00763306, 6.0775, inf, 56.3684, inf, -15.743, 0.50363, -53.0948, 4.72874, 3.6254, 0.176402, 16.22, 0.39461, 44.3977, inf, 31.259
144, 2, 160, 12.2208, 6.67721e-05, 1.23594, 0.0291744, 20.3614, 0.718034, 0.740355, 0.0700191, 736.727, 0.00375457, 8.602, 4.19052, 175.149, 85.5481, -27.3071, 2.23005, -129.18, 21.7454, -1.12865, 0.386977, nan, nan, nan, nan, 12.245
145, 0, 161, 11.7636, 5.72339e-05, 0.866318, 0.0313647, 11.3805, 0.608643, -1.48345, 0.0960831, 739.995, 0.00352926, 6.596, inf, 75.0658, inf, -20.6276, 1.20758, -48.3192, 5.36654, -1.2176, 0.251739, nan, nan, nan, nan, 17.0817
147, 1, 162, 13.8096, 3.81914e-05, 2.38387, 0.0890157, 7.36254, 0.408515, -4.79192, 0.507794, 735.446, 0.0107796, 5.2395, inf, 38.576, inf, 6.59816, 2.79503, -25.1607, 31.7517, 2.5455, 0.170445, 13.5291, 0.452951, 37.3312, inf, 2.36068
148, 0, 163, 10.5353, 2.63827e-05, 1.69285, 0.0316255, 10.1669, 0.279243, -5.99242, 0.0915647, 747.269, 0.00333434, 4.8375, inf, 49.1824, inf, 1.63133, 9.37415, 3.9733, 27.414, 1.70218, 0.111885, 11.048, 0.363095, 49.0474, inf, 0.174025
149, 1, 163, 11.5172, 2.97572e-05, 1.80318, 0.0382211, 10.1066, 0.315834, -0.986629, 0.123307, 743.09, 0.00418781, 3.086, inf, 31.189, inf, -24.0577, 1.71689, -35.5191, 5.47939, -15.9678, 3.92643, nan, nan, nan, nan, 14.0124
150, 2, 167, 16.089, 7.95355e-05, 0.707977, 0.0180984, 22.3843, 0.877815, -2.11944, 0.0701556, 725.91, 0.00297471, 8.861, 1.72889, 198.347, 39.4739, 0.230194, 2.76614, -650.574, 1.97238e+07, 0.70816, 0.0186315, 7.17022, 0.0943232, 198.321, 1.29404e+08, 0.0832186
151, 0, 168, 15.8427, 2.82198e-05, 0.640355, 0.00993221, 13.0975, 0.301077, -2.51136, 0.0294321, 725.867, 0.00116743, 8.3205, inf, 108.978, inf, -20.4063, 1.8618, -89.5506, 18.7917, -0.513489, 0.210642, nan, nan, nan, nan, 10.9605
152, 1, 168, 12.5654, 0.000140131, 0.853659, 0.0183543, 46.8098, 1.62078, -3.39271, 0.0669538, 740.214, 0.00417028, 6.494, 2.32223, 303.983, 109.212, -11.6685, 5.37472, -106.019, 55.4572, 1.94883, 1.01343, 11.7592, 3.05751, 201.189, 175.057, 2.171
153, 2, 173, 13.2164, 3.4821e-05, 1.88607, 0.0495026, 9.55013, 0.373178, -1.07478, 0.23015, 741.044, 0.00613097, 6.5345, inf, 62.4053, inf, 2.67287, 1.93216, 7.03973, 6.39566, 1.91145, 0.062704, 11.6752, 0.191498, 61.9896, inf, 1.38336
154, 3, 176, 12.3562, 5.71664e-05, 2.00372, 0.0472298, 17.4586, 0.611425, -2.00575, 0.113349, 743.346, 0.00571342, 13.129, 4.82164, 229.214, 84.561, 0.000560453, 10.7412, -0.64689, 39241.6, 2.00372, 0.0472298, 11.9408, 0.140728, 229.214, 237.089, 5.21779e-05
155, 0, 178, 16.3165, 4.18823e-05, 1.02997, 0.0201393, 15.4196, 0.446443, -1.08169, 0.0492596, 729.881, 0.00233676, 6.518, 0.685136, 100.505, 10.958, -3.10669, 5.30185, 14.1616, 17.9751, 1.06455, 0.119967, 8.76233, 0.493725, 98.8592, 12.2732, 0.585964
156, 1, 179, 11.0403, 2.50764e-05, 2.79248, 0.0628255, 8.0231, 0.269437, -6.47832, 0.374136, 748.903, 0.00801278, 6.5475, inf, 52.5312, inf, -8.43889, 424.718, -14.8839, 595.491, 3.07009, 27.9432, 14.7128, 66.9564, 50.0999, inf, 0.0198694
157, 0, 180, 11.1828, 8.26091e-05, 0.646635, 0.0361244, 10.6409, 0.903656, -2.70794, 0.247834, 746.718, 0.00550294, 8.3355, inf, 88.6972, inf, 0.242636, 10.8845, 541.485, 1.72844e+08, 0.646845, 0.0407623, 6.7346, 0.212197, 88.6828, inf, 0.0222919
158, 1, 180, 12.2642, 3.25108e-05, 2.27745, 0.0478896, 11.1304, 0.345395, -0.234657, 0.145084, 744.443, 0.00531741, 6.879, 1.98851, 76.566, 22.2601, 2.77674, 12.767, -29400, 2.28941e+11, 2.30519, 0.259767, 12.733, 0.717428, 76.1039, 1.76886e+14, 0.217494
159, 0, 182, 12.5254, 0.000238836, 0.698103, 0.0141893, 83.8513, 3.05637, -3.39083, 0.0697463, 745.516, 0.00532392, 11.865, 2.43534, 994.896, 207.402, -21.0211, 2.57361, -546.84, 123.599, -0.553113, 0.306502, nan, nan, nan, nan, 8.16794
160, 0, 185, 12.4851, 0.000234338, 0.833861, 0.0654345, 21.4947, 2.52776, -0.949135, 0.161362, 744.224, 0.00870758, 6.9405, 2.09374, 149.184, 48.3029, -26.3527, 3.92871, -154.227, 48.0374, -0.4218, 0.374767, nan, nan, nan, nan, 6.70771
161, 1, 187, 12.3671, 4.70187e-05, 1.08424, 0.0387131, 9.4798, 0.501334, -1.06953, 0.155413, 746.708, 0.00450715, 7.3055, 0.647671, 69.2547, 7.14919, -27.2159, 1.52492, -53.9175, 5.37266, -0.745365, 0.205842, nan, nan, nan, nan, 17.8474
162, 2, 187, 12.8996, 1.56769e-05, 3.07541, 0.0587681, 5.90609, 0.166998, 4.09132, 0.366825, 746.143, 0.00675698, 10.415, 1.4541, 61.5119, 8.7624, -21.431, 8.74834, -29.773, 17.2551, 6.63082, 2.91553, 21.4874, 4.72393, 41.8916, 27.6968, 2.44972
163, 0, 188, 12.0737, 6.43936e-05, 0.92623, 0.0554403, 7.74327, 0.695794, 3.24973, 0.39631, 747.264, 0.00751089, 5.092, 0.801329, 39.4287, 7.14518, -2.28098, 5.83072, -4.69349, 10.4191, 0.945335, 0.113471, 8.10479, 0.486418, 39.0282, 7.64111, 0.391201
164, 1, 188, 9.9999, 8.80643e-06, 2.54217, 0.0853664, 2.17966, 0.109227, -9.12653, 1.03876, 754.061, 0.00813715, 5.019, 0.954103, 10.9397, 2.15066, -25.4556, 0.823764, -12.5662, 0.645727, 34.1014, 15.4963, 48.4574, 11.01, 2.98691, 9.56901, 30.9016
165, 1, 190, 13.1604, 1.59739e-05, 1.26486, 0.0614291, 2.62166, 0.189569, -4.95721, 0.558586, 748.318, 0.00578064, 7.0775, inf, 18.5548, inf, 1.09214, 8.30725, 0.483077, 3.83228, 1.26914, 0.0898533, 9.4141, 0.333251, 18.5235, inf, 0.131468
166, 0, 191, 10.6651, 0.000182271, 0.701596, 0.0229893, 39.9847, 2.06876, -2.66773, 0.0774353, 753.574, 0.00464477, 7.83, 2.24344, 313.08, 91.1541, -19.3928, 1.1335, -157.759, 12.1154, -0.751642, 0.171919, nan, nan, nan, nan, 17.1088
167, 1, 191, 11.3438, 1.89103e-05, 4.52364, 0.192403, 3.27494, 0.210274, 5.57336, 3.14968, 752.494, 0.0255701, 2.208, 3.73075, 7.23107, 12.2268, -12.4311, 3.69023, -7.7943, 2.40884, 5.15798, 0.452117, 18.9258, 0.829462, 6.77184, 14.1847, 3.36865
168, 0, 192, 10.1831, 5.05396e-05, 1.05415, 0.0582118, 6.58602, 0.552447, -7.53113, 0.635849, 755.33, 0.00881106, 10.702, 1.1716, 70.4836, 9.72081, 2.91716, 2.66372, -16.689, 41.3357, 1.08599, 0.0848355, 8.64665, 0.337731, 69.4428, 22.1831, 1.09515
169, 0, 193, 9.6987, 2.16545e-05, 1.45785, 0.0810919, 2.87005, 0.23278, -2.51709, 0.438249, 756.478, 0.00665923, 7.693, 0.591529, 22.0793, 2.46761, -18.4118, 1.42647, -12.6921, 1.63947, 9.22564, 3.46335, 25.2381, 4.73725, 8.77695, 7.81127, 12.9072
170, 1, 193, 12.3689, 4.35503e-05, 1.26346, 0.111592, 3.50147, 0.456651, 13.6316, 1.25026, 750.627, 0.0132089, 13.8795, 1.2463, 48.5987, 7.69511, 0.000128938, 3.5669, -0.686926, 4.68016e+06, 1.26346, 0.111592, 9.3764, 0.414074, 48.5987, 132305, 3.61485e-05
171, 3, 193, 13.9533, 3.29203e-05, 1.55546, 0.0444299, 8.29738, 0.347785, -1.78059, 0.146438, 745.979, 0.00454906, 6.586, 1.36339, 54.6465, 11.5421, -14.908, 1.69075, -34.6108, 6.57381, 3.17633, 0.411697, 14.9112, 0.966348, 38.241, 20.3382, 8.81736
172, 4, 193, 11.5171, 6.36953e-05, 1.99824, 0.0333419, 27.4686, 0.698402, -2.23613, 0.0929754, 753.344, 0.00518209, 9.319, 2.47913, 255.98, 68.4086, -25.9683, 1.32707, -176.081, 16.8101, -9.21046, 1.34692, nan, nan, nan, nan, 19.5681
173, 0, 194, 12.587, 5.3309e-05, 1.46909, 0.0326122, 17.287, 0.569889, -2.07758, 0.0778815, 749.702, 0.00392266, 11.1625, 1.85485, 192.966, 32.6898, -26.4001, 1.71222, -79.1474, 7.51871, -2.0652, 0.462953, nan, nan, nan, nan, 15.4186
174, 0, 195, 13.7887, 8.80021e-05, 0.593859, 0.0456043, 8.25071, 0.918104, -1.08388, 0.0815826, 749.967, 0.00370913, 5.8995, 0.396894, 48.6751, 6.32932, -19.2586, 6.86519, -53.965, 42.584, -0.483387, 0.768615, nan, nan, nan, nan, 2.80525
175, 1, 195, 10.4824, 2.82909e-05, 1.68354, 0.111906, 3.15142, 0.315822, 7.58671, 1.79175, 760.329, 0.0144873, 8.1135, 0.728101, 25.569, 3.43962, -26.4474, 4.0963, -21.5993, 5.22605, -3.34848, 1.62041, nan, nan, nan, nan, 6.45642
176, 0, 196, 13.2714, 0.000127231, 0.538978, 0.0225458, 21.8924, 1.37391, -1.94226, 0.0561109, 751.343, 0.00304347, 6.556, 1.1419, 143.527, 26.5721, -19.8061, 1.67256, -86.0656, 11.6771, -0.333589, 0.147624, nan, nan, nan, nan, 11.8417
