#Sol, LTST
441, 0.6806134259
442, 0.3511111111
442, 0.6911342593
443, 0.5118518519
443, 0.5124074074
443, 0.512962963
444, 0.6750925926
444, 0.6756597222
444, 0.6762037037
444, 0.6913541667
445, 0.5118518519
445, 0.5124074074
445, 0.512974537
446, 0.6915625
447, 0.5118634259
447, 0.5124074074
447, 0.512974537
448, 0.5118634259
448, 0.6736458333
448, 0.6759375
448, 0.6782407407
448, 0.6805324074
448, 0.6828356481
448, 0.6840625
448, 0.6917824074
449, 0.3518287037
449, 0.6918518519
450, 0.5118518519
450, 0.5124189815
450, 0.512974537
451, 0.6758101852
451, 0.6763773148
451, 0.6769212963
451, 0.6920486111
452, 0.5118634259
452, 0.5124074074
452, 0.512974537
453, 0.5118518519
454, 0.6679166667
455, 0.3524074074
456, 0.5208101852
457, 0.6763773148
458, 0.5137962963
459, 0.3527777778
460, 0.5118402778
461, 0.5124884259
462, 0.3530324074
462, 0.5118402778
463, 0.5118634259
464, 0.6769907407
465, 0.5118518519
465, 0.5124189815
465, 0.512974537
466, 0.3533796296
466, 0.5118634259
466, 0.6934143519
467, 0.5118634259
467, 0.5124074074
467, 0.512962963
468, 0.5118402778
468, 0.6722800926
468, 0.674537037
468, 0.6772337963
468, 0.6794560185
468, 0.6812962963
468, 0.6935648148
469, 0.3536111111
469, 0.5118518519
469, 0.6936342593
470, 0.5118402778
470, 0.5124074074
470, 0.512962963
471, 0.6775347222
471, 0.6780902778
471, 0.6786574074
471, 0.6937847222
472, 0.5118518519
472, 0.5124189815
472, 0.512962963
472, 0.6745949074
472, 0.6938657407
473, 0.353900463
473, 0.5118634259
473, 0.6939236111
474, 0.5118634259
474, 0.5124074074
474, 0.512974537
476, 0.6941203704
455, 0.5121180556
459, 0.5121296296
60, 0.5124074074
463, 0.5124189815
460, 0.512962963
463, 0.512974537
458, 0.5143402778
458, 0.5149074074
456, 0.5213657407
456, 0.5219212963
454, 0.6702893519
48, 0.6731018519
457, 0.6769444444
457, 0.6774884259
464, 0.6775462963
464, 0.6781134259
454, 0.692349537
454, 0.692349537
455, 0.6924421296
457, 0.6926273148
459, 0.6928125
462, 0.6930787037
464, 0.6932523148
