#Sol, LTST
203, 0.5764351852
203, 0.6187615741
203, 0.6604513889
203, 0.7021180556
203, 0.7448842593
204, 0.3065162037
204, 0.3481018519
204, 0.3897800926
204, 0.4314467593
205, 0.5534027778
206, 0.5641203704
206, 0.5671412037
206, 0.5695949074
206, 0.572025463
206, 0.6194675926
206, 0.6611458333
206, 0.7028125
206, 0.7445949074
207, 0.2913310185
207, 0.3487847222
207, 0.3835185185
207, 0.4321412037
208, 0.5534143519
209, 0.5648148148
209, 0.5679513889
209, 0.5703819444
209, 0.5728472222
209, 0.5752777778
209, 0.5777430556
209, 0.5801736111
209, 0.5827199074
209, 0.585150463
209, 0.5876967593
209, 0.5900578704
209, 0.5925694444
209, 0.5951041667
209, 0.620162037
209, 0.6618287037
209, 0.7035069444
209, 0.7452777778
210, 0.3079050926
210, 0.3494791667
210, 0.3911574074
210, 0.4328356481
211, 0.5534143519
212, 0.5534143519
213, 0.6943981481
214, 0.5534259259
215, 0.5534259259
216, 0.6918055556
217, 0.6784953704
218, 0.5534143519
219, 0.6789236111
220, 0.6608796296
220, 0.663275463
220, 0.67125
221, 0.5534143519
222, 0.5534143519
223, 0.5969907407
223, 0.5979398148
223, 0.5987152778
223, 0.599212963
223, 0.5996990741
223, 0.6001967593
223, 0.6006712963
223, 0.6011574074
223, 0.6016435185
223, 0.6021296296
223, 0.6026157407
223, 0.6031018519
223, 0.603599537
223, 0.6040625
223, 0.6045486111
223, 0.6050347222
223, 0.6055208333
223, 0.6060069444
223, 0.6063657407
223, 0.606724537
223, 0.6163657407
223, 0.692349537
224, 0.4972569444
224, 0.4977314815
224, 0.4981828704
224, 0.6799884259
225, 0.5503356481
226, 0.6803935185
227, 0.765162037
228, 0.5509490741
229, 0.6810069444
230, 0.7289930556
232, 0.5534143519
232, 0.6594675926
234, 0.6705324074
234, 0.672974537
234, 0.6752546296
234, 0.677650463
234, 0.6799768519
234, 0.6871296296
234, 0.7088888889
235, 0.333912037
235, 0.6546527778
236, 0.5534259259
236, 0.6950115741
237, 0.6683796296
237, 0.6714814815
237, 0.673912037
237, 0.6763541667
237, 0.6877083333
237, 0.7139351852
238, 0.3345023148
238, 0.6827662037
239, 0.5531134259
240, 0.6405671296
240, 0.6428240741
240, 0.6451041667
240, 0.6478935185
240, 0.6501157407
240, 0.7086458333
242, 0.5015625
243, 0.3483796296
243, 0.3506828704
243, 0.3529398148
243, 0.3557291667
243, 0.3580324074
243, 0.3608217593
243, 0.3630439815
243, 0.6308449074
243, 0.6331481481
243, 0.6353935185
243, 0.6381712963
243, 0.6404976852
243, 0.643287037
243, 0.6455208333
244, 0.6838773148
245, 0.5021990741
246, 0.3281828704
246, 0.3304976852
246, 0.3327314815
246, 0.3355324074
246, 0.3378356481
246, 0.3406134259
246, 0.3428472222
246, 0.6313078704
246, 0.6336226852
246, 0.6358449074
246, 0.6386342593
246, 0.6409259259
246, 0.6437152778
246, 0.6459375
246, 0.6859837963
247, 0.6843981481
248, 0.617337963
249, 0.6847569444
250, 0.3288657407
250, 0.3311805556
250, 0.3334143519
250, 0.3362152778
250, 0.3384837963
250, 0.3412615741
250, 0.3435300926
250, 0.6320138889
250, 0.6343171296
250, 0.6365740741
250, 0.6393518519
250, 0.6416666667
250, 0.6444444444
250, 0.6466782407
250, 0.6866898148
251, 0.6851157407
252, 0.5534143519
253, 0.4856365741
253, 0.4879513889
253, 0.4900925926
253, 0.4949768519
253, 0.497662037
253, 0.4998032407
253, 0.6327893519
253, 0.6350925926
253, 0.6373263889
253, 0.6401041667
253, 0.6423842593
253, 0.6450810185
253, 0.6472222222
253, 0.6871875
254, 0.6856134259
254, 0.9237384259
254, 0.9318518519
254, 0.9399537037
254, 0.9480671296
255, 0.5534027778
256, 0.6859375
257, 0.7217476852
258, 0.6935069444
258, 0.924375
258, 0.9324884259
258, 0.9406018519
258, 0.9487152778
259, 0.5534027778
261, 0.6511689815
262, 0.5534143519
263, 0.6870486111
264, 0.640787037
266, 0.6515046296
268, 0.6413773148
270, 0.6528472222
274, 0.652662037
278, 0.6532060185
282, 0.6537152778
284, 0.5534143519
284, 0.7117361111
286, 0.6750578704
288, 0.6145023148
288, 0.6348148148
288, 0.648287037
289, 0.5111226852
290, 0.6906944444
291, 0.5684837963
291, 0.643275463
291, 0.6925694444
292, 0.6909375
293, 0.5535069444
294, 0.6911689815
295, 0.5260532407
295, 0.548587963
296, 0.5535069444
297, 0.6915162037
298, 0.6963425926
298, 0.6986458333
298, 0.7009722222
298, 0.7290046296
299, 0.3365393519
299, 0.6918171296
300, 0.5534027778
301, 0.6919212963
302, 0.4924074074
302, 0.4946527778
302, 0.4968865741
302, 0.5518865741
302, 0.5938078704
302, 0.6354861111
302, 0.6771643519
302, 0.7298032407
303, 0.3369444444
303, 0.5534953704
304, 0.6922569444
305, 0.4927314815
305, 0.4949884259
305, 0.5522106481
305, 0.5941319444
305, 0.6358101852
305, 0.6774768519
305, 0.7301157407
306, 0.3372685185
306, 0.5534837963
307, 0.6774074074
308, 0.6592476852
308, 0.6957638889
308, 0.6962962963
308, 0.6968402778
308, 0.6973611111
308, 0.6979050926
308, 0.6984375
308, 0.6989814815
308, 0.6995023148
308, 0.7000462963
308, 0.7005787037
308, 0.7296990741
309, 0.3375810185
309, 0.5534837963
309, 0.5582175926
309, 0.5587731481
309, 0.5593287037
309, 0.5597800926
309, 0.5603356481
309, 0.5608912037
310, 0.6777199074
311, 0.4933564815
311, 0.4955902778
311, 0.6919907407
311, 0.6967708333
311, 0.6972916667
311, 0.6978356481
311, 0.6983680556
311, 0.698900463
311, 0.6994328704
311, 0.6999768519
311, 0.7000462963
311, 0.7010300926
311, 0.7015740741
311, 0.7021064815
311, 0.702650463
311, 0.7031712963
311, 0.7037152778
311, 0.7042476852
311, 0.73
312, 0.3115856481
313, 0.5534722222
314, 0.5670023148
314, 0.5675578704
314, 0.5681134259
314, 0.6781134259
314, 0.6786805556
314, 0.679224537
315, 0.492349537
315, 0.4945833333
315, 0.6923842593
315, 0.6971643519
315, 0.6976851852
315, 0.6982291667
315, 0.6987615741
315, 0.6993055556
315, 0.6998263889
315, 0.7003703704
315, 0.7009027778
315, 0.7014236111
315, 0.7019675926
315, 0.7025
315, 0.7030439815
315, 0.7035648148
315, 0.7041087963
315, 0.7045949074
315, 0.7303935185
316, 0.3188310185
316, 0.5533796296
317, 0.6790972222
318, 0.6926736111
318, 0.6974537037
318, 0.6980208333
318, 0.698587963
318, 0.6991666667
318, 0.6997222222
318, 0.7003009259
318, 0.7008564815
318, 0.7014351852
318, 0.7020023148
318, 0.7025694444
318, 0.7031365741
318, 0.7037152778
318, 0.7042708333
318, 0.704849537
318, 0.7054166667
318, 0.7306944444
319, 0.492662037
319, 0.4948958333
319, 0.5533796296
319, 0.6786111111
319, 0.7206365741
320, 0.304375
320, 0.6787037037
321, 0.5533912037
322, 0.4930208333
322, 0.4951388889
322, 0.4979861111
322, 0.6930671296
322, 0.6978356481
322, 0.6983796296
322, 0.698912037
322, 0.6994560185
322, 0.6999768519
322, 0.7005208333
322, 0.7010532407
322, 0.7015856481
322, 0.7021180556
322, 0.702650463
322, 0.7031944444
322, 0.7037152778
322, 0.7042592593
322, 0.7047916667
322, 0.7053356481
322, 0.7206481481
323, 0.3389583333
323, 0.6789930556
324, 0.5533912037
324, 0.5538541667
324, 0.5543287037
324, 0.6790046296
324, 0.6795601852
324, 0.6801157407
325, 0.525
325, 0.5452893519
325, 0.6543634259
325, 0.6565393519
325, 0.6593055556
325, 0.7209375
326, 0.6792708333
327, 0.5533912037
327, 0.5538541667
327, 0.5543171296
328, 0.674837963
329, 0.6859837963
329, 0.6881481481
329, 0.6905787037
331, 0.6797337963
332, 0.5408796296
332, 0.5430208333
332, 0.545462963
332, 0.6895023148
333, 0.6799305556
334, 0.4805671296
334, 0.4811111111
334, 0.4816782407
334, 0.511724537
335, 0.5334259259
335, 0.535625
335, 0.5377546296
335, 0.5404282407
335, 0.5425
335, 0.6801157407
335, 0.6905208333
335, 0.7009375
335, 0.721875
336, 0.340162037
336, 0.6801967593
337, 0.511724537
337, 0.5121990741
337, 0.512662037
338, 0.6803819444
339, 0.4959259259
339, 0.4980787037
339, 0.6387962963
339, 0.6804861111
339, 0.7222453704
340, 0.3405324074
340, 0.6805787037
341, 0.4805555556
341, 0.4811226852
341, 0.4816666667
341, 0.511712963
342, 0.4961921296
342, 0.4983564815
342, 0.6390856481
342, 0.6807523148
342, 0.7225115741
343, 0.3408101852
343, 0.6808449074
344, 0.511712963
346, 0.6879282407
346, 0.7228819444
347, 0.3411689815
347, 0.6812152778
348, 0.4753587963
348, 0.4758217593
348, 0.4762847222
348, 0.5117361111
349, 0.6534953704
349, 0.6557638889
349, 0.695625
349, 0.7231481481
350, 0.347037037
350, 0.6899189815
351, 0.5117361111
352, 0.4872337963
352, 0.4877083333
352, 0.4881597222
352, 0.5117476852
353, 0.511724537
353, 0.5164699074
353, 0.5169328704
353, 0.5173958333
353, 0.5279513889
353, 0.5284259259
353, 0.5288888889
353, 0.5394444444
353, 0.5399189815
353, 0.5403819444
353, 0.5509375
353, 0.551412037
353, 0.551875
354, 0.4874189815
354, 0.4878819444
354, 0.4883564815
354, 0.511724537
355, 0.6819444444
356, 0.479837963
356, 0.4803009259
356, 0.480775463
356, 0.5028125
356, 0.503275463
356, 0.50375
356, 0.511724537
356, 0.5164583333
356, 0.5169212963
356, 0.5173958333
356, 0.527962963
356, 0.5284259259
356, 0.528900463
358, 0.6822222222
359, 0.4853009259
359, 0.485775463
359, 0.4862384259
359, 0.4967939815
359, 0.4972685185
359, 0.4977314815
359, 0.5117361111
360, 0.6824189815
361, 0.5002199074
361, 0.5006828704
361, 0.5011458333
361, 0.511712963
361, 0.5505092593
361, 0.5509722222
361, 0.5514351852
362, 0.6826157407
363, 0.511724537
363, 0.5164699074
363, 0.5169444444
363, 0.5174074074
363, 0.527962963
363, 0.5284259259
363, 0.5288888889
363, 0.5394444444
363, 0.5399189815
363, 0.5403819444
363, 0.5509375
363, 0.551412037
363, 0.551875
364, 0.6827893519
365, 0.5117361111
365, 0.5403587963
365, 0.5408333333
365, 0.5412962963
366, 0.6971180556
366, 0.7247453704
367, 0.3430439815
367, 0.5000231481
367, 0.5007060185
367, 0.5011689815
367, 0.5117476852
368, 0.6831828704
369, 0.4887268519
369, 0.4891898148
369, 0.4896527778
369, 0.5002430556
369, 0.5007060185
369, 0.5011689815
369, 0.5117361111
370, 0.6833912037
371, 0.5002430556
371, 0.5007060185
371, 0.5011689815
371, 0.5117476852
372, 0.683587963
373, 0.5117592593
373, 0.6833217593
373, 0.7254513889
374, 0.34375
374, 0.6837847222
375, 0.4894560185
375, 0.4899189815
375, 0.4903935185
375, 0.5117592593
376, 0.6839814815
377, 0.4818634259
377, 0.482337963
377, 0.4828009259
377, 0.5117592593
378, 0.6841898148
379, 0.5002546296
379, 0.5007175926
379, 0.5011805556
379, 0.5117592593
379, 0.5122222222
379, 0.5126851852
380, 0.5117592593
380, 0.6840162037
380, 0.7156481481
381, 0.3444560185
381, 0.6797569444
382, 0.5002546296
382, 0.5007291667
382, 0.5011921296
382, 0.5117592593
383, 0.6846990741
385, 0.5033796296
385, 0.5038425926
385, 0.5043171296
385, 0.6848958333
386, 0.5002546296
386, 0.5007175926
386, 0.5011921296
386, 0.5118518519
387, 0.6851041667
388, 0.5118518519
388, 0.5213194444
388, 0.521875
388, 0.5224305556
388, 0.6852083333
389, 0.6853125
390, 0.5002546296
390, 0.5007291667
390, 0.5011921296
390, 0.5118518519
390, 0.6854282407
391, 0.6855324074
392, 0.5002546296
392, 0.5007175926
392, 0.5011921296
392, 0.5118518519
394, 0.5002430556
394, 0.5007175926
394, 0.5011805556
394, 0.5118518519
394, 0.6858564815
396, 0.5002662037
396, 0.5007291667
396, 0.5011921296
396, 0.5118634259
396, 0.6860532407
398, 0.5002546296
398, 0.5007175926
398, 0.5011921296
398, 0.5118402778
398, 0.6862847222
399, 0.6863888889
400, 0.4955092593
400, 0.4959722222
400, 0.4964467593
400, 0.5118518519
400, 0.6322106481
400, 0.6344560185
400, 0.6373148148
400, 0.7177430556
401, 0.3465625
401, 0.6866087963
402, 0.4877893519
402, 0.4882523148
402, 0.4887152778
402, 0.5085763889
403, 0.6868171296
404, 0.4889467593
404, 0.4899884259
404, 0.4904513889
404, 0.501099537
405, 0.687037037
406, 0.5118518519
406, 0.5213310185
406, 0.5218865741
406, 0.5224421296
407, 0.6805902778
407, 0.7186111111
408, 0.347337963
408, 0.6873842593
409, 0.5050578704
409, 0.5056134259
409, 0.5061689815
410, 0.6876041667
411, 0.5050810185
411, 0.5056481481
411, 0.5062037037
412, 0.3477777778
412, 0.6878240741
413, 0.5118518519
413, 0.5123958333
413, 0.512962963
414, 0.5118634259
414, 0.6910069444
414, 0.6931597222
414, 0.6975115741
415, 0.348125
415, 0.6881481481
416, 0.5118518519
417, 0.5118518519
417, 0.6297453704
417, 0.6319097222
417, 0.6341898148
417, 0.6586689815
417, 0.6609143519
417, 0.6630671296
417, 0.6658564815
417, 0.6680671296
417, 0.6702662037
417, 0.6729398148
417, 0.6751967593
417, 0.7052893519
418, 0.5134143519
418, 0.5139814815
418, 0.514537037
418, 0.6884953704
419, 0.5118518519
419, 0.6886111111
420, 0.5118634259
420, 0.5124189815
420, 0.512974537
420, 0.6509953704
420, 0.6532986111
420, 0.6555324074
420, 0.6583217593
420, 0.6606018519
420, 0.6633680556
420, 0.6656018519
420, 0.7056134259
421, 0.6888310185
422, 0.5118518519
422, 0.5124074074
422, 0.512974537
423, 0.6890625
423, 0.6937962963
423, 0.6943518519
423, 0.6949074074
424, 0.5118518519
424, 0.5124074074
424, 0.512974537
425, 0.6892708333
426, 0.5118402778
426, 0.5124074074
426, 0.5129513889
427, 0.5118518519
427, 0.7000347222
427, 0.7023148148
427, 0.7046180556
427, 0.7069212963
427, 0.709212963
427, 0.717349537
428, 0.3495601852
428, 0.6896180556
429, 0.5118634259
429, 0.5124189815
429, 0.5129861111
430, 0.689837963
430, 0.6945717593
430, 0.6951388889
430, 0.6956828704
431, 0.5118518519
431, 0.5124074074
431, 0.512962963
432, 0.6900578704
433, 0.5118518519
433, 0.5124074074
433, 0.512974537
434, 0.5117361111
434, 0.6722916667
434, 0.6745486111
434, 0.6767592593
434, 0.6789930556
434, 0.6903703704
435, 0.3503472222
435, 0.6902777778
436, 0.5118518519
436, 0.5124074074
436, 0.512974537
437, 0.6699305556
437, 0.6704861111
437, 0.6710416667
437, 0.6861805556
438, 0.5118402778
438, 0.5124074074
438, 0.512962963
439, 0.6940393519
440, 0.5118634259
440, 0.5124189815
440, 0.512962963
441, 0.5118518519
441, 0.6531018519
441, 0.6553125
441, 0.6575231481
