-0.2668, 0.0423
-0.2668, 0.0379
-0.2657, 0.0335
-0.2646, 0.0292
-0.2635, 0.0292
-0.2624, 0.0292
-0.2612, 0.0248
-0.2612, 0.0204
-0.2602, 0.0204
-0.2591, 0.016
-0.258, 0.0117
-0.2569, 0.0117
-0.2558, 0.0117
-0.2547, 0.0117
-0.2535, 7.2886e-3
-0.2524, 7.2886e-3
-0.2524, 2.9155e-3
-0.2524, -1.4577e-3
-0.2513, -1.4577e-3
-0.2502, -5.8309e-3
-0.249, -0.0102
-0.248, -0.0102
-0.2469, -0.0102
-0.2458, -0.0102
-0.2447, -0.0146
-0.2447, -0.019
-0.2436, -0.0233
-0.2425, -0.0233
-0.2414, -0.0277
-0.2403, -0.0321
-0.2392, -0.0321
-0.2381, -0.0364
-0.237, -0.0364
-0.2359, -0.0408
-0.2348, -0.0452
-0.2337, -0.0452
-0.2326, -0.0496
-0.2315, -0.0496
-0.2304, -0.0539
-0.2293, -0.0539
-0.2282, -0.0583
-0.2271, -0.0627
-0.226, -0.0627
-0.226, -0.0671
-0.2248, -0.0671
-0.2238, -0.0714
-0.2226, -0.0714
-0.2215, -0.0758
-0.2204, -0.0802
-0.2193, -0.0845
-0.2182, -0.0889
-0.2171, -0.0933
-0.216, -0.0933
-0.2149, -0.0977
-0.2138, -0.102
-0.2127, -0.102
-0.2127, -0.1064
-0.2116, -0.1064
-0.2105, -0.1108
-0.2094, -0.1152
-0.2083, -0.1195
-0.2072, -0.1195
-0.2061, -0.1239
-0.205, -0.1283
-0.2039, -0.1327
-0.2028, -0.1327
-0.2017, -0.137
-0.2006, -0.137
-0.1995, -0.1414
-0.1984, -0.1414
-0.1973, -0.1458
-0.1962, -0.1458
-0.1951, -0.1501
-0.194, -0.1501
-0.1929, -0.1501
-0.1917, -0.1545
-0.1905, -0.1545
-0.1895, -0.1589
-0.1884, -0.1633
-0.1873, -0.1676
-0.1862, -0.1676
-0.1851, -0.172
-0.184, -0.1764
-0.1829, -0.1808
-0.1818, -0.1851
-0.1807, -0.1895
-0.1796, -0.1939
-0.1785, -0.1939
-0.1774, -0.1983
-0.1763, -0.2026
-0.1752, -0.207
-0.1741, -0.2114
-0.173, -0.2114
-0.1719, -0.2157
-0.1708, -0.2157
-0.1697, -0.2201
-0.1686, -0.2245
-0.1675, -0.2245
-0.1663, -0.2288
-0.1653, -0.2288
-0.1642, -0.2332
-0.1631, -0.2376
-0.162, -0.2376
-0.1608, -0.242
-0.1597, -0.242
-0.1586, -0.2464
-0.1575, -0.2507
-0.1564, -0.2551
-0.1553, -0.2551
-0.1542, -0.2595
-0.1531, -0.2638
-0.152, -0.2682
-0.1509, -0.2726
-0.1498, -0.2726
-0.1487, -0.277
-0.1476, -0.2812
-0.1465, -0.2857
-0.1454, -0.2901
-0.1443, -0.2945
-0.1432, -0.2945
-0.1421, -0.2988
-0.141, -0.3032
-0.1399, -0.3075
-0.1388, -0.312
-0.1377, -0.3163
-0.1366, -0.3207
-0.1355, -0.3207
-0.1344, -0.3251
-0.1333, -0.3294
-0.1322, -0.3338
-0.1311, -0.3338
-0.1311, -0.3382
-0.13, -0.3382
-0.1288, -0.3426
-0.1277, -0.3426
-0.1266, -0.3469
-0.1255, -0.3469
-0.1244, -0.3513
-0.1244, -0.3557
-0.1233, -0.3557
-0.1233, -0.3601
-0.1222, -0.3644
-0.1211, -0.3688
-0.12, -0.3688
-0.1189, -0.3732
-0.1178, -0.3776
-0.1167, -0.3819
-0.1156, -0.3862
-0.1145, -0.3907
-0.1134, -0.3907
-0.1123, -0.395
-0.1112, -0.3994
-0.1101, -0.4038
-0.109, -0.4082
-0.1078, -0.4082
-0.1068, -0.4125
-0.1057, -0.4169
-0.1046, -0.4213
-0.1035, -0.4257
-0.1024, -0.43
-0.1013, -0.4344
-0.1002, -0.4344
-0.1002, -0.4388
-0.0991, -0.4388
-0.0979, -0.4431
-0.0968, -0.4431
-0.0957, -0.4475
-0.0946, -0.4519
-0.0935, -0.4519
-0.0924, -0.4563
-0.0913, -0.4563
-0.0902, -0.4606
-0.0891, -0.4606
-0.0891, -0.465
-0.088, -0.465
-0.0869, -0.4694
-0.0858, -0.4738
-0.0847, -0.4738
-0.0836, -0.4781
-0.0825, -0.4781
-0.0825, -0.4825
-0.0814, -0.4825
-0.0803, -0.4868
-0.0792, -0.4913
-0.0781, -0.4913
-0.077, -0.4956
-0.0759, -0.4956
-0.0748, -0.5
-0.0737, -0.5044
-0.0726, -0.5044
-0.0715, -0.5087
-0.0704, -0.5131
-0.0693, -0.5131
-0.0682, -0.5175
-0.067, -0.5219
-0.0659, -0.5219
-0.0648, -0.5262
-0.0637, -0.5262
-0.0626, -0.5306
-0.0615, -0.535
-0.0604, -0.535
-0.0593, -0.5394
-0.0582, -0.5436
-0.0571, -0.5481
-0.056, -0.5525
-0.0549, -0.5569
-0.0538, -0.5612
-0.0527, -0.5655
-0.0527, -0.5699
-0.0516, -0.5743
-0.0505, -0.5787
-0.0493, -0.5831
-0.0483, -0.5831
-0.0483, -0.5875
-0.0483, -0.5918
-0.0483, -0.5962
-0.0472, -0.6006
-0.0461, -0.605
-0.045, -0.6093
-0.0439, -0.6093
-0.0439, -0.6137
-0.0428, -0.6137
-0.0417, -0.6181
-0.0417, -0.6223
-0.0417, -0.6268
-0.0406, -0.6312
-0.0395, -0.6356
-0.0384, -0.6356
-0.0373, -0.6399
-0.0361, -0.6399
-0.035, -0.6442
-0.035, -0.6487
-0.0339, -0.6531
-0.0328, -0.6531
-0.0317, -0.6574
-0.0306, -0.6574
-0.0306, -0.6618
-0.0295, -0.6618
-0.0284, -0.6662
-0.0273, -0.6662
-0.0262, -0.6705
-0.0251, -0.6749
-0.024, -0.6793
-0.0229, -0.6837
-0.0218, -0.688
-0.0207, -0.688
-0.0196, -0.6924
-0.0185, -0.6968
-0.0174, -0.7012
-0.0163, -0.7055
-0.0152, -0.7099
-0.0141, -0.7099
-0.013, -0.7143
-0.0119, -0.7187
-0.0108, -0.7229
-9.6638e-3, -0.7274
-8.5603e-3, -0.7318
-7.4567e-3, -0.7362
-6.3532e-3, -0.7405
-5.2496e-3, -0.7405
-5.2496e-3, -0.7449
-4.1461e-3, -0.7492
-3.0426e-3, -0.7536
-3.0426e-3, -0.758
-1.939e-3, -0.7624
-8.3546e-4, -0.7668
2.6809e-4, -0.7711
1.3716e-3, -0.7711
1.3716e-3, -0.7755
1.3716e-3, -0.7799
1.3716e-3, -0.7843
2.4752e-3, -0.7886
3.5787e-3, -0.793
4.6823e-3, -0.7974
5.7858e-3, -0.8016
6.8894e-3, -0.8016
6.8894e-3, -0.8061
7.9929e-3, -0.8061
7.9929e-3, -0.8105
7.9929e-3, -0.8149
9.0965e-3, -0.8192
0.0102, -0.8192
0.0113, -0.8235
0.0124, -0.8235
0.0135, -0.8279
0.0146, -0.8279
0.0157, -0.8324
0.0168, -0.8324
0.0179, -0.8367
0.019, -0.8367
0.0201, -0.8411
0.0212, -0.8411
0.0223, -0.8455
0.0234, -0.8455
0.0245, -0.8498
0.0256, -0.8542
0.0268, -0.8542
0.0279, -0.8586
0.029, -0.8586
0.0301, -0.863
0.0312, -0.863
0.0323, -0.8673
0.0334, -0.8673
0.0345, -0.8717
0.0356, -0.8717
0.0367, -0.8761
0.0378, -0.8761
